"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; area['name:ca'='els Ports'][admin_level=7]->.regio; area[name='Països Catalans']->.llengua; ( nwr[name~'^[Pp]arque'][!'name:ca'](area.regio)(area.llengua); ); out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"964945687"	"Parque Eólico Folch I"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Folch I', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964945689"	"Parque Eólico Arriello"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Arriello', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964945688"	"Parque Eólico Folch II"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Folch II', 'operator': 'Acciona Energía', 'plant:output:electricity': '15 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964963983"	"Parque Eólico Plá d'Embalagué"	""	""	""	""	""	""	""	"{'name': ""Parque Eólico Plá d'Embalagué"", 'operator': 'Acciona Energía', 'plant:output:electricity': '37.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964963984"	"Parque Eólico Cabrillas"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Cabrillas', 'operator': 'Acciona Energía', 'plant:output:electricity': '28.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"1005794181"	"Parque Eólico Refoyas"	""	""	""	""	""	""	""	"{'area': 'yes', 'name': 'Parque Eólico Refoyas', 'operator': 'Acciona Energy', 'plant:method': 'wind_turbine', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"1005795463"	"Parque Eólico Muela de Todolella"	""	""	""	""	""	""	""	"{'area': 'yes', 'name': 'Parque Eólico Muela de Todolella', 'operator': 'Acciona Energy', 'plant:output:electricity': '40.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964968934"	"Parque Eólico Torre Miró II"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Torre Miró II', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"way"	"964968935"	"Parque Eólico Torre Miró I"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Torre Miró I', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant'}"
"relation"	"12979610"	"Parque Eólico Folch II"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Folch II', 'operator': 'Acciona Energía', 'plant:output:electricity': '15 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"12979611"	"Parque Eólico Folch I"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Folch I', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"12979612"	"Parque Eólico Arriello"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Arriello', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"13474737"	"Parque Eólico Refoyas"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Refoyas', 'operator': 'Acciona Energy', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"12979914"	"Parque Eólico Plá d'Embalagué"	""	""	""	""	""	""	""	"{'name': ""Parque Eólico Plá d'Embalagué"", 'operator': 'Acciona Energía', 'plant:output:electricity': '37.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"12979915"	"Parque Eólico Cabrillas"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Cabrillas', 'operator': 'Acciona Energía', 'plant:output:electricity': '28.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"13474745"	"Parque Eólico Muela de Todolella"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Muela de Todolella', 'operator': 'Acciona Energy', 'plant:output:electricity': '40.5 MW', 'plant:source': 'wind', 'power': 'plant', 'type': 'site'}"
"relation"	"12980021"	"Parque Eólico Torre Miró I"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Torre Miró I', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
"relation"	"12980022"	"Parque Eólico Torre Miró II"	""	""	""	""	""	""	""	"{'name': 'Parque Eólico Torre Miró II', 'operator': 'Acciona Energía', 'plant:output:electricity': '49.5 MW', 'plant:source': 'wind', 'power': 'plant', 'site': 'wind_farm', 'type': 'site'}"
