"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='Serra de Tramuntana'][admin_level=7], filters=nwr[name~'^[Pp]arque'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"5576627977"	"Parque Pollença Sur"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque Pollença Sur'}"
"node"	"5576627976"	"Parque Pollença Norte"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque Pollença Norte'}"
"node"	"5576627975"	"Parque Ca les Munnares"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque Ca les Munnares'}"
"way"	"875508401"	"Parque de calistenia"	""	""	""	""	""	""	""	"{'area': 'yes', 'name': 'Parque de calistenia', 'opening_hours': '24/7', 'operator': 'Ayuntamiento de Calvià'}"
"way"	"556959568"	"Parque Infantil de Pollença"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque Infantil de Pollença'}"
"way"	"550861133"	"Parque Plaza Ca les Munnares"	""	""	""	""	""	""	""	"{'description': 'Parque pequeño para niños pequeños situado al inicio de la Plaza Ca les Munnares ', 'landuse': 'grass', 'leisure': 'park', 'name': 'Parque Plaza Ca les Munnares'}"
"way"	"582933528"	"Parque Ca Les Munnares"	""	""	""	""	""	""	""	"{'description': 'Pequeño parque en una plaza', 'leisure': 'park', 'name': 'Parque Ca Les Munnares'}"
"way"	"583305923"	"Parque sur Ca les Munnares"	""	""	""	""	""	""	""	"{'description': 'Entrada sur de la plaza ', 'landuse': 'grass', 'leisure': 'park', 'name': 'Parque sur Ca les Munnares'}"
