"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='la Vall d\'Albaida'][admin_level=7], filters=nwr[name~'^[Pp]arque'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"289213454"	"Parque Derrota"	""	""	""	""	""	""	""	"{'leisure': 'garden', 'name': 'Parque Derrota'}"
"way"	"623421419"	"Parque Solar Alfarrasí"	""	""	""	""	""	""	""	"{'barrier': 'fence', 'fence_type': 'wire', 'landuse': 'industrial', 'name': 'Parque Solar Alfarrasí', 'plant:method': 'photovoltaic', 'plant:output:electricity': 'yes', 'plant:source': 'solar', 'power': 'plant'}"
"way"	"225207028"	"Parque Solar Fotovoltaico La Garrofera"	""	""	""	""	""	""	""	"{'barrier': 'fence', 'fence_type': 'chain_link', 'generator:method': 'photovoltaic', 'generator:source': 'solar', 'landuse': 'industrial', 'name': 'Parque Solar Fotovoltaico La Garrofera', 'power': 'generator'}"
"way"	"556534430"	"parque de la beata"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de la beata'}"
"way"	"556535822"	"parque de la merce"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de la merce'}"
"way"	"556538659"	"parque del espai jove"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque del espai jove'}"
"way"	"556537929"	"parque infantil"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque infantil'}"
"way"	"556532119"	"parque de la creu"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de la creu'}"
"way"	"566436436"	"parque de la creu"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de la creu'}"
"way"	"556538956"	"parque de las ovejas"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de las ovejas'}"
"way"	"556538487"	"parque de la beata Inés"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque de la beata Inés'}"
"way"	"556540661"	"parque del teular"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque del teular'}"
"way"	"556541629"	"parque del taperal"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'parque del taperal'}"
