"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Rec de Tubau"	"Rec de Tubau"							"way"	"232413378"		"{'name': 'Rec de Tubau', 'waterway': 'stream'}"
"Rec Del Masot"	"Rec Del Masot"							"way"	"1023260810"		"{'intermittent': 'yes', 'name': 'Rec Del Masot', 'waterway': 'stream'}"
