"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 204701966"	""	"{'highway': 'residential', 'name': 'Avinguda de Catalunya'}"
"Camí Català per Lleida"	"Camí Català per Lleida"			"Camí de Sant Jaume, Camí de Santiago, Camino de Santiago, El cami de sant jaume, Camiño de Santiago"	"Camí de Sant Jaume"	"pilgrims' way"	"Q41150"	"relation"	"   2164136"	""	"{'name': 'Camí Català per Lleida', 'network': 'nwn', 'note': 'western part of this Camino (divided to keep the relation short)', 'operator': \"Asociación del Camino de Santiago de L'Hospitalet\", 'osmc:symbol': 'blue:blue:shell_modern', 'pilgrimage': 'Camí de Sant Jaume', 'religion': 'christian', 'route': 'hiking', 'type': 'route', 'wiki:symbol': 'Symbol_Jakobsweg.png', 'wikidata': 'Q41150', 'wikipedia': 'ca:Camí de Sant Jaume'}"
"Camí d'Ivars"	"Camí d'Ivars"			""	""	""	""	"node"	"1241677338"	""	"{'name': \"Camí d'Ivars\", 'place': 'locality', 'source': 'Instituto Geográfico Nacional', 'source:date': '201011'}"
"Camí d'Ivars d'Urgell a Castellnou de Seana"	"Camí d'Ivars d'Urgell a Castellnou de Seana"			""	""	""	""	"way"	" 204689595"	""	"{'highway': 'unclassified', 'name': \"Camí d'Ivars d'Urgell a Castellnou de Seana\"}"
"Camí de Golmés"	"Camí de Golmés"			""	""	""	""	"node"	"1241668528"	""	"{'name': 'Camí de Golmés', 'place': 'locality', 'source': 'Instituto Geográfico Nacional', 'source:date': '201011'}"
"Camí de Golmés"	"Camí de Golmés"			""	""	""	""	"way"	" 204705049"	""	"{'highway': 'track', 'name': 'Camí de Golmés'}"
"Camí de Golmés"	"Camí de Golmés"			""	""	""	""	"way"	" 204701969"	""	"{'highway': 'unclassified', 'name': 'Camí de Golmés'}"
"Camí de Golmés"	"Camí de Golmés"			""	""	""	""	"way"	" 204705046"	""	"{'bridge': 'yes', 'highway': 'unclassified', 'layer': '1', 'name': 'Camí de Golmés', 'surface': 'asphalt'}"
