"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Mas de la Calderera"	"Mas de la Calderera"							"node"	"4581633742"		"{'historic': 'yes', 'name': 'Mas de la Calderera'}"
"Mas del Salvat"	"Mas del Salvat"							"way"	" 714989587"		"{'building': 'house', 'name': 'Mas del Salvat'}"
