"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda de Lluís Companys"	"Avinguda de Lluís Companys"			""	""	""	""	"way"	" 158779057"	""	"{'highway': 'tertiary', 'name': 'Avinguda de Lluís Companys', 'ref': 'T-301', 'surface': 'asphalt'}"
"Camí a la Foradada"	"Camí a la Foradada"			""	""	""	""	"way"	" 858228074"	""	"{'highway': 'path', 'name': 'Camí a la Foradada', 'sac_scale': 'mountain_hiking', 'trail_visibility': 'intermediate'}"
"Camí d'Aldovesta"	"Camí d'Aldovesta"			""	""	""	""	"way"	" 403847452"	""	"{'highway': 'track', 'name': \"Camí d'Aldovesta\", 'tracktype': 'grade1'}"
"Camí de Fontelles i Marelles"	"Camí de Fontelles i Marelles"			""	""	""	""	"way"	" 463078634"	""	"{'highway': 'track', 'name': 'Camí de Fontelles i Marelles', 'tracktype': 'grade1'}"
"Camí de Fontelles i Marelles"	"Camí de Fontelles i Marelles"			""	""	""	""	"way"	" 542406703"	""	"{'fixme': 'VERIFICAR', 'highway': 'track', 'name': 'Camí de Fontelles i Marelles'}"
"camí de la Feixa"	"camí de la Feixa"			""	""	""	""	"way"	" 463077917"	""	"{'highway': 'track', 'name': 'camí de la Feixa'}"
"Camí de les Coves"	"Camí de les Coves"			""	""	""	""	"way"	" 635381416"	""	"{'cycleway:both': 'no', 'highway': 'unclassified', 'lane_markings': 'no', 'name': 'Camí de les Coves', 'surface': 'asphalt'}"
"Camí de Llígem"	"Camí de Llígem"			""	""	""	""	"way"	" 293587033"	""	"{'highway': 'track', 'name': 'Camí de Llígem'}"
"Camí de Marelles"	"Camí de Marelles"			""	""	""	""	"way"	" 495911771"	""	"{'highway': 'track', 'name': 'Camí de Marelles'}"
"Camí de Mollet a Clot del Moro"	"Camí de Mollet a Clot del Moro"			""	""	""	""	"way"	" 326159090"	""	"{'highway': 'track', 'lanes': '1', 'name': 'Camí de Mollet a Clot del Moro', 'tracktype': 'grade3'}"
