"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Passatge Roquetes"	"Passatge Roquetes"							"way"	"133645862"		"{'highway': 'residential', 'name': 'Passatge Roquetes'}"
"Rotonda d'Esterri"	"Rotonda d'Esterri"							"way"	"779383530"		"{'highway': 'tertiary_link', 'junction': 'roundabout', 'name': \"Rotonda d'Esterri\"}"
