"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	"  50899961"	""	"{'highway': 'tertiary', 'name': \"Avinguda d'Aragó\", 'ref': 'T-723', 'source': 'IDEE'}"
"Avinguda de la Terra Alta"	"Avinguda de la Terra Alta"			""	""	""	""	"way"	" 232546885"	""	"{'highway': 'tertiary', 'name': 'Avinguda de la Terra Alta', 'ref': 'C-221z'}"
"Avinguda de la Terra Alta"	"Avinguda de la Terra Alta"			""	""	""	""	"way"	" 824685367"	""	"{'highway': 'tertiary', 'name': 'Avinguda de la Terra Alta', 'ref': 'C-221z'}"
"Avinguda de la Terra Alta"	"Avinguda de la Terra Alta"			""	""	""	""	"way"	" 232546929"	""	"{'highway': 'residential', 'name': 'Avinguda de la Terra Alta'}"
"Camí de la Bassa de les Forques"	"Camí de la Bassa de les Forques"			""	""	""	""	"way"	" 331719676"	""	"{'highway': 'unclassified', 'name': 'Camí de la Bassa de les Forques', 'oneway': 'no'}"
"Camí de la Pobla de Massaluca"	"Camí de la Pobla de Massaluca"			""	""	""	""	"way"	" 182408807"	""	"{'highway': 'unclassified', 'name': 'Camí de la Pobla de Massaluca'}"
"Camí de la Pobla de Massaluca"	"Camí de la Pobla de Massaluca"			""	""	""	""	"way"	" 823252929"	""	"{'highway': 'unclassified', 'name': 'Camí de la Pobla de Massaluca'}"
"Camí de la Pobla de Massaluca"	"Camí de la Pobla de Massaluca"			""	""	""	""	"way"	" 823252928"	""	"{'highway': 'unclassified', 'name': 'Camí de la Pobla de Massaluca'}"
"Camí de la Serra de Mossén Ferret"	"Camí de la Serra de Mossén Ferret"			""	""	""	""	"way"	" 510019977"	""	"{'highway': 'track', 'name': 'Camí de la Serra de Mossén Ferret', 'tracktype': 'grade2'}"
"Camí de les Puntes"	"Camí de les Puntes"			""	""	""	""	"way"	" 509420972"	""	"{'highway': 'track', 'name': 'Camí de les Puntes', 'tracktype': 'grade1'}"
