"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda de Sant Andreu de Bancells"	"Avinguda de Sant Andreu de Bancells"			""	""	""	""	"way"	"358829446"		"{'highway': 'residential', 'name': 'Avinguda de Sant Andreu de Bancells'}"
"camí de l'Espluga"	"camí de l'Espluga"			""	""	""	""	"way"	"525332565"		"{'highway': 'track', 'name': \"camí de l'Espluga\", 'tracktype': 'grade3'}"
"camí de Sant Feliu de Planeses"	"camí de Sant Feliu de Planeses"			""	""	""	""	"way"	"351245488"		"{'highway': 'track', 'name': 'camí de Sant Feliu de Planeses', 'source': 'GPS', 'tracktype': 'grade2'}"
"Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)"	"Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)"			"Camí català de Sant Jaume, Camí catalá de Sant Jaume"	"Camí català de Sant Jaume"	"pilgrims' way"	"Q5742366"	"relation"	"  2164053"		"{'denomination': 'catholic', 'description': 'Sant Pere de Rodes - Montserrat', 'name': 'Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)', 'network': 'nwn', 'osmc:symbol': 'blue:blue:shell_modern', 'pilgrimage': 'Camino de Santiago', 'religion': 'christian', 'route': 'hiking', 'type': 'route', 'website': 'http://www.camidesantjaume.cat', 'wiki:symbol': 'Symbol_Jakobsweg.png', 'wikidata': 'Q5742366', 'wikipedia': 'ca:Camí català de Sant Jaume'}"
"Camí del Pla d'Alou"	"Camí del Pla d'Alou"			""	""	""	""	"way"	"359608040"		"{'highway': 'service', 'lanes': '1', 'name': \"Camí del Pla d'Alou\", 'oneway': 'no', 'surface': 'unpaved'}"
"Camí del Pla d'Alou"	"Camí del Pla d'Alou"			""	""	""	""	"way"	"358829451"		"{'bridge': 'yes', 'highway': 'unclassified', 'layer': '1', 'name': \"Camí del Pla d'Alou\"}"
"Camí Ral de Girona a Vic"	"Camí Ral de Girona a Vic"			""	""	""	""	"way"	"907313307"		"{'highway': 'track', 'name': 'Camí Ral de Girona a Vic'}"
"Camí Ral de Girona a Vic"	"Camí Ral de Girona a Vic"			""	""	""	""	"way"	"907313308"		"{'highway': 'track', 'name': 'Camí Ral de Girona a Vic', 'tracktype': 'grade1'}"
"Carrer de les Guilleries"	"Carrer de les Guilleries"			""	""	""	""	"way"	"324597362"		"{'highway': 'residential', 'name': 'Carrer de les Guilleries'}"
"Carrer del Fadrí de Sau"	"Carrer del Fadrí de Sau"			""	""	""	""	"way"	"358829448"		"{'highway': 'residential', 'name': 'Carrer del Fadrí de Sau'}"
"Carrer del Montseny"	"Carrer del Montseny"			""	""	""	""	"way"	"358829449"		"{'highway': 'residential', 'name': 'Carrer del Montseny'}"
"Carrer del Torrent de la Font de l'Avella"	"Carrer del Torrent de la Font de l'Avella"			""	""	""	""	"way"	"358829459"		"{'highway': 'residential', 'name': \"Carrer del Torrent de la Font de l'Avella\"}"
