"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Barranc de Ruta"	"Barranc de Ruta"							"way"	"353390118"		"{'intermittent': 'yes', 'name': 'Barranc de Ruta', 'waterway': 'stream'}"
"Barranc de Serra"	"Barranc de Serra"							"node"	"2710883199"		"{'alt:msl': '265m', 'name': 'Barranc de Serra', 'tourism': 'viewpoint'}"
"Col·legi de les Monges"	"Col·legi de les Monges"							"way"	"970421545"		"{'building': 'yes', 'historic': 'monument', 'name': 'Col·legi de les Monges'}"
"Tossal Redó"	"Tossal Redó"							"node"	"9963865087"		"{'name': 'Tossal Redó', 'natural': 'peak'}"
