"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	"  23032202"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 196651466"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 162990533"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 928821169"	""	"{'highway': 'primary', 'maxspeed': '70', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 585122249"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 823421821"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda d'Aragó"	"Avinguda d'Aragó"			""	""	""	""	"way"	" 196651465"	""	"{'bridge': 'yes', 'highway': 'primary', 'layer': '1', 'maxspeed': '50', 'name': \"Avinguda d'Aragó\", 'ref': 'N-420'}"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 926138656"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': 'Avinguda de Catalunya', 'ref': 'N-420'}"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 926138592"	""	"{'highway': 'primary', 'maxspeed': '50', 'name': 'Avinguda de Catalunya', 'ref': 'N-420'}"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 926138602"	""	"{'highway': 'primary', 'maxspeed': '30', 'name': 'Avinguda de Catalunya', 'ref': 'N-420'}"
