"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Tossal de la Creu"	"Tossal de la Creu"							"node"	"1242132507"		"{'name': 'Tossal de la Creu', 'place': 'locality'}"
"Tossal del Consell"	"Tossal del Consell"							"node"	"1242149073"		"{'name': 'Tossal del Consell', 'place': 'locality'}"
