"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Camí de Sant Jaume"	"Camí de Sant Jaume"			""	""	""	""	"way"	"161573130"	""	"{'highway': 'track', 'name': 'Camí de Sant Jaume'}"
"Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)"	"Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)"			"Camí català de Sant Jaume, Camí catalá de Sant Jaume"	"Camí català de Sant Jaume"	"pilgrims' way"	"Q5742366"	"relation"	"  2164053"	""	"{'denomination': 'catholic', 'description': 'Sant Pere de Rodes - Montserrat', 'name': 'Camí de Sant Jaume (Sant Pere de Rodes - Montserrat)', 'network': 'nwn', 'osmc:symbol': 'blue:blue:shell_modern', 'pilgrimage': 'Camino de Santiago', 'religion': 'christian', 'route': 'hiking', 'type': 'route', 'website': 'http://www.camidesantjaume.cat', 'wiki:symbol': 'Symbol_Jakobsweg.png', 'wikidata': 'Q5742366', 'wikipedia': 'ca:Camí català de Sant Jaume'}"
"Camí ramader de Fontfreda"	"Camí ramader de Fontfreda"			""	""	""	""	"way"	"191198352"	""	"{'highway': 'track', 'name': 'Camí ramader de Fontfreda'}"
"Carrer d'Àngel Guimerà"	"Carrer d'Àngel Guimerà"			""	""	""	""	"way"	"191201169"	"name:etymology:wikidata=Q175485"	"{'highway': 'residential', 'name': \"Carrer d'Àngel Guimerà\", 'name:etymology:wikidata': 'Q175485'}"
"Carrer de Balmes"	"Carrer de Balmes"			""	""	""	""	"way"	"191201181"	""	"{'highway': 'residential', 'lanes': '1', 'maxspeed': '20', 'name': 'Carrer de Balmes', 'surface': 'asphalt'}"
"Carrer de Doctor Vilardell"	"Carrer de Doctor Vilardell"			""	""	""	""	"way"	" 75436562"	""	"{'highway': 'residential', 'name': 'Carrer de Doctor Vilardell'}"
"Carrer de Ferrer i Guàrdia"	"Carrer de Ferrer i Guàrdia"			""	""	""	""	"way"	"161573137"	""	"{'highway': 'residential', 'name': 'Carrer de Ferrer i Guàrdia'}"
"Carrer de l'Escola"	"Carrer de l'Escola"			""	""	""	""	"way"	"161573114"	""	"{'highway': 'residential', 'name': \"Carrer de l'Escola\"}"
