"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 706664544"	""	"{'highway': 'residential', 'name': 'Avinguda de Catalunya', 'surface': 'asphalt'}"
"Avinguda de Catalunya"	"Avinguda de Catalunya"			""	""	""	""	"way"	" 204824765"	""	"{'highway': 'residential', 'name': 'Avinguda de Catalunya', 'surface': 'asphalt'}"
"avinguda de Merlet"	"avinguda de Merlet"			""	""	""	""	"way"	" 223290479"	""	"{'highway': 'residential', 'name': 'avinguda de Merlet', 'oneway': 'yes'}"
"avinguda de Merlet"	"avinguda de Merlet"			""	""	""	""	"way"	" 223290481"	""	"{'highway': 'residential', 'name': 'avinguda de Merlet', 'oneway': 'yes'}"
"Camí Català per Lleida"	"Camí Català per Lleida"			"Camí de Sant Jaume, Camí de Santiago, Camino de Santiago, El cami de sant jaume, Camiño de Santiago"	"Camí de Sant Jaume"	"pilgrims' way"	"Q41150"	"relation"	"   2164136"	""	"{'name': 'Camí Català per Lleida', 'network': 'nwn', 'note': 'western part of this Camino (divided to keep the relation short)', 'operator': \"Asociación del Camino de Santiago de L'Hospitalet\", 'osmc:symbol': 'blue:blue:shell_modern', 'pilgrimage': 'Camí de Sant Jaume', 'religion': 'christian', 'route': 'hiking', 'type': 'route', 'wiki:symbol': 'Symbol_Jakobsweg.png', 'wikidata': 'Q41150', 'wikipedia': 'ca:Camí de Sant Jaume'}"
"Camí de Golmés"	"Camí de Golmés"			""	""	""	""	"way"	" 577300328"	""	"{'highway': 'unclassified', 'name': 'Camí de Golmés', 'surface': 'asphalt'}"
"Camí de l'Estany"	"Camí de l'Estany"			""	""	""	""	"way"	" 163379305"	""	"{'highway': 'track', 'name': \"Camí de l'Estany\"}"
"Camí de la Novella Alta"	"Camí de la Novella Alta"			""	""	""	""	"way"	" 223289645"	""	"{'highway': 'unclassified', 'name': 'Camí de la Novella Alta'}"
"Camí de les Novelles"	"Camí de les Novelles"			""	""	""	""	"way"	" 225901756"	""	"{'highway': 'unclassified', 'name': 'Camí de les Novelles'}"
