"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Vilafamés",124,115,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vilafamés_name-name:ca.tsv","relation",341843,"Vilafamés","PV",8,"Q1116829",97,80,0,0
"Xilxes",143,115,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xilxes_name-name:ca.tsv","relation",340176,"Xilxes / Chilches","PV",8,"Q1768727",37,28,0,0
"Fonollosa",154,114,2,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Fonollosa_name-name:ca.tsv","relation",342065,"Fonollosa","Principat",8,"Q16695",246,197,1,1
"Fornalutx",129,114,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Fornalutx_name-name:ca.tsv","relation",347251,"Fornalutx","Illes",8,"Q950901",126,79,0,0
"Olesa de Montserrat",162,114,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Olesa de Montserrat_name-name:ca.tsv","relation",342826,"Olesa de Montserrat","Principat",8,"Q15626",389,262,7,7
"Banyeres de Mariola",122,113,6,6,FALSE,"PPCC/name-name:ca/informes/informe-PV-Banyeres de Mariola_name-name:ca.tsv","relation",346944,"Banyeres de Mariola","PV",8,"Q621626",204,136,0,0
"Lloseta",124,113,7,7,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Lloseta_name-name:ca.tsv","relation",347253,"Lloseta","Illes",8,"Q847317",199,155,0,0
"Malgrat de Mar",137,113,3,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Malgrat de Mar_name-name:ca.tsv","relation",346734,"Malgrat de Mar","Principat",8,"Q12590",451,258,2,2
"Portell de Morella",119,113,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Portell de Morella_name-name:ca.tsv","relation",347362,"Portell de Morella","PV",8,"Q1900715",42,39,0,0
"Santa Eugènia",134,113,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Santa Eugènia_name-name:ca.tsv","relation",342252,"Santa Eugènia","Illes",8,"Q983631",131,107,1,1
"la Baronia de Rialb",131,113,10,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Baronia de Rialb_name-name:ca.tsv","relation",339819,"la Baronia de Rialb","Principat",8,"Q492548",148,138,2,2
"Pinós",140,112,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pinós_name-name:ca.tsv","relation",346983,"Pinós","Principat",8,"Q1905542",159,128,1,1
"Sales de Llierca",120,112,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sales de Llierca_name-name:ca.tsv","relation",344935,"Sales de Llierca","Principat",8,"Q12643",145,111,0,0
"el Masnou",135,112,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Masnou_name-name:ca.tsv","relation",340689,"el Masnou","Principat",8,"Q12039",614,310,1,1
"l'Aleixar",130,112,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Aleixar_name-name:ca.tsv","relation",342694,"l'Aleixar","Principat",8,"Q1233410",132,100,0,0
"Castellfollit del Boix",123,111,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellfollit del Boix_name-name:ca.tsv","relation",339622,"Castellfollit del Boix","Principat",8,"Q16685",228,168,0,0
"Corbera d'Ebre",118,111,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Corbera d'Ebre_name-name:ca.tsv","relation",341997,"Corbera d'Ebre","Principat",8,"Q985604",171,123,1,1
"Estopanyà",113,111,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Estopanyà_name-name:ca.tsv","relation",346042,"Estopiñán del Castillo / Estopanyà","Franja",8,"Q426376",7,7,1,1
"Favara",130,111,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Favara_name-name:ca.tsv","relation",345466,"Fabara / Favara","Franja",8,"Q956450",17,15,2,2
"Gelida",194,111,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gelida_name-name:ca.tsv","relation",346615,"Gelida","Principat",8,"Q763729",330,259,3,3
"Vallfogona de Ripollès",138,111,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vallfogona de Ripollès_name-name:ca.tsv","relation",344631,"Vallfogona de Ripollès","Principat",8,"Q12356",156,102,1,1
"Vinçà",197,111,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Vinçà_name-name:ca.tsv","relation",74310,"Vinça","CatNord",8,"Q1113972",19,16,0,0
"la Guingueta d'Ix",145,111,2,2,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-la Guingueta d'Ix_name-name:ca.tsv","relation",1820709,"Bourg-Madame","CatNord",8,"Q329276",20,17,1,1
"la Vall d'Ebo",128,111,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Vall d'Ebo_name-name:ca.tsv","relation",341231,"la Vall d'Ebo","PV",8,"Q1983371",116,92,1,1
"Arenys de Munt",178,110,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Arenys de Munt_name-name:ca.tsv","relation",343406,"Arenys de Munt","Principat",8,"Q12101",334,211,2,2
"Sant Pol de Mar",142,110,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Pol de Mar_name-name:ca.tsv","relation",341355,"Sant Pol de Mar","Principat",8,"Q12534",380,182,2,2
"Tavertet",141,110,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tavertet_name-name:ca.tsv","relation",346046,"Tavertet","Principat",8,"Q13852",134,96,0,0
"Torredembarra",141,110,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torredembarra_name-name:ca.tsv","relation",344615,"Torredembarra","Principat",8,"Q995637",666,431,4,4
"la Nucia",134,110,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Nucia_name-name:ca.tsv","relation",341996,"la Nucia","PV",8,"Q984403",438,260,0,0
"la Vall de Laguar",133,110,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Vall de Laguar_name-name:ca.tsv","relation",341233,"la Vall de Laguar","PV",8,"Q1983231",128,81,5,3
"Angostrina i Vilanova de les Escaldes",139,109,3,3,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Angostrina i Vilanova de les Escaldes_name-name:ca.tsv","relation",2814313,"Angoustrine-Villeneuve-des-Escaldes","CatNord",8,"Q736003",44,33,3,1
"Guixers",138,109,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Guixers_name-name:ca.tsv","relation",341815,"Guixers","Principat",8,"Q1905661",121,97,3,3
"Llançà",204,109,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llançà_name-name:ca.tsv","relation",345033,"Llançà","Principat",8,"Q11339",525,343,1,1
"Mont-ral",146,109,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Mont-ral_name-name:ca.tsv","relation",348139,"Mont-ral","Principat",8,"Q745771",172,145,0,0
"Sant Jaume dels Domenys",128,109,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Jaume dels Domenys_name-name:ca.tsv","relation",345496,"Sant Jaume dels Domenys","Principat",8,"Q1228543",224,177,1,1
"Albinyana",131,108,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Albinyana_name-name:ca.tsv","relation",342689,"Albinyana","Principat",8,"Q1229289",225,160,0,0
"Formiguera",157,108,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Formiguera_name-name:ca.tsv","relation",2815058,"Formiguères","CatNord",8,"Q1094347",42,26,0,0
"Sant Pere Pescador",133,108,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Pere Pescador_name-name:ca.tsv","relation",344634,"Sant Pere Pescador","Principat",8,"Q11852",231,124,2,2
"Tamarit de Llitera",161,108,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Tamarit de Llitera_name-name:ca.tsv","relation",348103,"Tamarite de Litera","Franja",8,"Q633385",20,16,0,0
"Vidrà",127,108,4,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vidrà_name-name:ca.tsv","relation",347895,"Vidrà","Principat",8,"Q13856",151,117,4,2
"la Cabanassa",226,108,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-la Cabanassa_name-name:ca.tsv","relation",2853759,"La Cabanasse","CatNord",8,"Q190144",4,3,0,0
"Amer",177,107,10,9,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Amer_name-name:ca.tsv","relation",348058,"Amer","Principat",8,"Q13022",245,138,9,9
"Castellolí",136,107,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellolí_name-name:ca.tsv","relation",344378,"Castellolí","Principat",8,"Q15946",176,112,0,0
"Estellencs",138,107,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Estellencs_name-name:ca.tsv","relation",347248,"Estellencs","Illes",8,"Q988702",99,70,0,0
"Gisclareny",132,107,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gisclareny_name-name:ca.tsv","relation",346613,"Gisclareny","Principat",8,"Q15511",67,65,1,1
"Llagostera",125,107,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llagostera_name-name:ca.tsv","relation",340349,"Llagostera","Principat",8,"Q13435",403,274,2,2
"Osor",200,107,15,15,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Osor_name-name:ca.tsv","relation",345514,"Osor","Principat",8,"Q13016",152,85,7,7
"Pontons",128,107,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pontons_name-name:ca.tsv","relation",340848,"Pontons","Principat",8,"Q1229275",201,154,0,0
"Tàrbena",115,107,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Tàrbena_name-name:ca.tsv","relation",345601,"Tàrbena","PV",8,"Q1766232",72,65,0,0
"Viacamp i Lliterà",130,107,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Viacamp i Lliterà_name-name:ca.tsv","relation",339809,"Viacamp y Litera","Franja",8,"Q984673",33,19,0,0
"Vilallonga de Ter",146,107,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilallonga de Ter_name-name:ca.tsv","relation",342987,"Vilallonga de Ter","Principat",8,"Q12361",142,102,0,0
"Ferreries",119,106,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Ferreries_name-name:ca.tsv","relation",1809111,"Ferreries","Illes",8,"Q983461",211,101,0,0
"Montserrat",122,106,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Montserrat_name-name:ca.tsv","relation",347871,"Montserrat","PV",8,"Q604539",384,232,0,0
"Oceja",146,106,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Oceja_name-name:ca.tsv","relation",80067,"Osséja","CatNord",8,"Q1369732",4,4,0,0
"Portbou",136,106,15,15,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Portbou_name-name:ca.tsv","relation",345217,"Portbou","Principat",8,"Q7165",148,94,7,7
"Torreblanca",139,106,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Torreblanca_name-name:ca.tsv","relation",346717,"Torreblanca","PV",8,"Q1635372",238,150,0,0
"Almenara",148,105,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Almenara_name-name:ca.tsv","relation",339537,"Almenara","PV",8,"Q1917433",345,227,0,0
"Bigues i Riells del Fai",131,105,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bigues i Riells del Fai_name-name:ca.tsv","relation",343712,"Bigues i Riells del Fai","Principat",8,"Q15398",454,313,2,2
"Sant Pere dels Forcats",144,105,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sant Pere dels Forcats_name-name:ca.tsv","relation",2853657,"Saint-Pierre-dels-Forcats","CatNord",8,"Q190480",14,10,0,0
"Simat de la Valldigna",113,105,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Simat de la Valldigna_name-name:ca.tsv","relation",342737,"Simat de la Valldigna","PV",8,"Q1020545",140,105,0,0
"Aiguaviva de Bergantes",124,104,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Aiguaviva de Bergantes_name-name:ca.tsv","relation",345064,"Aguaviva / Aiguaviva de Bergantes","Franja",8,"Q1770476",7,7,1,1
"Artés",113,104,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Artés_name-name:ca.tsv","relation",347957,"Artés","Principat",8,"Q16677",295,200,5,5
"Barx",112,104,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Barx_name-name:ca.tsv","relation",348045,"Barx","PV",8,"Q604065",114,94,0,0
"Cercs",135,104,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cercs_name-name:ca.tsv","relation",346438,"Cercs","Principat",8,"Q15504",284,128,0,0
"Gombrèn",113,104,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gombrèn_name-name:ca.tsv","relation",340342,"Gombrèn","Principat",8,"Q12251",133,101,2,2
"Peramola",137,104,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Peramola_name-name:ca.tsv","relation",346986,"Peramola","Principat",8,"Q1637517",139,93,0,0
"Portè i Pimorent",150,104,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Portè i Pimorent_name-name:ca.tsv","relation",409377,"Porté-Puymorens","CatNord",8,"Q1072001",65,21,0,0
"Santa Margarida i els Monjos",149,104,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Margarida i els Monjos_name-name:ca.tsv","relation",339493,"Santa Margarida i els Monjos","Principat",8,"Q660350",357,200,2,2
"Santa Maria de Besora",127,104,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Maria de Besora_name-name:ca.tsv","relation",341733,"Santa Maria de Besora","Principat",8,"Q13835",127,101,0,0
"Puçol",151,103,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Puçol_name-name:ca.tsv","relation",346558,"Puçol","PV",8,"Q23028",348,202,0,0
"Vilamarxant",161,103,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vilamarxant_name-name:ca.tsv","relation",344867,"Vilamarxant","PV",8,"Q987433",190,142,0,0
"les Useres",105,103,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-les Useres_name-name:ca.tsv","relation",341848,"les Useres / Useras","PV",8,"Q1983352",137,103,0,0
"Brunyola i Sant Martí Sapresa",146,102,6,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Brunyola i Sant Martí Sapresa_name-name:ca.tsv","relation",348895,"Brunyola i Sant Martí Sapresa","Principat",8,"Q13056",220,159,0,0
"Campdevànol",125,102,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Campdevànol_name-name:ca.tsv","relation",344132,"Campdevànol","Principat",8,"Q12228",222,146,1,1
"Cànoves i Samalús",165,102,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cànoves i Samalús_name-name:ca.tsv","relation",344063,"Cànoves i Samalús","Principat",8,"Q15403",267,169,2,2
"Rià i Cirac",184,102,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Rià i Cirac_name-name:ca.tsv","relation",2827311,"Ria-Sirach","CatNord",8,"Q752117",2,2,0,0
"Alenyà",150,101,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Alenyà_name-name:ca.tsv","relation",271664,"Alénya","CatNord",8,"Q450961",3,3,0,0
"Benlloc",115,101,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benlloc_name-name:ca.tsv","relation",342712,"Benlloc","PV",8,"Q1635703",143,112,0,0
"Biosca",111,101,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Biosca_name-name:ca.tsv","relation",344258,"Biosca","Principat",8,"Q1901345",131,100,1,1
"Montesa",148,101,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Montesa_name-name:ca.tsv","relation",347877,"Montesa","PV",8,"Q979051",91,66,0,0
"la Llaguna",172,101,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-la Llaguna_name-name:ca.tsv","relation",2853900,"La Llagonne","CatNord",8,"Q1163153",7,6,0,0
"Daimús",148,100,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Daimús_name-name:ca.tsv","relation",348154,"Daimús","PV",8,"Q974889",208,124,0,0
"Falset",120,100,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Falset_name-name:ca.tsv","relation",346234,"Falset","Principat",8,"Q537604",223,158,4,4
"Molló",114,100,12,12,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Molló_name-name:ca.tsv","relation",341146,"Molló","Principat",8,"Q12281",169,112,20,20
"Santa Susanna",210,100,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Susanna_name-name:ca.tsv","relation",346443,"Santa Susanna","Principat",8,"Q12587",272,148,1,1
"Sarrià de Ter",108,100,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sarrià de Ter_name-name:ca.tsv","relation",342525,"Sarrià de Ter","Principat",8,"Q13456",249,123,6,6
"Vingrau",130,100,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Vingrau_name-name:ca.tsv","relation",2815362,"Vingrau","CatNord",8,"Q198146",9,9,0,0
"el Puig de Santa Maria",129,100,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Puig de Santa Maria_name-name:ca.tsv","relation",346560,"el Puig de Santa Maria","PV",8,"Q2040100",207,145,0,0
"l'Arboç",191,100,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Arboç_name-name:ca.tsv","relation",346856,"l'Arboç","Principat",8,"Q1233527",198,121,2,2
"Alberic",155,99,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Alberic_name-name:ca.tsv","relation",345246,"Alberic","PV",8,"Q1312844",84,39,0,0
"Cabrera de Mar",188,99,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cabrera de Mar_name-name:ca.tsv","relation",343710,"Cabrera de Mar","Principat",8,"Q12824",323,168,2,2
"Lluçà",119,99,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Lluçà_name-name:ca.tsv","relation",345406,"Lluçà","Principat",8,"Q13784",90,77,0,0
"Seròs",106,99,8,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Seròs_name-name:ca.tsv","relation",347350,"Seròs","Principat",8,"Q599367",166,116,1,1
"Abella de la Conca",106,98,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Abella de la Conca_name-name:ca.tsv","relation",348145,"Abella de la Conca","Principat",8,"Q18257",90,75,7,7
"Areny de Noguera",104,98,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Areny de Noguera_name-name:ca.tsv","relation",340016,"Arén","Franja",8,"Q719174",27,27,1,1
"Sant Joan les Fonts",130,98,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Joan les Fonts_name-name:ca.tsv","relation",342524,"Sant Joan les Fonts","Principat",8,"Q12677",249,157,5,3
"Sanui i Alins",121,98,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Sanui i Alins_name-name:ca.tsv","relation",343505,"Azanuy-Alins","Franja",8,"Q793581",2,2,0,0
"Sella",102,98,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sella_name-name:ca.tsv","relation",345603,"Sella","PV",8,"Q985137",72,64,2,2
"Canals",151,97,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Canals_name-name:ca.tsv","relation",340502,"Canals","PV",8,"Q258722",270,151,0,0
"Riells i Viabrea",176,97,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Riells i Viabrea_name-name:ca.tsv","relation",340543,"Riells i Viabrea","Principat",8,"Q13073",337,215,9,2
"Vilada",134,97,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilada_name-name:ca.tsv","relation",341904,"Vilada","Principat",8,"Q15544",162,109,0,0
"l'Alcúdia de Veo",117,97,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-l'Alcúdia de Veo_name-name:ca.tsv","relation",344295,"Alcudia de Veo","PV",8,"Q1772279",64,41,0,0
"Castellfort",100,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Castellfort_name-name:ca.tsv","relation",339847,"Castellfort","PV",8,"Q1778143",67,50,0,0
"Confrides",98,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Confrides_name-name:ca.tsv","relation",344392,"Confrides","PV",8,"Q1768778",58,46,0,0
"Marganell",114,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Marganell_name-name:ca.tsv","relation",347470,"Marganell","Principat",8,"Q16698",122,106,3,3
"Puig-reig",139,96,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Puig-reig_name-name:ca.tsv","relation",341050,"Puig-reig","Principat",8,"Q15534",330,188,2,2
"Sant Pere de Vilamajor",146,96,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Pere de Vilamajor_name-name:ca.tsv","relation",341485,"Sant Pere de Vilamajor","Principat",8,"Q15450",358,271,0,0
"Susqueda",115,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Susqueda_name-name:ca.tsv","relation",346727,"Susqueda","Principat",8,"Q13642",103,79,1,1
"el Fondó de les Neus",131,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Fondó de les Neus_name-name:ca.tsv","relation",343123,"el Fondó de les Neus / Hondón de las Nieves","PV",8,"Q1768905",10,10,0,0
"el Verger",121,96,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Verger_name-name:ca.tsv","relation",341240,"el Verger","PV",8,"Q1751998",233,129,0,0
"la Llagosta",135,96,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Llagosta_name-name:ca.tsv","relation",345397,"la Llagosta","Principat",8,"Q15422",183,113,4,4
"Banyuls dels Aspres",114,95,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Banyuls dels Aspres_name-name:ca.tsv","relation",23234,"Banyuls-dels-Aspres","CatNord",8,"Q1072010",5,5,0,0
"Vallada",135,95,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vallada_name-name:ca.tsv","relation",344966,"Vallada","PV",8,"Q648740",105,69,0,0
"Olius",109,94,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Olius_name-name:ca.tsv","relation",342494,"Olius","Principat",8,"Q1901448",166,115,4,4
"Vinalesa",109,94,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vinalesa_name-name:ca.tsv","relation",346241,"Vinalesa","PV",8,"Q1982784",211,132,0,0
"la Pobla de Cérvoles",100,94,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Pobla de Cérvoles_name-name:ca.tsv","relation",346981,"la Pobla de Cérvoles","Principat",8,"Q286122",76,69,1,1
"Alforja",105,93,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alforja_name-name:ca.tsv","relation",342696,"Alforja","Principat",8,"Q771036",235,183,1,1
