"# Generated by write_osm_objects_report from LangToolsOSM 0.0.12 with parameters: lang=ca, area=['name:en'='Korea'], filters=nwr['name'][wikidata][!'name:ca'][place=city], extra_tag=('name:ca', 'alt_name:ca', 'alt_name')"	""	""	""	""	""	""	""	""	""	""
"node"	"264064059"	"강계시"	""	""	""	"Kanggye"	"Kanggye"	"Q489825"	"int_name=Kanggye, name:cs=Kanggje, name:de=Kanggye, name:en=Kanggye, name:et=Kanggye, name:fr=Kanggye, name:ja=江界市, name:ko=강계시, name:ko-Hani=江界市, name:lt=Kangė, name:ru=Канге, name:uk=Канге, name:vi=Giang Giới, name:zh=江界市"	"{'int_name': 'Kanggye', 'name': '강계시', 'name:cs': 'Kanggje', 'name:de': 'Kanggye', 'name:en': 'Kanggye', 'name:et': 'Kanggye', 'name:fr': 'Kanggye', 'name:ja': '江界市', 'name:ko': '강계시', 'name:ko-Hani': '江界市', 'name:lt': 'Kangė', 'name:ru': 'Канге', 'name:uk': 'Канге', 'name:vi': 'Giang Giới', 'name:zh': '江界市', 'place': 'city', 'population': '251971', 'source:population': 'French Wikipedia', 'wikidata': 'Q489825'}"
"node"	"264065251"	"정주시"	""	""	""	""	""	"Q213169"	"int_name=Chongju, name:de=Chongju, name:en=Jongju, name:es=Chongju, name:et=Chŏngju, name:fr=Chongju, name:ja=定州市, name:ko=정주시, name:ko-Hani=定州市, name:ru=Чонджу, name:zh=定州市"	"{'int_name': 'Chongju', 'name': '정주시', 'name:de': 'Chongju', 'name:en': 'Jongju', 'name:es': 'Chongju', 'name:et': 'Chŏngju', 'name:fr': 'Chongju', 'name:ja': '定州市', 'name:ko': '정주시', 'name:ko-Hani': '定州市', 'name:ru': 'Чонджу', 'name:zh': '定州市', 'place': 'city', 'population': '189742', 'population:date': '2008', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%A0%95%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q213169'}"
"node"	"264065858"	"구성시"	""	""	""	""	""	"Q431845"	"int_name=Kusong, name:de=Kusong, name:en=Kusong, name:es=Kusong, name:et=Kusŏng, name:fr=Kusong, name:ja=亀城市, name:ko=구성시, name:ko-Hani=龜城市, name:ru=Кусон, name:zh=龟城市, name:zh-Hant=龜城市"	"{'int_name': 'Kusong', 'name': '구성시', 'name:de': 'Kusong', 'name:en': 'Kusong', 'name:es': 'Kusong', 'name:et': 'Kusŏng', 'name:fr': 'Kusong', 'name:ja': '亀城市', 'name:ko': '구성시', 'name:ko-Hani': '龜城市', 'name:ru': 'Кусон', 'name:zh': '龟城市', 'name:zh-Hant': '龜城市', 'place': 'city', 'population': '196515', 'population:date': '2008', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B5%AC%EC%84%B1%EC%8B%9C', 'wikidata': 'Q431845'}"
"node"	"309947253"	"청주시"	""	""	""	"Cheongju"	"Cheongju"	"Q42147"	"int_name=Cheongju, name:de=Cheongju, name:el=Τσόνγκτζου, name:en=Cheongju-si, name:es=Cheongju, name:et=Cheongju, name:fr=Cheongju, name:ja=清州市, name:ko=청주시, name:ko-Hani=清州市, name:ko-Latn=Cheongju-si, name:ru=Чхонджу, name:zh=清州市"	"{'int_name': 'Cheongju', 'name': '청주시', 'name:de': 'Cheongju', 'name:el': 'Τσόνγκτζου', 'name:en': 'Cheongju-si', 'name:es': 'Cheongju', 'name:et': 'Cheongju', 'name:fr': 'Cheongju', 'name:ja': '清州市', 'name:ko': '청주시', 'name:ko-Hani': '清州市', 'name:ko-Latn': 'Cheongju-si', 'name:ru': 'Чхонджу', 'name:zh': '清州市', 'place': 'city', 'population': '835669', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%B2%AD%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42147', 'wikipedia': 'en:Cheongju'}"
"node"	"311886695"	"오산시"	""	""	""	"Osan"	""	"Q42129"	"name:de=Osan, name:en=Osan, name:es=Osan, name:et=Osan, name:fr=Osan, name:ja=烏山市, name:ko=오산시, name:ko-Hani=烏山市, name:ru=Осан, name:zh=乌山市, name:zh-Hant=烏山市"	"{'alt_name:en': 'Osan-si', 'name': '오산시', 'name:de': 'Osan', 'name:en': 'Osan', 'name:es': 'Osan', 'name:et': 'Osan', 'name:fr': 'Osan', 'name:ja': '烏山市', 'name:ko': '오산시', 'name:ko-Hani': '烏山市', 'name:ru': 'Осан', 'name:zh': '乌山市', 'name:zh-Hant': '烏山市', 'place': 'city', 'population': '193892', 'population:date': '2011', 'source:population': 'https://en.wikipedia.org/wiki/Osan', 'wikidata': 'Q42129', 'wikipedia': 'en:Osan'}"
"node"	"343234697"	"안주시"	""	""	""	""	""	"Q196236"	"int_name=Anju, name:de=Anju, name:en=Anju, name:es=Anju, name:et=Anju, name:fr=Anju, name:ja=安州市, name:ko=안주시, name:ko-Hani=安州市, name:nl=Anju, name:ru=Анджу, name:zh=安州市"	"{'int_name': 'Anju', 'name': '안주시', 'name:de': 'Anju', 'name:en': 'Anju', 'name:es': 'Anju', 'name:et': 'Anju', 'name:fr': 'Anju', 'name:ja': '安州市', 'name:ko': '안주시', 'name:ko-Hani': '安州市', 'name:nl': 'Anju', 'name:ru': 'Анджу', 'name:zh': '安州市', 'place': 'city', 'population': '240117', 'population:date': '2008', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%95%88%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q196236', 'wikipedia': 'en:Anju, South Pyongan'}"
"node"	"358015198"	"고양시"	""	""	""	"Goyang"	""	"Q42061"	"int_name=Goyang, name:de=Goyang, name:el=Γκόγιανγκ, name:en=Goyang, name:es=Goyang, name:et=Goyang, name:fr=Goyang, name:ja=高陽市, name:ko=고양시, name:ko-Hani=高陽市, name:lt=Kojangas, name:pt=Goyang, name:ru=Коян, name:vi=Goyang, name:zh=高阳市, name:zh-Hant=高陽市"	"{'alt_name:vi': 'Cao Dương', 'int_name': 'Goyang', 'name': '고양시', 'name:de': 'Goyang', 'name:el': 'Γκόγιανγκ', 'name:en': 'Goyang', 'name:es': 'Goyang', 'name:et': 'Goyang', 'name:fr': 'Goyang', 'name:ja': '高陽市', 'name:ko': '고양시', 'name:ko-Hani': '高陽市', 'name:lt': 'Kojangas', 'name:pt': 'Goyang', 'name:ru': 'Коян', 'name:vi': 'Goyang', 'name:zh': '高阳市', 'name:zh-Hant': '高陽市', 'place': 'city', 'population': '1045497', 'population:date': '2020', 'source:population': '통계청(KOSIS)', 'wikidata': 'Q42061', 'wikipedia': 'en:Goyang'}"
"node"	"358015235"	"전주시"	""	""	""	"Jeonju"	"Jeonju"	"Q42140"	"int_name=Jeonju, name:cs=Čendžu, name:de=Jeonju, name:el=Τζόντζου, name:en=Jeonju, name:es=Jeonju, name:et=Jeonju, name:fi=Jeonju, name:fr=Jeonju, name:ja=全州市, name:kn=ಜಿಯೊಂಜು, name:ko=전주시, name:ko-Hani=全州市, name:lt=Džondžu, name:ru=Чонджу, name:uk=Чонджу, name:zh=全州市"	"{'int_name': 'Jeonju', 'name': '전주시', 'name:cs': 'Čendžu', 'name:de': 'Jeonju', 'name:el': 'Τζόντζου', 'name:en': 'Jeonju', 'name:es': 'Jeonju', 'name:et': 'Jeonju', 'name:fi': 'Jeonju', 'name:fr': 'Jeonju', 'name:ja': '全州市', 'name:kn': 'ಜಿಯೊಂಜು', 'name:ko': '전주시', 'name:ko-Hani': '全州市', 'name:lt': 'Džondžu', 'name:ru': 'Чонджу', 'name:uk': 'Чонджу', 'name:zh': '全州市', 'place': 'city', 'population': '653387', 'population:date': '2015', 'wikidata': 'Q42140', 'wikipedia': 'en:Jeonju'}"
"node"	"358015241"	"포항시"	""	""	""	"Pohang"	"Pohang"	"Q42157"	"int_name=Pohang, name:de=Pohang, name:el=Πόχανγκ, name:en=Pohang-si, name:es=Pohang, name:et=Pohang, name:fr=Pohang, name:ja=浦項市, name:ko=포항시, name:ko-Hani=浦項市, name:ko-Latn=Pohang-si, name:ru=Пхохан, name:uk=Пхохан, name:zh=浦项市, name:zh-Hant=浦項市"	"{'int_name': 'Pohang', 'name': '포항시', 'name:de': 'Pohang', 'name:el': 'Πόχανγκ', 'name:en': 'Pohang-si', 'name:es': 'Pohang', 'name:et': 'Pohang', 'name:fr': 'Pohang', 'name:ja': '浦項市', 'name:ko': '포항시', 'name:ko-Hani': '浦項市', 'name:ko-Latn': 'Pohang-si', 'name:ru': 'Пхохан', 'name:uk': 'Пхохан', 'name:zh': '浦项市', 'name:zh-Hant': '浦項市', 'place': 'city', 'population': '514127', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%ED%8F%AC%ED%95%AD%EC%8B%9C', 'wikidata': 'Q42157'}"
"node"	"358015263"	"김해시"	""	""	""	"Gimhae"	"Gimhae"	"Q42082"	"int_name=Gimhae, name:de=Gimhae, name:en=Gimhae, name:es=Gimhae, name:et=Gimhae, name:fr=Gimhae, name:ja=金海市, name:ko-Hani=金海市, name:ko-Latn=Gimhae, name:ru=Кимхэ, name:zh=金海市"	"{'int_name': 'Gimhae', 'name': '김해시', 'name:de': 'Gimhae', 'name:en': 'Gimhae', 'name:es': 'Gimhae', 'name:et': 'Gimhae', 'name:fr': 'Gimhae', 'name:ja': '金海市', 'name:ko-Hani': '金海市', 'name:ko-Latn': 'Gimhae', 'name:ru': 'Кимхэ', 'name:zh': '金海市', 'place': 'city', 'population': '532132', 'population:date': '2015', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B9%80%ED%95%B4%EC%8B%9C', 'wikidata': 'Q42082', 'wikipedia': 'en:Gimhae'}"
"node"	"358015268"	"의정부시"	""	""	""	"Uijeongbu"	""	"Q42135"	"int_name=Uijeongbu, name:de=Uijeongbu, name:en=Uijeongbu, name:es=Uijeongbu, name:et=Uijeongbu, name:fr=Uijeongbu, name:ja=議政府市, name:ko=의정부시, name:ko-Hani=議政府市, name:ru=Ыйджонбу, name:vi=Uijeongbu, name:zh=议政府市, name:zh-Hant=議政府市"	"{'alt_name:vi': 'Nghị Chính Phủ', 'int_name': 'Uijeongbu', 'name': '의정부시', 'name:de': 'Uijeongbu', 'name:en': 'Uijeongbu', 'name:es': 'Uijeongbu', 'name:et': 'Uijeongbu', 'name:fr': 'Uijeongbu', 'name:ja': '議政府市', 'name:ko': '의정부시', 'name:ko-Hani': '議政府市', 'name:ru': 'Ыйджонбу', 'name:vi': 'Uijeongbu', 'name:zh': '议政府市', 'name:zh-Hant': '議政府市', 'place': 'city', 'population': '438457', 'population:date': '2016', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%9D%98%EC%A0%95%EB%B6%80%EC%8B%9C', 'wikidata': 'Q42135', 'wikipedia': 'ko:의정부시'}"
"node"	"358015281"	"진주시"	""	""	""	"Jinju"	"Jinju"	"Q42144"	"name:de=Jinju, name:en=Jinju-si, name:es=Jinju, name:et=Jinju, name:fr=Jinju, name:ja=晋州市, name:ja_kana=ちんじゅ, name:ko=진주시, name:ko-Hani=晉州市, name:ko-Latn=Jinju-si, name:ru=Чинджу, name:uk=Чінджу, name:zh=晋州市, name:zh-Hant=晉州市"	"{'name': '진주시', 'name:de': 'Jinju', 'name:en': 'Jinju-si', 'name:es': 'Jinju', 'name:et': 'Jinju', 'name:fr': 'Jinju', 'name:ja': '晋州市', 'name:ja_kana': 'ちんじゅ', 'name:ko': '진주시', 'name:ko-Hani': '晉州市', 'name:ko-Latn': 'Jinju-si', 'name:ru': 'Чинджу', 'name:uk': 'Чінджу', 'name:zh': '晋州市', 'name:zh-Hant': '晉州市', 'place': 'city', 'population': '340548', 'population:date': '2015', 'wikidata': 'Q42144', 'wikipedia': 'en:Jinju'}"
"node"	"358015287"	"구미시"	""	""	""	""	""	"Q42073"	"int_name=Gumi, name:de=Gumi, name:el=Γκούμι, name:en=Gumi-si, name:es=Gumi, name:et=Gumi, name:fr=Gumi, name:ja=亀尾市, name:ko=구미시, name:ko-Hani=龜尾市, name:ko-Latn=Gumi-si, name:zh=龟尾市, name:zh-Hant=龜尾市"	"{'int_name': 'Gumi', 'name': '구미시', 'name:de': 'Gumi', 'name:el': 'Γκούμι', 'name:en': 'Gumi-si', 'name:es': 'Gumi', 'name:et': 'Gumi', 'name:fr': 'Gumi', 'name:ja': '亀尾市', 'name:ko': '구미시', 'name:ko-Hani': '龜尾市', 'name:ko-Latn': 'Gumi-si', 'name:zh': '龟尾市', 'name:zh-Hant': '龜尾市', 'place': 'city', 'population': '421799', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B5%AC%EB%AF%B8%EC%8B%9C', 'wikidata': 'Q42073', 'wikipedia': 'ko:구미시'}"
"node"	"358015292"	"익산시"	""	""	""	"Iksan"	"Iksan"	"Q42137"	"int_name=Iksan, name:de=Iksan, name:en=Iksan-si, name:es=Iksan, name:et=Iksan, name:fr=Iksan, name:ja=益山市, name:ko=익산시, name:ko-Hani=益山市, name:ko-Latn=Iksan-si, name:zh=益山市"	"{'int_name': 'Iksan', 'name': '익산시', 'name:de': 'Iksan', 'name:en': 'Iksan-si', 'name:es': 'Iksan', 'name:et': 'Iksan', 'name:fr': 'Iksan', 'name:ja': '益山市', 'name:ko': '익산시', 'name:ko-Hani': '益山市', 'name:ko-Latn': 'Iksan-si', 'name:zh': '益山市', 'place': 'city', 'population': '307000', 'population:date': '2016', 'source:population': 'Korean Wikipedia', 'wikidata': 'Q42137', 'wikipedia': 'ko:익산시'}"
"node"	"358015303"	"제주시"	""	""	""	"Ciutat de Jeju, Jeju"	"Ciutat de Jeju"	"Q42142"	"int_name=Jeju, name:ar=جيجو, name:cs=Čedžu, name:de=Jeju, name:el=Τζέτζου, name:en=Jeju-si, name:es=Jeju, name:et=Jeju, name:fr=Jeju, name:ja=済州市, name:ko=제주시, name:ko-Hani=濟州市, name:ko-Latn=Jejusi, name:ru=Чеджу, name:zh=济州市, name:zh-Hant=濟州市"	"{'admin_level': '7', 'int_name': 'Jeju', 'is_in': '제주특별자치도 (Jeju-do)', 'is_in:continent': 'Asia', 'is_in:country': 'Republic of Korea', 'is_in:country_code': 'KR', 'name': '제주시', 'name:ar': 'جيجو', 'name:cs': 'Čedžu', 'name:de': 'Jeju', 'name:el': 'Τζέτζου', 'name:en': 'Jeju-si', 'name:es': 'Jeju', 'name:et': 'Jeju', 'name:fr': 'Jeju', 'name:ja': '済州市', 'name:ko': '제주시', 'name:ko-Hani': '濟州市', 'name:ko-Latn': 'Jejusi', 'name:ru': 'Чеджу', 'name:zh': '济州市', 'name:zh-Hant': '濟州市', 'place': 'city', 'population': '469279', 'population:date': '2015', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%A0%9C%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42142', 'wikipedia:en': 'Jeju_City'}"
"node"	"358015319"	"순천시"	""	""	""	"Suncheon"	""	"Q42112"	"int_name=Suncheon, name:de=Suncheon, name:en=Suncheon-si, name:es=Suncheon, name:et=Suncheon, name:fr=Suncheon, name:ja=順天市, name:ja_kana=スンチョンし, name:ko=순천시, name:ko-Hani=順天市, name:ko-Latn=Suncheon-si, name:ru=Сунчхон, name:uk=Сунчхон, name:zh=顺天市, name:zh-Hant=順天市"	"{'int_name': 'Suncheon', 'name': '순천시', 'name:de': 'Suncheon', 'name:en': 'Suncheon-si', 'name:es': 'Suncheon', 'name:et': 'Suncheon', 'name:fr': 'Suncheon', 'name:ja': '順天市', 'name:ja_kana': 'スンチョンし', 'name:ko': '순천시', 'name:ko-Hani': '順天市', 'name:ko-Latn': 'Suncheon-si', 'name:ru': 'Сунчхон', 'name:uk': 'Сунчхон', 'name:zh': '顺天市', 'name:zh-Hant': '順天市', 'place': 'city', 'population': '281071', 'population:date': '2016', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%88%9C%EC%B2%9C%EC%8B%9C_(%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84)', 'wikidata': 'Q42112', 'wikipedia': 'ko:순천시 (전라남도)'}"
"node"	"358015322"	"군산시"	""	""	""	"Gunsan"	"Gunsan"	"Q42074"	"int_name=Gunsan, name:cs=Kunsen, name:de=Gunsan, name:en=Gunsan-si, name:es=Gunsan, name:et=Gunsan, name:fr=Gunsan, name:ja=群山市, name:ja_kana=くんさん, name:ko=군산시, name:ko-Hani=群山市, name:ko-Latn=Gunsan-si, name:ru=Кунсан, name:uk=Кунсан, name:zh=群山市"	"{'int_name': 'Gunsan', 'name': '군산시', 'name:cs': 'Kunsen', 'name:de': 'Gunsan', 'name:en': 'Gunsan-si', 'name:es': 'Gunsan', 'name:et': 'Gunsan', 'name:fr': 'Gunsan', 'name:ja': '群山市', 'name:ja_kana': 'くんさん', 'name:ko': '군산시', 'name:ko-Hani': '群山市', 'name:ko-Latn': 'Gunsan-si', 'name:ru': 'Кунсан', 'name:uk': 'Кунсан', 'name:zh': '群山市', 'place': 'city', 'population': '274997', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B5%B0%EC%82%B0%EC%8B%9C', 'wikidata': 'Q42074', 'wikipedia': 'en:Gunsan'}"
"node"	"358015330"	"군포시"	""	""	""	"Gunpo"	""	"Q42075"	"int_name=Gunpo, name:de=Gunpo, name:en=Gunpo, name:es=Gunpo, name:et=Gunpo, name:fr=Gunpo, name:ja=軍浦市, name:ko=군포시, name:ko-Hani=軍浦市, name:zh=軍浦市"	"{'int_name': 'Gunpo', 'name': '군포시', 'name:de': 'Gunpo', 'name:en': 'Gunpo', 'name:es': 'Gunpo', 'name:et': 'Gunpo', 'name:fr': 'Gunpo', 'name:ja': '軍浦市', 'name:ko': '군포시', 'name:ko-Hani': '軍浦市', 'name:zh': '軍浦市', 'place': 'city', 'population': '275571', 'population:date': '2020', 'source:population': '통계청(KOSIS)', 'wikidata': 'Q42075', 'wikipedia': 'en:Gunpo'}"
"node"	"358015347"	"춘천시"	""	""	""	"Chuncheon"	"Chuncheon"	"Q42148"	"int_name=Chuncheon, name:de=Chuncheon, name:el=Τσούντσον, name:en=Chuncheon, name:es=Chuncheon, name:et=Chuncheon, name:fr=Chuncheon, name:ja=春川市, name:ko=춘천시, name:ko-Hani=春川市, name:lt=Čunčonas, name:ru=Чхунчхон, name:uk=Чхунчхон, name:vi=Chuncheon, name:zh=春川市"	"{'alt_name:vi': 'Xuân Xuyên', 'int_name': 'Chuncheon', 'name': '춘천시', 'name:de': 'Chuncheon', 'name:el': 'Τσούντσον', 'name:en': 'Chuncheon', 'name:es': 'Chuncheon', 'name:et': 'Chuncheon', 'name:fr': 'Chuncheon', 'name:ja': '春川市', 'name:ko': '춘천시', 'name:ko-Hani': '春川市', 'name:lt': 'Čunčonas', 'name:ru': 'Чхунчхон', 'name:uk': 'Чхунчхон', 'name:vi': 'Chuncheon', 'name:zh': '春川市', 'place': 'city', 'population': '280061', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%B6%98%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42148', 'wikipedia': 'en:Chuncheon'}"
"node"	"358015360"	"경산시"	""	""	""	"Gyeongsan"	""	"Q42059"	"int_name=Gyeongsan, name:de=Gyeongsan, name:en=Gyeongsan-si, name:es=Gyeongsan, name:et=Gyeongsan, name:fr=Gyeongsan, name:ja=慶山市, name:ko=경산시, name:ko-Hani=慶山市, name:ko-Latn=Gyeongsan-si, name:zh=慶山市"	"{'int_name': 'Gyeongsan', 'name': '경산시', 'name:de': 'Gyeongsan', 'name:en': 'Gyeongsan-si', 'name:es': 'Gyeongsan', 'name:et': 'Gyeongsan', 'name:fr': 'Gyeongsan', 'name:ja': '慶山市', 'name:ko': '경산시', 'name:ko-Hani': '慶山市', 'name:ko-Latn': 'Gyeongsan-si', 'name:zh': '慶山市', 'place': 'city', 'population': '257592', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B2%BD%EC%82%B0%EC%8B%9C', 'wikidata': 'Q42059', 'wikipedia': 'ko:경산시'}"
"node"	"358015368"	"양산시"	""	""	""	"Yangsan"	""	"Q42123"	"int_name=Yangsan, name:de=Yangsan, name:en=Yangsan, name:es=Yangsan, name:et=Yangsan, name:fr=Yangsan, name:ja=梁山市, name:ja-Hira=やんさん, name:ko=양산시, name:ko-Hani=梁山市, name:ko-Latn=Yangsan, name:zh=梁山市"	"{'int_name': 'Yangsan', 'name': '양산시', 'name:de': 'Yangsan', 'name:en': 'Yangsan', 'name:es': 'Yangsan', 'name:et': 'Yangsan', 'name:fr': 'Yangsan', 'name:ja': '梁山市', 'name:ja-Hira': 'やんさん', 'name:ko': '양산시', 'name:ko-Hani': '梁山市', 'name:ko-Latn': 'Yangsan', 'name:zh': '梁山市', 'place': 'city', 'population': '335474', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%96%91%EC%82%B0%EC%8B%9C', 'wikidata': 'Q42123', 'wikipedia': 'en:Yangsan'}"
"node"	"358015380"	"거제시"	""	""	""	"Geoje"	""	"Q42057"	"int_name=Geoje, name:de=Geoje, name:en=Geoje-si, name:es=Geoje, name:et=Geoje, name:fr=Geoje, name:ja=巨済市, name:ja_kana=こじぇ, name:ko=거제시, name:ko-Hani=巨濟市, name:ko-Latn=Geoje-si, name:zh=巨济市, name:zh-Hant=巨濟市"	"{'int_name': 'Geoje', 'name': '거제시', 'name:de': 'Geoje', 'name:en': 'Geoje-si', 'name:es': 'Geoje', 'name:et': 'Geoje', 'name:fr': 'Geoje', 'name:ja': '巨済市', 'name:ja_kana': 'こじぇ', 'name:ko': '거제시', 'name:ko-Hani': '巨濟市', 'name:ko-Latn': 'Geoje-si', 'name:zh': '巨济市', 'name:zh-Hant': '巨濟市', 'place': 'city', 'population': '254073', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B1%B0%EC%A0%9C%EC%8B%9C', 'wikidata': 'Q42057', 'wikipedia': 'ko:거제시'}"
"node"	"358015396"	"안성시"	""	""	""	"Anseong"	""	"Q42119"	"int_name=Anseong, name:de=Anseong, name:en=Anseong, name:es=Anseong, name:et=Anseong, name:fr=Anseong, name:ja=安城市, name:ko=안성시, name:ko-Hani=安城市, name:zh=安城市"	"{'int_name': 'Anseong', 'name': '안성시', 'name:de': 'Anseong', 'name:en': 'Anseong', 'name:es': 'Anseong', 'name:et': 'Anseong', 'name:fr': 'Anseong', 'name:ja': '安城市', 'name:ko': '안성시', 'name:ko-Hani': '安城市', 'name:zh': '安城市', 'place': 'city', 'population': '181319', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%95%88%EC%84%B1%EC%8B%9C', 'wikidata': 'Q42119'}"
"node"	"358015415"	"이천시"	""	""	""	"Icheon"	""	"Q42136"	"int_name=Icheon, name:de=Icheon, name:en=Icheon, name:es=Icheon, name:et=Icheon, name:fr=Icheon, name:ja=利川市, name:ko=이천시, name:ko-Hani=利川市, name:ko-Latn=Icheon-si, name:zh=利川市"	"{'int_name': 'Icheon', 'name': '이천시', 'name:de': 'Icheon', 'name:en': 'Icheon', 'name:es': 'Icheon', 'name:et': 'Icheon', 'name:fr': 'Icheon', 'name:ja': '利川市', 'name:ko': '이천시', 'name:ko-Hani': '利川市', 'name:ko-Latn': 'Icheon-si', 'name:zh': '利川市', 'place': 'city', 'population': '213059', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42136', 'wikipedia': 'en:Icheon'}"
"node"	"358015422"	"의왕시"	""	""	""	"Uiwang"	""	"Q42134"	"int_name=Uiwang, name:de=Uiwang, name:en=Uiwang, name:es=Uiwang, name:et=Uiwang, name:fr=Uiwang, name:ja=義王市, name:ko=의왕시, name:ko-Hani=義王市, name:ru=Ыйван, name:zh=义王市, name:zh-Hant=義王市"	"{'int_name': 'Uiwang', 'name': '의왕시', 'name:de': 'Uiwang', 'name:en': 'Uiwang', 'name:es': 'Uiwang', 'name:et': 'Uiwang', 'name:fr': 'Uiwang', 'name:ja': '義王市', 'name:ko': '의왕시', 'name:ko-Hani': '義王市', 'name:ru': 'Ыйван', 'name:zh': '义王市', 'name:zh-Hant': '義王市', 'place': 'city', 'population': '156763', 'population:date': '2016', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%9D%98%EC%99%95%EC%8B%9C', 'wikidata': 'Q42134', 'wikipedia': 'ko:의왕시'}"
"node"	"358015429"	"서산시"	""	""	""	"Seosan"	""	"Q42105"	"int_name=Seosan, name:de=Seosan, name:en=Seosan-si, name:es=Seosan, name:et=Seosan, name:fr=Seosan, name:ja=瑞山市, name:ja_kana=そさん, name:ko=서산시, name:ko-Hani=瑞山市, name:ko-Latn=Seosan-si, name:ru=Сосан, name:uk=Сосан, name:zh=瑞山市"	"{'int_name': 'Seosan', 'name': '서산시', 'name:de': 'Seosan', 'name:en': 'Seosan-si', 'name:es': 'Seosan', 'name:et': 'Seosan', 'name:fr': 'Seosan', 'name:ja': '瑞山市', 'name:ja_kana': 'そさん', 'name:ko': '서산시', 'name:ko-Hani': '瑞山市', 'name:ko-Latn': 'Seosan-si', 'name:ru': 'Сосан', 'name:uk': 'Сосан', 'name:zh': '瑞山市', 'place': 'city', 'population': '175769', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%84%9C%EC%82%B0%EC%8B%9C', 'wikidata': 'Q42105', 'wikipedia': 'ko:서산시'}"
"node"	"358015455"	"논산시"	""	""	""	"Nonsan"	"Nonsan"	"Q42088"	"int_name=Nonsan, name:cs=Nonsan, name:de=Nonsan, name:en=Nonsan-si, name:es=Nonsan, name:et=Nonsan, name:fr=Nonsan, name:ja=論山市, name:ja_kana=のんさん, name:ko=논산시, name:ko-Hani=論山市, name:ko-Latn=Nonsan, name:ru=Нонсан, name:zh=论山市, name:zh-Hant=論山市"	"{'int_name': 'Nonsan', 'name': '논산시', 'name:cs': 'Nonsan', 'name:de': 'Nonsan', 'name:en': 'Nonsan-si', 'name:es': 'Nonsan', 'name:et': 'Nonsan', 'name:fr': 'Nonsan', 'name:ja': '論山市', 'name:ja_kana': 'のんさん', 'name:ko': '논산시', 'name:ko-Hani': '論山市', 'name:ko-Latn': 'Nonsan', 'name:ru': 'Нонсан', 'name:zh': '论山市', 'name:zh-Hant': '論山市', 'place': 'city', 'population': '122630', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%85%BC%EC%82%B0%EC%8B%9C', 'wikidata': 'Q42088', 'wikipedia': 'ko:논산시'}"
"node"	"358015462"	"광양시"	""	""	""	"Gwangyang"	"Gwangyang"	"Q42067"	"int_name=Gwangyang, name:de=Gwangyang, name:en=Gwangyang-si, name:es=Gwangyang, name:et=Gwangyang, name:fr=Gwangyang, name:ja=光陽市, name:ja_kana=クァンヤンし, name:ko=광양시, name:ko-Hani=光陽市, name:ko-Latn=Gwangyang-si, name:ru=Кванъян, name:zh=光阳市"	"{'int_name': 'Gwangyang', 'name': '광양시', 'name:de': 'Gwangyang', 'name:en': 'Gwangyang-si', 'name:es': 'Gwangyang', 'name:et': 'Gwangyang', 'name:fr': 'Gwangyang', 'name:ja': '光陽市', 'name:ja_kana': 'クァンヤンし', 'name:ko': '광양시', 'name:ko-Hani': '光陽市', 'name:ko-Latn': 'Gwangyang-si', 'name:ru': 'Кванъян', 'name:zh': '光阳市', 'place': 'city', 'population': '151834', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B4%91%EC%96%91%EC%8B%9C', 'website': 'http://www.gwangyang.go.kr/', 'wikidata': 'Q42067', 'wikipedia': 'ko:광양시'}"
