"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Camino Calvario"	"Camí Calvari"						"way"	"207110141"		"{'highway': 'residential', 'name': 'Camino Calvario', 'source': 'Bing;Catastro'}"
"Camino de San Cristóbal"	"Camí de Sant Cristòfol"						"way"	"282748226"		"{'highway': 'unclassified', 'name': 'Camino de San Cristóbal', 'oneway': 'no'}"
"Camino del Cementerio"	"Camí del Cementeri"						"way"	" 31246596"		"{'highway': 'unclassified', 'name': 'Camino del Cementerio', 'oneway': 'no'}"
"Camino Nevera"	"Camí Nevera"						"way"	"297200594"		"{'highway': 'residential', 'name': 'Camino Nevera'}"
