"type","id","name","name:ca","parcial","regio","admin_level","historic:admin_level","informe","cmd","nObjects","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat"
"relation",2807130,"Gironès","Gironès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Gironès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2807146,"Pla de l'Estany","Pla de l'Estany",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Pla de l'Estany_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2808804,"Anoia","Anoia",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Anoia_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2809162,"Solsonès","Solsonès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Solsonès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2809457,"Baix Llobregat","Baix Llobregat",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Baix Llobregat_name-plaza.tsv","",7,7,0,0,FALSE
"relation",2809538,"Garraf","Garraf",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Garraf_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2809672,"Alt Penedès","Alt Penedès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Alt Penedès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2810001,"Alt Urgell","Alt Urgell",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Alt Urgell_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2810705,"Pallars Sobirà","Pallars Sobirà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Pallars Sobirà_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2810808,"Alta Ribagorça","Alta Ribagorça",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Alta Ribagorça_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2810954,"Pallars Jussà","Pallars Jussà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Pallars Jussà_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2815579,"Segarra","Segarra",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Segarra_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2816276,"Noguera","Noguera",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Noguera_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2818895,"Urgell","Urgell",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Urgell_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2819346,"Pla d'Urgell","Pla d'Urgell",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Pla d'Urgell_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2819857,"Segrià","Segrià",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Segrià_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2819870,"Garrigues","Garrigues",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Garrigues_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2822039,"Conca de Barberà","Conca de Barberà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Conca de Barberà_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2822130,"Alt Camp","Alt Camp",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Alt Camp_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2822410,"Baix Penedès","Baix Penedès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Baix Penedès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2822691,"Tarragonès","Tarragonès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Tarragonès_name-plaza.tsv","",2,2,0,0,FALSE
"relation",2824935,"Baix Camp","Baix Camp",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Baix Camp_name-plaza.tsv","",3,3,0,0,FALSE
"relation",2826145,"Priorat","Priorat",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Priorat_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2826423,"Baix Ebre","Baix Ebre",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Baix Ebre_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2827413,"Montsià","Montsià",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Montsià_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2829952,"Ribera d'Ebre","Ribera d'Ebre",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Ribera d'Ebre_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2829953,"Terra Alta","Terra Alta",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Terra Alta_name-plaza.tsv","",0,0,0,0,FALSE
"relation",4791885,"Moianès","Moianès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Moianès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",1111146,"l'Alcalatén","l'Alcalatén",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Alcalatén_name-plaza.tsv","",27,14,0,0,FALSE
"relation",1690971,"l'Alt Maestrat","l'Alt Maestrat",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Alt Maestrat_name-plaza.tsv","",26,9,0,0,FALSE
"relation",1690974,"el Baix Maestrat","el Baix Maestrat",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Baix Maestrat_name-plaza.tsv","",36,24,0,0,FALSE
"relation",1690975,"la Plana Alta","la Plana Alta",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Plana Alta_name-plaza.tsv","",224,83,0,0,FALSE
"relation",1690976,"la Plana Baixa","la Plana Baixa",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Plana Baixa_name-plaza.tsv","",197,88,0,0,FALSE
"relation",1691745,"el Camp de Morvedre","el Camp de Morvedre",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Camp de Morvedre_name-plaza.tsv","",43,28,0,0,FALSE
"relation",1691749,"l'Horta Nord","l'Horta Nord",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Horta Nord_name-plaza.tsv","",20,12,0,0,FALSE
"relation",1691750,"l'Horta Oest","l'Horta Oest",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Horta Oest_name-plaza.tsv","",36,18,0,0,FALSE
"relation",1691751,"l'Horta Sud","l'Horta Sud",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Horta Sud_name-plaza.tsv","",37,24,0,0,FALSE
"relation",1691752,"la Costera","la Costera",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Costera_name-plaza.tsv","",30,23,0,0,FALSE
"relation",1691756,"la Ribera Baixa","la Ribera Baixa",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Ribera Baixa_name-plaza.tsv","",11,7,0,0,FALSE
"relation",1691758,"la Safor","la Safor",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Safor_name-plaza.tsv","",51,37,0,0,FALSE
"relation",1691760,"la Vall d'Albaida","la Vall d'Albaida",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Vall d'Albaida_name-plaza.tsv","",27,22,0,0,FALSE
"relation",1692438,"l'Alacantí","l'Alacantí",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Alacantí_name-plaza.tsv","",311,167,3,3,FALSE
"relation",1692440,"el Baix Vinalopó","el Baix Vinalopó",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Baix Vinalopó_name-plaza.tsv","",74,49,0,0,FALSE
"relation",1692441,"el Comtat","el Comtat",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Comtat_name-plaza.tsv","",24,20,0,0,FALSE
"relation",1692442,"l'Alcoià","l'Alcoià",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Alcoià_name-plaza.tsv","",43,36,0,0,FALSE
"relation",1692443,"la Marina Alta","la Marina Alta",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Marina Alta_name-plaza.tsv","",56,36,0,0,FALSE
"relation",1692445,"la Marina Baixa","la Marina Baixa",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Marina Baixa_name-plaza.tsv","",27,23,0,0,FALSE
"relation",5813174,"Comarca de València","Comarca de València",FALSE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-Comarca de València_name-plaza.tsv","",11,11,0,0,FALSE
"relation",1110951,"els Ports","els Ports",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-els Ports_name-plaza.tsv","",3,3,0,0,FALSE
"relation",1691746,"el Camp de Túria","el Camp de Túria",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Camp de Túria_name-plaza.tsv","",31,19,0,0,FALSE
"relation",1691755,"la Ribera Alta","la Ribera Alta",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-la Ribera Alta_name-plaza.tsv","",75,47,0,0,FALSE
"relation",1692439,"l'Alt Vinalopó / El Alto Vinalopó","l'Alt Vinalopó",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-l'Alt Vinalopó_name-plaza.tsv","",8,8,0,0,FALSE
"relation",1692446,"el Vinalopó Mitjà / El Vinalopó Medio","el Vinalopó Mitjà",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Vinalopó Mitjà_name-plaza.tsv","",71,48,0,0,FALSE
"relation",1692447,"el Baix Segura / La Vega Baja del Segura","el Baix Segura",TRUE,"PV",7,NA,"ppcc/plaza-plaça/informes/informe-PV-el Baix Segura_name-plaza.tsv","",2,1,0,0,FALSE
"relation",11755232,"El Carche","el Carxe",FALSE,"Múrcia",NA,NA,"ppcc/plaza-plaça/informes/informe-Múrcia-el Carxe_name-plaza.tsv","",1,1,0,0,FALSE
"relation",40581,"Alghero - L'Alguer","L'Alguer",FALSE,"Sardenya",8,NA,"ppcc/plaza-plaça/informes/informe-Sardenya-L'Alguer_name-plaza.tsv","",0,0,0,0,FALSE
