"type","id","name","name:ca","parcial","regio","admin_level","historic:admin_level","informe","cmd","nObjects","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat"
"relation",2804753,"Andorra la Vella","Andorra la Vella",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Andorra la Vella_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804754,"Canillo","Canillo",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Canillo_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804755,"Encamp","Encamp",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Encamp_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804756,"Escaldes-Engordany","Escaldes-Engordany",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Escaldes-Engordany_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804757,"La Massana","La Massana",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-La Massana_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804758,"Ordino","Ordino",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Ordino_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2804759,"Sant Julià de Lòria","Sant Julià de Lòria",FALSE,"Andorra",7,NA,"ppcc/plaza-plaça/informes/informe-Andorra-Sant Julià de Lòria_name-plaza.tsv","",0,0,0,0,FALSE
"relation",13433224,"Alta Cerdanya","Alta Cerdanya",FALSE,"CatNord",NA,7,"ppcc/plaza-plaça/informes/informe-CatNord-Alta Cerdanya_name-plaza.tsv","",0,0,0,0,FALSE
"relation",13433225,"Vallespir","Vallespir",FALSE,"CatNord",NA,7,"ppcc/plaza-plaça/informes/informe-CatNord-Vallespir_name-plaza.tsv","",0,0,0,0,FALSE
"relation",13433226,"Conflent","Conflent",FALSE,"CatNord",NA,7,"ppcc/plaza-plaça/informes/informe-CatNord-Conflent_name-plaza.tsv","",0,0,0,0,FALSE
"relation",13433227,"Capcir","Capcir",FALSE,"CatNord",NA,7,"ppcc/plaza-plaça/informes/informe-CatNord-Capcir_name-plaza.tsv","",0,0,0,0,FALSE
"relation",13433228,"Rosselló","Rosselló",FALSE,"CatNord",NA,7,"ppcc/plaza-plaça/informes/informe-CatNord-Rosselló_name-plaza.tsv","",1,1,0,0,FALSE
"relation",6630537,"Matarraña / Matarranya","Matarranya",FALSE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-Matarranya_name-plaza.tsv","",33,23,0,0,FALSE
"relation",6488309,"La Ribagorza","Ribagorça",TRUE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-Ribagorça_name-plaza.tsv","",20,10,0,0,FALSE
"relation",6488338,"La Litera / La Llitera","La Llitera",TRUE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-La Llitera_name-plaza.tsv","",11,7,0,0,FALSE
"relation",6488361,"Bajo Cinca / Baix Cinca","Baix Cinca",TRUE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-Baix Cinca_name-plaza.tsv","",32,21,0,0,FALSE
"relation",6630546,"Bajo Aragón","Baix Aragó",TRUE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-Baix Aragó_name-plaza.tsv","",22,9,0,0,FALSE
"relation",10601144,"Bajo Aragón-Caspe / Baix Aragó-Casp","Baix Aragó-Casp",TRUE,"Franja",7,NA,"ppcc/plaza-plaça/informes/informe-Franja-Baix Aragó-Casp_name-plaza.tsv","",16,10,0,0,FALSE
"relation",2174950,"Migjorn","Migjorn",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Migjorn_name-plaza.tsv","",3,1,0,0,FALSE
"relation",2174951,"Palma","Palma",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Palma_name-plaza.tsv","",13,12,0,0,FALSE
"relation",2175689,"Raiguer","Raiguer",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Raiguer_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2175756,"Serra de Tramuntana","Serra de Tramuntana",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Serra de Tramuntana_name-plaza.tsv","",8,8,0,0,FALSE
"relation",2175937,"Pla de Mallorca","Pla de Mallorca",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Pla de Mallorca_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2176079,"Llevant","Llevant",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Llevant_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2181664,"Eivissa","Eivissa",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Eivissa_name-plaza.tsv","",2,2,0,0,FALSE
"relation",2182003,"Menorca","Menorca",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Menorca_name-plaza.tsv","",3,3,0,0,FALSE
"relation",6914328,"Formentera","Formentera",FALSE,"Illes",7,NA,"ppcc/plaza-plaça/informes/informe-Illes-Formentera_name-plaza.tsv","",0,0,0,0,FALSE
"relation",358838,"Berguedà","Berguedà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Berguedà_name-plaza.tsv","",0,0,0,0,FALSE
"relation",368462,"Selva","Selva",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Selva_name-plaza.tsv","",1,1,0,0,FALSE
"relation",2140187,"Maresme","Maresme",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Maresme_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2177382,"Alt Empordà","Alt Empordà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Alt Empordà_name-plaza.tsv","",2,2,0,0,FALSE
"relation",2350067,"Vallès Occidental","Vallès Occidental",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Vallès Occidental_name-plaza.tsv","",3,3,0,0,FALSE
"relation",2350331,"Bages","Bages",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Bages_name-plaza.tsv","",1,1,0,0,FALSE
"relation",2417889,"Barcelonès","Barcelonès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Barcelonès_name-plaza.tsv","",4,4,0,0,FALSE
"relation",2417929,"Vallès Oriental","Vallès Oriental",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Vallès Oriental_name-plaza.tsv","",1,1,0,0,FALSE
"relation",2422857,"Osona","Osona",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Osona_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2805694,"Baix Empordà","Baix Empordà",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Baix Empordà_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2805972,"Cerdanya","Cerdanya",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Cerdanya_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2806754,"Ripollès","Ripollès",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Ripollès_name-plaza.tsv","",0,0,0,0,FALSE
"relation",2806999,"Garrotxa","Garrotxa",FALSE,"Principat",7,NA,"ppcc/plaza-plaça/informes/informe-Principat-Garrotxa_name-plaza.tsv","",0,0,0,0,FALSE
