"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle San Roque"	"Carrer San Roque"	""	""			
"Calle Virgen de los Dolores"	"Carrer Virgen de los Dolores"	""	""			
"Calle Virgen de la Luz"	"Carrer Virgen de la Luz"	""	""			
"Calle Virgen del Tremedal"	"Carrer Virgen del Tremedal"	""	""			
"Calle Darremur de las Hermanas de la Consolación"	"Carrer Darremur de las Hermanas de la Consolación"	""	""			
"Calle Naranjos"	"Carrer Naranjos"	""	""			
"Calle Encarnación"	"Carrer Encarnación"	""	""			
"Calle de los Derechos Humanos"	"Carrer de los Derechos Humanos"	""	""			
"Calle Constitución Española"	"Carrer Constitución Española"	""	""			
"Calle Virgen de Gracia"	"Carrer Virgen de Gracia"	""	""			
"Calle San Enrique"	"Carrer San Enrique"	""	""			
"Calle Santa Cruz"	"Carrer Santa Cruz"	""	""			
"Calle Jesús y María"	"Carrer Jesús y María"	""	""			
"Calle Virgen del Socorro"	"Carrer Virgen del Socorro"	""	""			
"Calle Santo Cristo"	"Carrer Santo Cristo"	""	""			
"Calle Santo Tomás"	"Carrer Santo Tomás"	""	""			
"Calle Batalla de Bailén"	"Carrer Batalla de Bailén"	""	""			
"Calle Almirante Cervera"	"Carrer Almirante Cervera"	""	""			
"Calle Caridad"	"Carrer Caridad"	""	""			
"Calle Batalla Lepanto"	"Carrer Batalla Lepanto"	""	""			
"Calle Almirante Churruca"	"Carrer Almirante Churruca"	""	""			
"Calle Boqueras"	"Carrer Boqueras"	""	""			
"Calle Trasera Purísima"	"Carrer Trasera Purísima"	""	""			
"Calle Useras"	"Carrer Useras"	""	""			
"Calle San Mateo"	"Carrer San Mateo"	""	""			
"Calle San Marcos"	"Carrer San Marcos"	""	""			
"Calle León XIII"	"Carrer León XIII"	""	""			
"Calle San Lucas"	"Carrer San Lucas"	""	""			
"Calle San Ramón"	"Carrer San Ramón"	""	""			
"Calle San Agustín"	"Carrer San Agustín"	""	""			
"Calle Virgen del Carmen"	"Carrer Virgen del Carmen"	""	""			
"Calle San Antonio"	"Carrer San Antonio"	""	""			
"Calle San Miguel"	"Carrer San Miguel"	""	""			
"Calle Santa María Rosa Molas"	"Carrer Santa María Rosa Molas"	""	""			
"Calle San Juan"	"Carrer San Juan"	""	""			
"Calle San Luis"	"Carrer San Luis"	""	""			
"Calle San José"	"Carrer San José"	""	""			
"Calle San Isidro"	"Carrer San Isidro"	""	""			
"Calle San Blas"	"Carrer San Blas"	""	""			
"Calle San Pedro"	"Carrer San Pedro"	""	""			
"Calle San Federico"	"Carrer San Federico"	""	""			
"Calle Trasera de San Pedro"	"Carrer Trasera de San Pedro"	""	""			
"Calle Acequia Parra"	"Carrer Acequia Parra"	""	""			
"Calle de La Alquerta"	"Carrer de La Alquerta"	""	""			
"Calle San Martín"	"Carrer San Martín"	""	""			
"Calle San Hipólito"	"Carrer San Hipólito"	""	""			
"Calle Segorbe"	"Carrer Segorbe"	""	""			
"Calle Arboleda"	"Carrer Arboleda"	""	""			
"Calle Virgen de Lidón"	"Carrer Virgen de Lidón"	""	""			
"calle San Lorenzo"	"carrer San Lorenzo"	""	""			
"Calle Deporte"	"Carrer Deporte"	""	""			
"Calle Caja de Ahorros"	"Carrer Caja de Ahorros"	""	""			
"Calle Sangrada Familia"	"Carrer Sangrada Familia"	""	""			
"Calle San Fernando"	"Carrer San Fernando"	""	""			
"Calle Mossen Cornelio"	"Carrer Mossen Cornelio"	""	""			
"Calle del Comercio"	"Carrer del Comercio"	""	""			
"Calle San Pablo"	"Carrer San Pablo"	""	""			
"Calle San Félix"	"Carrer San Félix"	""	""			
"Calle San Andrés"	"Carrer San Andrés"	""	""			
"Calle San Diego"	"Carrer San Diego"	""	""			
"Calle San Isidoro de Sevilla"	"Carrer San Isidoro de Sevilla"	""	""			
"Calle de les Alquries"	"Carrer de les Alquries"	""	""			
"calle de la industria"	"carrer de la industria"	""	""			
"Calle Fuensanta"	"Carrer Fuensanta"	""	""			
"Calle de Salsadella"	"Carrer de Salsadella"	""	""			
"Calle Montán"	"Carrer Montán"	""	""			
"Calle San Gil"	"Carrer San Gil"	""	""			
"Calle San Fermín"	"Carrer San Fermín"	""	""			
"Calle la Virgen"	"Carrer la Virgen"	""	""			
"Calle San Elías"	"Carrer San Elías"	""	""			
"Calle Abdón y Senén"	"Carrer Abdón y Senén"	""	""			
"Calle del Pino"	"Carrer del Pino"	""	""			
"Calle San Cornelio"	"Carrer San Cornelio"	""	""			
"Calle Castañeda"	"Carrer Castañeda"	""	""			
"Calle San Cayetano"	"Carrer San Cayetano"	""	""			
"Calle del Pico Almenaras"	"Carrer del Pico Almenaras"	""	""			
"Calle del Pico de la Sarga"	"Carrer del Pico de la Sarga"	""	""			
"Calle del Pico de las Cabras"	"Carrer del Pico de las Cabras"	""	""			
"Calle del Río Gudalmena"	"Carrer del Río Gudalmena"	""	""			
"Calle de la Sierra de Taibilla"	"Carrer de la Sierra de Taibilla"	""	""			
"Calle del Río Leluza"	"Carrer del Río Leluza"	""	""			
"Calle Pico Salvatierra"	"Carrer Pico Salvatierra"	""	""			
"Calle Chodos"	"Carrer Chodos"	""	""			
"Calle Ludiente"	"Carrer Ludiente"	""	""			
"Calle Ahín"	"Carrer Ahín"	""	""			
"Calle Fuente Ensegures"	"Carrer Fuente Ensegures"	""	""			
"Calle de Soneja"	"Carrer de Soneja"	""	""			
"Calle San Alfonso"	"Carrer San Alfonso"	""	""			
"Calle Larga"	"Carrer Larga"	""	""			
"Calle Infantes"	"Carrer Infantes"	""	""			
"Calle Peña Salada"	"Carrer Peña Salada"	""	""			
"Calle San Estéban"	"Carrer San Estéban"	""	""			
"Calle Virgen del Rocío"	"Carrer Virgen del Rocío"	""	""			
"Calle San Bartolomé"	"Carrer San Bartolomé"	""	""			
"Calle María Mercedes de Borbón"	"Carrer María Mercedes de Borbón"	""	""			
"Calle Fuentes de Ayódar"	"Carrer Fuentes de Ayódar"	""	""			
"Calle de Navajas"	"Carrer de Navajas"	""	""			
"Calle Chopar"	"Carrer Chopar"	""	""			
"Calle Las Farolas"	"Carrer Las Farolas"	""	""			
"Calle San Jaime"	"Carrer San Jaime"	""	""			
"Calle de San Pedro Pascual"	"Carrer de San Pedro Pascual"	"Camino de la Cuadra de la Breva"	"Camino de la Cuadra de la Breva"			
"Calle Pozo Alegria"	"Carrer Pozo Alegria"	""	""			
"Calle Sierra de Ares"	"Carrer Sierra de Ares"	""	""			
"Calle de la Sierra de San Cristóbal"	"Carrer de la Sierra de San Cristóbal"	""	""			
"Calle del Puerto El Remolcador"	"Carrer del Puerto El Remolcador"	""	""			
"Calle del Río Ródano"	"Carrer del Río Ródano"	""	""			
