"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle Hogar Provincial, 6"	"Carrer Hogar Provincial, 6"	""	""			
"Calle Gaviota"	"Carrer Gaviota"	""	""			
"Calle Torreón"	"Carrer Torreón"	""	""			
"Calle Tomillo"	"Carrer Tomillo"	""	""			
"Calle Maiz"	"Carrer Maiz"	""	""			
"Calle del Genario"	"Carrer del Genario"	""	""			
"Calle Laurel"	"Carrer Laurel"	""	""			
"Calle Bretón de los Herreros"	"Carrer Bretón de los Herreros"	""	""			
"Calle Agua Amarga"	"Carrer Agua Amarga"	""	""			
"Calle Rincón de León"	"Carrer Rincón de León"	""	""			
"Calle Hermanos Machado"	"Carrer Hermanos Machado"	""	""			
"Calle Nuevo Babel"	"Carrer Nuevo Babel"	""	""			
"Calle de Eduardo Marquina"	"Carrer de Eduardo Marquina"	""	""			
"Calle Arzobispo Loaces"	"Carrer Arzobispo Loaces"	""	""			
"Calle Cefeo"	"Carrer Cefeo"	""	""			
"Calle virgen de Fátima"	"Carrer virgen de Fátima"	""	""			
"Calle Hermanos Bernard"	"Carrer Hermanos Bernard"	""	""			
"Calle Proción"	"Carrer Proción"	""	""			
"Calle Leon XIII"	"Carrer Leon XIII"	""	""			
"Calle Concejal Lorenzo Llaneras"	"Carrer Concejal Lorenzo Llaneras"	""	""			
"Calle Alférez Rojas"	"Carrer Alférez Rojas"	""	""			
"Calle de Labradores"	"Carrer de Labradores"	""	""			
"Calle Montengón"	"Carrer Montengón"	""	""			
"Calle Bendicho"	"Carrer Bendicho"	""	""			
"Calle Dean Zaragoza"	"Carrer Dean Zaragoza"	""	""			
"Calle Virito"	"Carrer Virito"	""	""			
"Calle Santa Lucia"	"Carrer Santa Lucia"	""	""			
"Calle Villavieja"	"Carrer Villavieja"	""	""			
"Calle de Fray Juan Rico"	"Carrer de Fray Juan Rico"	""	""			
"Calle Ingeniero Canales"	"Carrer Ingeniero Canales"	""	""			
"Calle Nueva Alta"	"Carrer Nueva Alta"	""	""			
"Calle del Gallo"	"Carrer del Gallo"	""	""			
"Calle de la Huerta"	"Carrer de la Huerta"	""	""			
"Calle Literato Juan Andrés"	"Carrer Literato Juan Andrés"	""	""			
"Calle Doña Violante"	"Carrer Doña Violante"	""	""			
"Calle Canónigo Manuel Penalva"	"Carrer Canónigo Manuel Penalva"	""	""			
"Calle Gran Capitán"	"Carrer Gran Capitán"	""	""			
"Calle Camoens"	"Carrer Camoens"	""	""			
"Calle Prosperidad"	"Carrer Prosperidad"	""	""			
"Calle Isidoro Sevilla"	"Carrer Isidoro Sevilla"	""	""			
"Calle Bautista Aznar"	"Carrer Bautista Aznar"	""	""			
"Calle Ángela Lloret"	"Carrer Ángela Lloret"	""	""			
"Calle Bananero"	"Carrer Bananero"	""	""			
"Calle Abedul"	"Carrer Abedul"	""	""			
"Calle Platanero"	"Carrer Platanero"	""	""			
"Calle Abeto"	"Carrer Abeto"	""	""			
"Calle Tomateras"	"Carrer Tomateras"	""	""			
"Calle Mármol"	"Carrer Mármol"	""	""			
"Calle Alfarería"	"Carrer Alfarería"	""	""			
"Calle Porcelana"	"Carrer Porcelana"	""	""			
"Calle Sociedad Cultural Deportiva Villafranqueza"	"Carrer Sociedad Cultural Deportiva Villafranqueza"	""	""			
"Calle Fray Francisco Guijarro"	"Carrer Fray Francisco Guijarro"	""	""			
"Calle Conde Pedro Franqueza"	"Carrer Conde Pedro Franqueza"	""	""			
