"# Generated by write_osm_objects_report from LangToolsOSM 0.0.13 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='Llevant'][admin_level=7], filters=nwr[name~'^Calle'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"803031256"	"Calle Torre"	""	""	""	""	""	""	""	"{'highway': 'living_street', 'lanes': '1', 'name': 'Calle Torre', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"162271812"	"Calle de Calvari"	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Calvari', 'source': 'ideandalucia.es 2008'}"
"way"	"18952078"	"Calle de Formentor"	""	""	""	""	""	""	""	"{'highway': 'tertiary', 'lane_markings': 'no', 'name': 'Calle de Formentor', 'oneway': 'yes', 'ref': 'Ma-4026', 'surface': 'asphalt'}"
"way"	"230427067"	"Calle de Formentor"	""	""	""	""	""	""	""	"{'cycleway:right': 'lane', 'cycleway:right:lane': 'exclusive', 'highway': 'tertiary', 'lane_markings': 'no', 'name': 'Calle de Formentor', 'oneway': 'yes', 'ref': 'Ma-4026', 'surface': 'asphalt'}"
"way"	"5123171"	"Calle Ermita"	""	""	""	""	""	""	""	"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle Ermita', 'oneway': 'yes', 'source:maxspeed': 'sign'}"
"way"	"5123183"	"Calle Ermita"	""	""	""	""	""	""	""	"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle Ermita', 'oneway': 'yes', 'source:maxspeed': 'sign'}"
