name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle Estefania	Carrer Estefania					
Calle Iglesia	Carrer Església					
Calle Morer	Carrer Morer					
Calle Placeta	Carrer Placeta					
Calle Buenavista						
Calle Portal	Carrer Portal					
Calle Arrabal	Carrer Arraval					
Calle Alta	Carrer Alt					
Calle del Molino	Carrer del Molí					
Calle García	Carrer Garcia					
Calle Colomer	Carrer Colomer					
Callejón de la Cárcel	Carreró de la Presó					
Callejón Chosca						
Calle Baja	Carrer Baix					
Calle Caldere						
Calle Cuesta de Forcall						
Calle Eras Portal						
Calle Eras de Abajo						
Calle Eras de Arriba						
Calle Escorihuela	Carrer Escorihuela					
Calle Federico	Carrer Federico					
Calle Herreria						
Calle Muro						
Calle Plaza	Carrer Plaça					
Calle Portalet	Carrer Portalet					
Calle de Medio						
Callejones	Carrerons					
Callejón de Vidal	Carreró de Vidal					
Callejón de la Iglesia	Carreró de l’Església					
