"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle de l'Antic Ferrocarril"	"Carrer de l'Antic Ferrocarril"					
"Calle Baixada Canaleta"	"Carrer Baixada Canaleta"					
"Calle Alfafara"	"Carrer Alfafara"					
"Calle Escalinata"	"Carrer Escalinata"					
"Calle Sor Piedad de la Cruz"	""					
"Calle San Jaime"	"Carrer Sant Jaume"					
"Calle de la Via"	"Carrer de la Via"					
"Calle Cantereria"	"Carrer Cantereria"					
"Calle de Santa Teresa"	"Carrer de Santa Teresa"					
"Calle JJaime"	""					
"Calle Music Martinez Valls"	"Carrer Músic Martinez Valls"					
"Calle Pintor Josep Segrelles"	"Carrer Pintor Josep Segrelles"					
"Calle Jose Iranzo"	"Carrer Jose Iranzo"					
"Calle del Tirador"	"Carrer del Tirador"					
"Calle San Pedro"	"Carrer Sant Pere"					
"Calle Cordellat"	"Carrer Cordellat"					
"Calle Muralla"	"Carrer Muralla"					
"Calle Alcalde Paco Montes"	"Carrer Alcalde Paco Montes"					
"Calle Músico Martinez Valls"	"Carrer Músic Martinez Valls"					
"Calle Morales"	"Carrer Morales"					
"Calle Loza"	""					
"Calle San Juan"	"Carrer Sant Joan"					
"Calle Benarrai"	"Carrer Benarrai"					
"Calle de Pius XII"	"Carrer de Pius XII"					
"Calle San Tomas"	"Carrer Sant Tomàs"					
"Calle Budeo"	"Carrer Budeo"					
"Calle Miraflores"	""					
"Calle San Jose"	"Carrer Sant Josep"					
"Calle Trasera S Jose"	""					
"Calle Mediodia"	"Carrer Migdia"					
"Calle Santo Cristo"	"Carrer Sant Crist"					
"Calle Virgen del Rocio"	""					
"Calle Reverendo Don Juan Ferri"	""					
"Calle Alfarra"	"Carrer Alfarra"					
"Calle Gandia"	"Carrer Gandia"					
"Calle Juan Ubeda"	""					
"Calle Carreron"	""					
"Calle Horno"	"Carrer Forn"					
"Calle Don Juan de Jorge"	""					
"Calle Abajo"	""					
"Calle Ladislao Soriano"	"Carrer Ladislao Soriano"					
"Calle Sant Miquel"	"Carrer Sant Miquel"					
"Calle Pelota"	"Carrer Pilota"					
"Calle Sant Vicent"	"Carrer Sant Vicent"					
"Calle Numero 1"	"Carrer Número 1"					
"Calle Ronda Rodat"	"Carrer Ronda Rodat"					
"Calle Pintor Gomar"	"Carrer Pintor Gomar"					
"Calle Doctor Vicente Ranter"	"Carrer Doctor Vicent Ranter"					
"Calle Morerales"	"Carrer Morerals"					
"Calle Hondo"	"Carrer Fondo"					
"Calle en Proyceto 2"	"Carrer en Projecte 2"					
"Calle en Proyecto U.E"	"Carrer en Projecte U.E"					
"Calle de las Cocheras"	"Carrer de las Cotxeres"					
"Calle Benicadell"	"Carrer Benicadell"					
"Calle Emilio Tarrasó"	"Carrer Emili Tarrasó"					
"Calle San Rog"	"Carrer Sant Roc"					
"Calle de la Santa Faz"	"Carrer de la Santa Faç"					
"Calle Sant Domenec"	"Carrer Sant Domènec"					
"Calle Costa"	"Carrer Costa"					
