name	name:ca	alt_name:ca	alt_name	translations	ca.wikipedia_page	wikidata_id
Calle de la Iglesia	Carrer de l’Església					
Calle de la Herrería						
Calle del Hospital	Carrer de l’Hospital					
Calle del Horno						
Calle Alta	Carrer Alt					
Calle Llana	Carrer Pla					
Calle de las Planetas	Carrer de les Planetes					
Calle Balsa						
Calle Morera	Carrer Morera					
Calle Meson						
Calle Gigantes						
Calle Muro						
Calle de Buenaire						
Calle de la Parra	Carrer de la Parra					
Calle de Collado						
Calle Caveo	Carrer Caveo					
Calle Collada Callizo						
Calle Empedrada	Carrer Empedrat					
Calle de los Conejos	Carrer dels Conills					
Calle de la Morera	Carrer de la Morera					
Calle de las Peñas	Carrer de las Penyes					
Calle de Muradas						
Calle de Pellerik	Carrer de Pellerik					
Calle del Arrabal	Carrer de l’Arraval					
Calle de Zaragoza	Carrer de Saragossa					
Calle de Teruel	Carrer de Teruel					
Calle de Santiago Ramón y Cajal	Carrer de Santiago Ramón y Cajal					
Calle de Aragón	Carrer d’Aragó					
Calle de las Tapias	Carrer de les Tàpies					
Calle Cuatro Esquinas						
Calle Bajada del Carmen	Carrer Baixada del Carme					
Calle del Rosario	Carrer del Rosari					
Calle Castillo						
Calle de la Higuera						
Calle Collet	Carrer Collet					
Calle Arbellón	Carrer Arbelló					
Calle de la Fuente	Carrer de la Font					
Calle del Pozo	Carrer del Pou					
Calle del Ayuntamiento	Carrer de l’Ajuntament					
Calle Pajares						
Calle Cáceres	Carrer Càceres					
Calle Molí de l'Oli	Carrer Molí de l'Oli					
Calle Mas de Pau	Carrer Mas de Pau					
Calle del Covec	Carrer del Covec					
Calle Placeta	Carrer Placeta					
Calle Buenaire						
Calle Rampoll	Carrer Rampoll					
Calle Horno						
Calle Puente						
Calle Estudio						
Calle Serreta	Carrer Serreta					
Calle Empeguera	Carrer Empeguera					
Calle del Portillo	Carrer del Portillo					
Calle de La Paz	Carrer de La Paz					
Calle de Ronda	Carrer de Ronda		Carrer de Ronda			
Calle de la Tejería						
Calle Llana	Carrer Pla		Carrer Pla			
Calle de Covadonga	Carrer de Covadonga					
Calle A	Carrer A					
Calle Pilar	Carrer Pilar					
Calle La Paz	Carrer La Paz					
Calle Caspe	Carrer Casp					
Calle de Oviedo	Carrer d’Oviedo					
Calle Roma	Carrer Roma					
Calle Huesca	Carrer Huesca					
Calle Miguel						
Calle Parras						
Calle de Santa Águeda	Carrer de Santa Àgueda					
Calle Solanet	Carrer Solanet					
Calle las Parras	Carrer les Parres					
Calle Bajada del Lavadero						
Calle Jaca	Carrer Jaca					
Calle Puch	Carrer Puch					
Calle Santa Agueda	Carrer Santa Àgueda					
Calle Baile						
Calle Santiago Hernández	Carrer Santiago Hernández					
Calle de Huesca	Carrer de Huesca					
Calle del Pilar	Carrer del Pilar					
Calle Libertad	Carrer Llibertat					
Calle Horno Alto						
Calle Madero						
Calle Rosas	Carrer Roses					
Calle de la Carnicería	Carrer de la Carnisseria					
Calle de Amparito Roca	Carrer d’Amparito Roca					
Calle Santa Águeda	Carrer Santa Àgueda					
Calle Pradells	Carrer Pradells					
Calle Santa Apolonia	Carrer Santa Apol·lònia					
Calle Alejandre						
Calle de la Constitución						
Calle del Norte	Carrer del Nord					
Calle de la Paz	Carrer de la Pau					
Calle de la Armonía	Carrer de l'Harmonia					
Calle de la Alifara	Carrer de l’Alifara					
Calle de Conchello						
Calle del Monte						
Calle Fantasma	Carrer Fantasma					
Calle Mosén León Andía	Carrer Mossèn León Andía					
Calle D'Embellosta	Carrer d'Embellosta					
Calle Matadero	Carrer Matadero					
Calle de Arriba						
Calle Del Filado						
Calle Carlos Montañés	Carrer Carlos Montañés					
Calle Buitrera						
Calle Freginales						
Calle Umbría						
Calle Cortes de Aragon	Carrer Corts d’Aragó					
Calle de Don José Torán	Carrer de Don José Torán					
Calle Laberinto						
Calle del Castillo	Carrer del Castell					
Calle del Baja						
Calle del sol	Carrer del Sol					
Calle Autonomía de Aragón	Carrer Autonomia d’Aragó					
Calle Cementerio	Carrer Cementeri					
Calle Era Empanisi						
Calle Isidro Amela	Carrer Isidro Amela					
Calle dos Corales						
Calle Escudinas						
Calle Bajada al Molino						
Calle Bellamunta	Carrer Bellamunta					
Calle D'Enrufa	Carrer d'Enrufa					
Calle Del Aire	Carrer de l’Aire					
Calle Del Cierzo						
Calle Deposito	Carrer Dipòsit					
Calle Fuente de la Villa	Carrer Font de la Vila					
Calle Juan Cabré	Carrer Juan Cabré					
Calle La Iglesia	Carrer l’Església					
Calle Maella	Carrer Maella					
Calle Neveria						
Calle Oncesquinas						
Calle Pl Estudios	Carrer Pl Estudis					
Calle Soledad						
Calle Subida de la Torre						
Calle Torreta	Carrer Torreta					
Calle Tosal	Carrer Tossal					
Calle Travesía del Prior	Carrer Travessia del Prior					
Calle Travesía del Sol	Carrer Travessia del Sol					
Calle de los Hornos						
Callejon del Tozal						
Calle Rase Dels Capellans						
Calle Roquetas	Carrer Roquetes					
