"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Plaza 6"	"Plaça 6"					
"Plaza Abadía"	"Plaça Abadia"					
"Plaza Alguer"	"Plaça Alguer"					
"plaza América"	"plaça Amèrica"					
"Plaza América"	"Plaça Amèrica"					
"Plaza Antonio Machado"	"Plaça Antonio Machado"					
"Plaza Aragón"	"Plaça Aragó"					
"Plaza Arrabal"	"Plaça Arraval"					
"Plaza Atarazanas"	"Plaça Adrassanes"					
"Plaza Barcelona"	"Plaça Barcelona"					
"plaza Benidorm"	"plaça Benidorm"					
"Plaza Benidorm"	"Plaça Benidorm"					
"Plaza Biar"	"Plaça Biar"					
"Plaza Canalejas"	"Plaça Canalejas"					
"Plaza Cardenal Benlloch"	"Plaça Cardenal Benlloch"					
"Plaza Cementerio"	"Plaça Cementeri"					
"Plaza Cervantes"	"Plaça Cervantes"					
"Plaza Colón"	"Plaça Colom"					
"Plaza Columbretes"	"Plaça Columbretes"					
"Plaza Constitución"	"Plaça Constitució"					
"Plaza Coscoll"	"Plaça Coscoll"					
"Plaza Cuartel"	"Plaça Quarter"					
"Plaza de Alfonso XIII"	"Plaça de Alfons XIII"					
"Plaza de Alicante"	"Plaça d’Alacant"					
"plaza de Benidorm"	"plaça de Benidorm"					
"plaza de Canalejas"	"plaça de Canalejas"					
"Plaza de Canalejas"	"Plaça de Canalejas"					
"Plaza de Cervantes"	"Plaça de Cervantes"					
"Plaza de Dalt"	"Plaça de Dalt"					
"Plaza de Elche"	"Plaça d’Elx"					
"Plaza de Elche"	"Plaça dElx"					
"Plaza de Enric Valor"	"Plaça de Enric Valor"					
"Plaza de Isaac Peral"	"Plaça d’Isaac Peral"					
"Plaza de l'Espigol"	"Plaça de l'Espígol"					
"Plaza de la Concordia"	"Plaça de la Concòrdia"					
"plaza de la Constitución"	"plaça de la Constitució"					
"Plaza de la Constitución"	"Plaça de la Constitució"					
"Plaza de la Costera"	"Plaça de la Costera"					
"Plaza de la Cruz"	"Plaça de la Creu"					
"plaza de la Cruz Roja"	"plaça de la Creu Roja"					
"Plaza de la Estación"	"Plaça de l’Estació"					
"plaza de la Estrella"	"plaça de l’Estrella"					
"Plaza de la Fuente"	"Plaça de la Font"					
"Plaza de la Huerta"	"Plaça de l’Horta"					
"plaza de la Iglesia"	"plaça de l’Església"					
"Plaza de la Iglesia"	"Plaça de l’Església"					
"Plaza de la Independencia"	"Plaça de la Independència"					
"plaza de la Libertad"	"plaça de la Llibertat"					
"Plaza de la Libertad"	"Plaça de la Llibertat"					
"plaza de la Luna"	"plaça de la Lluna"					
"Plaza de la Luna"	"Plaça de la Lluna"					
"Plaza de la Morera"	"Plaça de la Morera"					
"Plaza de la Música"	"Plaça de la Música"					
"Plaza de la Paz"	"Plaça de la Pau"					
"Plaza de la Rambla"	"Plaça de la Rambla"					
"Plaza de la Ribera"	"Plaça de la Ribera"					
"Plaza de la Salud"	"Plaça de la Salut"					
"plaza de la Santa Cruz"	"plaça de la Santa Creu"					
"plaza de la Trinidad"	"plaça de la Trinitat"					
"Plaza de la Trinidad"	"Plaça de la Trinitat"					
"plaza de la Viña"	"plaça de la Vinya"					
"Plaza de la Viña"	"Plaça de la Vinya"					
"Plaza de las Acacias"	"Plaça de les Acàcies"					
"Plaza de las Eras"	"Plaça de les Eres"					
"Plaza de las Flores"	"Plaça de les Flors"					
"Plaza de Lepanto"	"Plaça de Lepant"	"Plaça de Lepanto"				
"plaza de Pío XII"	"plaça de Pius XII"					
"Plaza de Pío XII"	"Plaça de Pius XII"					
"Plaza de Poniente"	"Plaça de Ponent"					
"Plaza de Ramón y Cajal"	"Plaça de Ramón y Cajal"					
"Plaza de San Antonio"	"Plaça de Sant Antoni"					
"plaza de San Blas"	"plaça de Sant Blai"					
"Plaza de San José"	"Plaça de Sant Josep"					
"Plaza de San Juan"	"Plaça de Sant Joan"					
"Plaza de San Miguel"	"Plaça de Sant Miquel"					
"Plaza de San Roque"	"Plaça de Sant Roc"					
"Plaza de San Salvador"	"Plaça de San Salvador"					
"Plaza de San Vicente"	"Plaça de Sant Vicent"					
"Plaza de Sant Vicent Ferrer"	"Plaça de Sant Vicent Ferrer"					
"Plaza de Santa Ana"	"Plaça de Santa Anna"					
"Plaza de Santa Lucía"	"Plaça de Santa Llúcia"					
"Plaza de Severo Ochoa"	"Plaça de Severo Ochoa"					
"Plaza de Valencia"	"Plaça de València"					
"Plaza del Ayuntamiento"	"Plaça de l’Ajuntament"					
"Plaza del Calvario"	"Plaça del Calvari"					
"plaza del Carmen"	"plaça del Carme"					
"Plaza del Carmen"	"Plaça del Carme"					
"Plaza del Castillo"	"Plaça del Castell"					
"Plaza del Cid"	"Plaça del Cid"					
"Plaza del Cid Campeador"	"Plaça del Cid Campeador"					
"Plaza del Convento"	"Plaça del Convent"					
"plaza del Hospital"	"plaça de l’Hospital"					
"Plaza del Hospital"	"Plaça de l’Hospital"					
"Plaza del Jardín"	"Plaça del Jardí"					
"plaza del Mar"	"plaça del Mar"					
"Plaza del Mar"	"Plaça del Mar"					
"Plaza del Mercado"	"Plaça del Mercat"					
"Plaza del Molino"	"Plaça del Molí"					
"Plaza del Pescador"	"Plaça del Pescador"					
"Plaza del Pilar"	"Plaça del Pilar"					
"Plaza del Pintor Sorolla"	"Plaça del Pintor Sorolla"					
"Plaza del Portal"	"Plaça del Portal"					
"Plaza del Primero de Mayo"	"Plaça del Primer de Maig"					
"Plaza del Rey"	"Plaça del Rei"					
"Plaza del Rosario"	"Plaça del Rosari"					
"Plaza Depósito"	"Plaça Dipòsit"					
"Plaza Diputación"	"Plaça Diputació"					
"Plaza Doctor Fleming"	"Plaça Doctor Fleming"					
"Plaza Doctor Marañón"	"Plaça Doctor Marañón"					
"Plaza Donoso Cortés"	"Plaça Donoso Cortés"					
"Plaza Dos de Mayo"	"Plaça Dos de Maig"					
"Plaza Dr. Fleming"	"Plaça Dr. Fleming"					
"Plaza Ecce Homo"	"Plaça Ecce Homo"					
"plaza Enric Valor"	"plaça Enric Valor"					
"Plaza Enric Valor"	"Plaça Enric Valor"					
"Plaza Ermita"	"Plaça Ermita"					
"Plaza Europa"	"Plaça Europa"					
"Plaza Federico García Lorca"	"Plaça Federico García Lorca"					
"Plaza Gabriel Miró"	"Plaça Gabriel Miró"					
"plaza Galicia"	"plaça Galícia"					
"Plaza Generalitat"	"Plaça Generalitat"					
"plaza Glorieta"	"plaça Glorieta"					
"Plaza Hernán Cortés"	"Plaça Hernán Cortés"					
"Plaza Horno"	"Plaça Forn"					
"Plaza Hort"	"Plaça de l’Hort"					
"Plaza Iglesia"	"Plaça Església"					
"Plaza Industria"	"Plaça Indústria"					
"Plaza Jacinto Benavente"	"Plaça Jacinto Benavente"					
"Plaza Jaume I"	"Plaça Jaume I"					
"Plaza Joan Fuster"	"Plaça Joan Fuster"					
"Plaza Juan Carlos I"	"Plaça Joan Carles I"					
"plaza Juan Pablo II"	"plaça de Joan Pau II"					
"Plaza Juan XXIII"	"Plaça Joan XXIII"					
"Plaza La Iglesia"	"Plaça l’Església"					
"Plaza Las Cruces"	"Plaça Les Creus"					
"Plaza Lavadero"	"Plaça del Llavador"					
"Plaza Madrid"	"Plaça Madrid"					
"Plaza Major"	"Plaça Major"					
"Plaza Mallorca"	"Plaça Mallorca"					
"Plaza Manuel Azaña"	"Plaça Manuel Azaña"					
"Plaza María Cases"	"Plaça Maria Cases"					
"Plaza Mariana Pineda"	"Plaça Mariana Pineda"					
"Plaza Mariola"	"Plaça Mariola"					
"plaza Mayor"	"plaça Major"					
"Plaza Mayor"	"Plaça Major"					
"Plaza Menéndez Pelayo"	"Plaça Menéndez Pelayo"					
"Plaza Miguel Delibes"	"Plaça Miguel Delibes"					
"plaza Miguel Hernández"	"plaça Miguel Hernández"					
"Plaza Miguel Hernández"	"Plaça Miguel Hernández"					
"Plaza Miguel Servet"	"Plaça Miquel Servet"					
"Plaza Miramar"	"Plaça Miramar"					
"Plaza Nou d'Octubre"	"Plaça Nou d'Octubre"					
"Plaza Nueva"	"Plaça Nou"					
"Plaza Nueva"	"Plaça Nova"					
"Plaza Olivera"	"Plaça Olivera"					
"Plaza Pablo Iglesias"	"Plaça Pablo Iglesias"					
"Plaza País Valencià"	"Plaça País Valencià"					
"Plaza París"	"Plaça París"					
"Plaza Pío XII"	"Plaça Pius XII"					
"Plaza Poeta Miguel Hernández"	"Plaça Poeta Miguel Hernández"					
"Plaza Ramón y Cajal"	"Plaça Ramón y Cajal"					
