"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Parque 2"	"Parc 2"					
"Parque 6"	"Parc 6"					
"Parque 7"	"Parc 7"					
"Parque 8"	"Parc 8"					
"Parque Ausiàs March"	"Parc Ausiàs March"					
"Parque Azorín"	"Parc Azorín"					
"Parque Clara Campoamor"	"Parc Clara Campoamor"					
"Parque de Albacete"	"Parc d’Albacete"					
"Parque de Jesús"	"Parc de Jesús"					
"Parque de la Esperanza"	"Parc de l’Esperança"					
"Parque de la Estación"	"Parc de l’Estació"					
"Parque de la Iglesia"	"Parc de l’Església"					
"Parque de la Senyera"	"Parc de la Senyera"					
"Parque de las Horcas"	"Parc de les Forques"					
"Parque de las Rosas"	"Parc de les Roses"					
"Parque de Lepanto"	"Parc de Lepant"	"Parc de Lepanto"				
"Parque de San Antonio"	"Parc de Sant Antoni"					
"Parque de San Francisco"	"Parc de Sant Francesc"					
"Parque de San Pascual"	"Parc de Sant Pasqual"					
"Parque de Santa Bárbara"	"Parc de Santa Bàrbara"					
"Parque del Ángel"	"Parc de l’Àngel"					
"Parque del Arrabal"	"Parc de l’Arraval"					
"Parque del Calvario"	"Parc del Calvari"					
"Parque del Cementerio"	"Parc del Cementeri"					
"Parque del Mercado"	"Parc del Mercat"					
"Parque del Moro"	"Parc del Moro"					
"Parque del Oeste"	"Parc de l’Oest"					
"Parque del Río Cinca"	"Parc del Riu Cinca"					
"Parque del Romeral"	"Parc del Romeral"					
"Parque Doctor Esquerdo"	"Parc Doctor Esquerdo"					
"Parque Escalante"	"Parc Escalante"					
"Parque Europa"	"Parc Europa"					
"parque Félix Rodríguez de la Fuente"	"parc Félix Rodríguez de la Fuente"					
"Parque Félix Rodríguez de la Fuente"	"Parc Félix Rodríguez de la Fuente"					
"Parque Glorieta"	"Parc Glorieta"					
"Parque Goya"	"Parc Goya"					
"Parque I"	"Parc I"					
"Parque Jaime I"	"Parc Jaume I"					
"Parque Juan XXIII"	"Parc Joan XXIII"					
"Parque La Carrasca"	"Parc La Carrasca"					
"Parque Norte"	"Parc Nord"					
"Parque Nou d'Octubre"	"Parc Nou d'Octubre"					
"Parque Pizarro"	"Parc Pizarro"					
"Parque Polideportivo"	"Parc Poliesportiu"					
"Parque Primero de Mayo"	"Parc Primer de Maig"					
"Parque Rosalia de Castro"	"Parc Rosalia de Castro"					
"Parque San Fernando"	"Parc Sant Ferran"					
"Parque Santa Fe"	"Parc Santa Fe"					
"Parque Santo Cristo"	"Parc Sant Crist"					
