"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle Pintor Sorolla (Restaurante Chino)"	"Carrer Pintor Sorolla (Restaurant Xinès)"					
"Calle L'Albardi"	"Carrer L'Albardi"					
"Calle Nicaragua"	"Carrer Nicaragua"					
"Calle Goya (Camping Marjal)"	"Carrer Goya"					
"Calle Miró (Camping Marjal)"	"Carrer Miró"					
"Calle Sorolla (Camping Marjal)"	"Carrer Sorolla"					
"Calle Greco (Camping Marjal)"	"Carrer Greco"					
"Calle Murillo (Camping Marjal)"	"Carrer Murillo"					
"Calle Zurbarán (Camping Marjal)"	"Carrer Zurbarán"					
"Calle Picasso (Camping Marjal)"	"Carrer Picasso"					
"Calle Dalí (Camping Marjal)"	"Carrer Dalí"					
"Calle Velázquez (Camping Marjal)"	"Carrer Velázquez"					
