"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle Canal de Crespo"	"Carrer Canal de Crespo"					
"Calle La Granja"	"Carrer La Granja"					
"Calle Castelló"	"Carrer Castelló"					
"Calle Rei En Pere"	"Carrer Rei En Pere"					
"Calle Generalitat"	"Carrer Generalitat"					
"Calle Lepanto"	"Carrer Lepant"					
"Calle de Josep Maria Boix Vila"	"Carrer de Josep Maria Boix Vila"					
"Calle Les Tancades"	"Carrer Les Tancades"					
"Calle Villelaure"	"Carrer Villelaure"					
"Calle Assagador"	"Carrer Assagador"					
"Calle de Partida Senades"						
"Calle de Marenyet Norte"	"Carrer de Marenyet Nord"					
"Calle de Poniente"	"Carrer de Ponent"					
"Calle del Falutcho"						
"Calle del Llevant"	"Carrer del Llevant"					
"Calle del Riuet"	"Carrer del Riuet"					
"Calle de Alguer"	"Carrer d’Alguer"					
"Calle de la Escollera"	"Carrer de l’Escullera"					
"Calle de les Motes"	"Carrer de les Motes"					
"Calle de los Eucaliptus"	"Carrer dels Eucaliptus"					
"Calle de la Vinyeta"	"Carrer de la Vinyeta"					
"Calle de la Marina"	"Carrer de la Marina"					
"Calle del Ateneo Musical"	"Carrer de l’Ateneu Musical"					
"Calle de Velázquez"	"Carrer de Velázquez"					
"Calle del Tir"	"Carrer del Tir"					
"Calle Max Aub"	"Carrer Max Aub"					
"Calle Francisco Ramon Giner"	"Carrer Francisco Ramon Giner"					
"Calle Mestre Bernat Marcos Forna"	"Carrer Mestre Bernat Marcos Forna"					
"Calle Casa Zuriaga"	"Carrer Casa Zuriaga"					
