"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(394235);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	281895627	"Менделеева"			""	"Mendeléiev (volcà)"	"Mendeléiev (volcà)"	"Q2651559"	"name:ja=羅臼山"	"{'ele': '888', 'last_eruption': '1888', 'name': 'Менделеева', 'name:ja': '羅臼山', 'natural': 'volcano', 'type': 'strato', 'wikidata': 'Q2651559'}"
"node"	2014295588	"Буровая Рудный"			""	"Burovaia Rudni"	"Burovaia Rudni"	"Q4099836"	""	"{'fixme': 'возможно село расположено южнее по берегу', 'name': 'Буровая Рудный', 'place': 'hamlet', 'population': '0', 'population:date': '2002', 'wikidata': 'Q4099836'}"
"node"	2014295590	"Маяк Ловцова"			""	"Maiak Lovtsova"	"Maiak Lovtsova"	"Q4286366"	"name:ja=安渡移矢岬"	"{'name': 'Маяк Ловцова', 'name:ja': '安渡移矢岬', 'oktmo:user': 'yes', 'place': 'locality', 'wikidata': 'Q4286366', 'wikipedia': 'ru:Маяк Ловцова'}"
"node"	2014295589	"Застава Докучаева"			""	"Zàstava Dokutxàieva"	"Zàstava Dokutxàieva"	"Q4188208"	""	"{'name': 'Застава Докучаева', 'oktmo:user': 'yes', 'place': 'locality', 'wikidata': 'Q4188208', 'wikipedia': 'ru:Застава Докучаева'}"
"node"	360790488	"Корсаков"			"Poroantomari;Otomari;Korusakofu;Korskov;Odomari"	"Korsakov"	""	"Q155331"	"name:de=Korsakow, name:en=Korsakov, name:ja=コルサコフ, name:ru=Корсаков"	"{'addr:country': 'RU', 'addr:district': 'Корсаковский городской округ', 'addr:region': 'Сахалинская область', 'alt_name': 'Poroantomari;Otomari;Korusakofu;Korskov;Odomari', 'name': 'Корсаков', 'name:de': 'Korsakow', 'name:en': 'Korsakov', 'name:ja': 'コルサコフ', 'name:ru': 'Корсаков', 'official_status': 'ru:город', 'old_name:ja': '大泊', 'place': 'town', 'population': '33203', 'population:date': '2018-01-01', 'source': 'NGA GNS', 'wikidata': 'Q155331', 'wikipedia': 'ru:Корсаков (город)'}"
"node"	1804976512	"Поречье"			""	"Porétxie (Uglegorsk)"	"Porétxie (Uglegorsk)"	"Q4373015"	""	"{'name': 'Поречье', 'place': 'village', 'population': '290', 'population:date': '2013-08-17', 'wikidata': 'Q4373015', 'wikipedia': 'ru:Поречье (Углегорский муниципальный район)'}"
"node"	1473005423	"Приозёрное"			""	"Prioziórnoie (Sakhalín)"	"Prioziórnoie (Sakhalín)"	"Q4378946"	""	"{'name': 'Приозёрное', 'oktmo:user': 'yes', 'place': 'locality', 'wikidata': 'Q4378946', 'wikipedia': 'ru:Приозёрное (Сахалинская область)'}"
"node"	1985838873	"Белые Ключи"			""	"Bélie Kliutxi"	"Bélie Kliutxi"	"Q4083000"	""	"{'name': 'Белые Ключи', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'population:date': '2002', 'wikidata': 'Q4083000', 'wikipedia': 'ru:Белые Ключи (Сахалинская область)'}"
"node"	2809248736	"Майское"			""	"Màiskoie (Sakhalín)"	"Màiskoie (Sakhalín)"	"Q4275133"	""	"{'name': 'Майское', 'place': 'hamlet', 'population': '99', 'population:date': '2013-08-17', 'wikidata': 'Q4275133', 'wikipedia': 'ru:Майское (Сахалинская область)'}"
"node"	2809248738	"Трудовое"			""	"Trudovoie (Sakhalín)"	"Trudovoie (Sakhalín)"	"Q4464359"	""	"{'name': 'Трудовое', 'place': 'hamlet', 'population': '44', 'population:date': '2013-08-17', 'wikidata': 'Q4464359', 'wikipedia': 'ru:Трудовое (Сахалинская область)'}"
"node"	2809248737	"Соболиное"			""	"Sobolínoie"	"Sobolínoie"	"Q4425884"	""	"{'name': 'Соболиное', 'place': 'hamlet', 'population': '16', 'population:date': '2013-08-17', 'wikidata': 'Q4425884', 'wikipedia': 'ru:Соболиное'}"
"node"	3011767665	"Виахту"			""	"Viakhtu"	"Viakhtu"	"Q4110479"	""	"{'name': 'Виахту', 'place': 'hamlet', 'wikidata': 'Q4110479', 'wikipedia': 'ru:Виахту'}"
"relation"	1778078	"Анивский городской округ"			""	"raion d'Aniva"	""	"Q904512"	"name:en=Anivsky District, name:ja=アニワ管区"	"{'admin_level': '6', 'boundary': 'administrative', 'name': 'Анивский городской округ', 'name:en': 'Anivsky District', 'name:ja': 'アニワ管区', 'official_status': 'ru:городской округ', 'type': 'boundary', 'wikidata': 'Q904512', 'wikipedia': 'ru:Анивский район'}"
"relation"	14102287	"北方四島"			""	"Conflicte de les Kurils"	"Conflicte de les Kurils"	"Q389717"	"name:en=Kuril Islands Disputed Territories, name:ru=Южные Курильские острова, name:zh=南千岛群岛"	"{'admin_level': '2', 'boundary': 'disputed', 'claimed_by': 'JP', 'name': '北方四島', 'name:en': 'Kuril Islands Disputed Territories', 'name:ru': 'Южные Курильские острова', 'name:zh': '南千岛群岛', 'source': 'https://www.mofa.go.jp/mofaj/area/hoppo/hoppo.html', 'type': 'boundary', 'wikidata': 'Q389717', 'wikipedia': 'en:Kuril_Islands_dispute'}"
"relation"	1778091	"Углегорский городской округ"			""	"raion d'Uglegorsk"	""	"Q1655546"	"name:en=Uglegorsky District, name:ru=Углегорский городской округ"	"{'admin_level': '6', 'boundary': 'administrative', 'name': 'Углегорский городской округ', 'name:en': 'Uglegorsky District', 'name:ru': 'Углегорский городской округ', 'type': 'boundary', 'wikidata': 'Q1655546', 'wikipedia': 'ru:Углегорский район'}"
