"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(85617);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	8004379093	"Т-62"			""	"T-62, T62"	"T-62"	"Q207618"	""	"{'historic': 'memorial', 'inscription': 'Т-62 советский средний танк', 'memorial': 'vehicle', 'name': 'Т-62', 'wikidata': 'Q207618', 'wikipedia': 'ru:Т-62'}"
"node"	1667974039	"Михеевское"			""	"Mikhéievskoie"	"Mikhéievskoie"	"Q20128804"	""	"{'name': 'Михеевское', 'place': 'hamlet', 'population': '12', 'population:date': '2010', 'wikidata': 'Q20128804', 'wikipedia': 'ru:Михеевское (Ивановская область)'}"
"node"	1363402102	"Смердово"			""	"Smerdovo"	"Smerdovo"	"Q20637779"	""	"{'name': 'Смердово', 'place': 'hamlet', 'population': '12', 'population:date': '2010', 'wikidata': 'Q20637779', 'wikipedia': 'ru:Смердово (Ивановская область)'}"
"node"	1667974025	"Жуковицы"			""	"Jukovitsi"	"Jukovitsi"	"Q20122078"	""	"{'name': 'Жуковицы', 'place': 'hamlet', 'population': '8', 'population:date': '2010', 'wikidata': 'Q20122078', 'wikipedia': 'ru:Жуковицы'}"
"node"	940063656	"Афанасово"			""	"Afanàssovo"	"Afanàssovo"	"Q27555507"	""	"{'addr:country': 'RU', 'addr:district': 'Лежневский район', 'addr:region': 'Ивановская область', 'gns:modify_date': '2009-06-23', 'name': 'Афанасово', 'place': 'hamlet', 'population': '43', 'population:date': '2010', 'source': 'GNS, IRS', 'source:id': '6617974', 'wikidata': 'Q27555507', 'wikipedia': 'ru:Афанасово (Лежневское сельское поселение)'}"
"node"	1689215398	"Клементьево"			""	"Kleméntievo"	"Kleméntievo"	"Q20122296"	""	"{'name': 'Клементьево', 'place': 'hamlet', 'wikidata': 'Q20122296', 'wikipedia': 'ru:Клементьево (Ивановская область)'}"
"node"	1394090993	"Ухтохма"			""	"Ukhtokhma"	"Ukhtokhma"	"Q18923928"	""	"{'name': 'Ухтохма', 'place': 'village', 'population': '440', 'population:date': '2010', 'wikidata': 'Q18923928', 'wikipedia': 'ru:Ухтохма (село)'}"
"node"	1370679339	"Маслово"			""	"Màslovo"	"Màslovo"	"Q24070734"	""	"{'name': 'Маслово', 'place': 'hamlet', 'wikidata': 'Q24070734', 'wikipedia': 'ru:Маслово (Лежневский район)'}"
"node"	940064693	"Чистополье"			""	"Txistopólie"	"Txistopólie"	"Q20146855"	""	"{'addr:country': 'RU', 'addr:district': 'Лежневский район', 'addr:region': 'Ивановская область', 'gns:modify_date': '2009-06-23', 'name': 'Чистополье', 'place': 'isolated_dwelling', 'population': '10', 'population:date': '2010', 'source': 'IRS', 'source:id': '11097156', 'wikidata': 'Q20146855', 'wikipedia': 'ru:Чистополье (Ивановская область)'}"
"node"	1506129328	"Коровиха"			""	"Korovikha"	"Korovikha"	"Q20122393"	""	"{'name': 'Коровиха', 'place': 'hamlet', 'population': '340', 'population:date': '2010', 'wikidata': 'Q20122393', 'wikipedia': 'ru:Коровиха (Ивановская область)'}"
"node"	1394090992	"Сабиново"			""	"Sabínovo"	"Sabínovo"	"Q19886873"	""	"{'name': 'Сабиново', 'place': 'village', 'wikidata': 'Q19886873', 'wikipedia': 'ru:Сабиново'}"
"node"	1506129327	"Житково"			""	"Jítkovo"	"Jítkovo"	"Q20636579"	""	"{'name': 'Житково', 'place': 'hamlet', 'wikidata': 'Q20636579', 'wikipedia': 'ru:Житково (Ивановская область)'}"
"node"	694059849	"Чернцы"			""	"Txerntsi"	"Txerntsi"	"Q4514235"	""	"{'addr:country': 'RU', 'addr:district': 'Лежневский район', 'addr:region': 'Ивановская область', 'name': 'Чернцы', 'place': 'village', 'wikidata': 'Q4514235', 'wikipedia': 'ru:Чернцы (Лежневский район)'}"
"node"	694059954	"Шилыково"			""	"Xilíkovo"	"Xilíkovo"	"Q19691437"	""	"{'addr:country': 'RU', 'addr:district': 'Лежневский район', 'addr:region': 'Ивановская область', 'name': 'Шилыково', 'place': 'village', 'wikidata': 'Q19691437', 'wikipedia': 'ru:Шилыково (Ивановская область)'}"
"node"	1357911832	"Златоуст"			""	"Zlatoüst (Ivànovo)"	"Zlatoüst (Ivànovo)"	"Q20122152"	""	"{'addr:country': 'RU', 'addr:district': 'Лежневский район', 'addr:region': 'Ивановская область', 'name': 'Златоуст', 'place': 'hamlet', 'wikidata': 'Q20122152', 'wikipedia': 'ru:Златоуст (Ивановская область)'}"
"node"	6343642092	"Церковь бывшая Ильинская"			""	"Alexander Kaminsky"	""	"Q1748257"	""	"{'addr:city': 'Иваново', 'addr:housenumber': '19А', 'addr:street': 'улица Кольцова', 'architect': 'А.С.Каминский', 'description': 'Выявленный объект культурного наследия ""Церковь бывшая Ильинская"" г.Иваново, Кольцова ул., 19а', 'heritage': '6', 'heritage:website': 'http://culture37.ru/?architector=%d0%ba%d0%b0%d0%bc%d0%b8%d0%bd%d1%81%d0%ba%d0%b8%d0%b9-%d0%b0-%d1%81', 'name': 'Церковь бывшая Ильинская', 'tourism': 'yes', 'website': 'http://culture37.ru/?object=%d1%86%d0%b5%d1%80%d0%ba%d0%be%d0%b2%d1%8c-%d0%b1%d1%8b%d0%b2%d1%88%d0%b0%d1%8f-%d0%b8%d0%bb%d1%8c%d0%b8%d0%bd%d1%81%d0%ba%d0%b0%d1%8f', 'wikidata': 'Q1748257', 'wikipedia': 'ru:Каминский, Александр Степанович'}"
