"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(108082);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	4628584518	"Геннадий Петрович Козодоев"			""	"Bril·liàntovaia rukà, The Diamond Arm"	"Bril·liàntovaia rukà"	"Q1999930"	""	"{'artwork_type': 'statue', 'name': 'Геннадий Петрович Козодоев', 'start_date': '2010.11.06', 'tourism': 'artwork', 'wikidata': 'Q1999930', 'wikipedia': 'ru:Бриллиантовая рука'}"
"node"	6007855888	"мыс Агрия"			""	"Sanatória Àgria"	"Sanatória Àgria"	"Q4057088"	""	"{'name': 'мыс Агрия', 'place': 'locality', 'wikidata': 'Q4057088', 'wikipedia': 'ru:Посёлок санатория «Агрия»'}"
"node"	3253532329	"посёлок турбазы \"Приморская\""			"турбазы \"Приморская\""	"Turbazi Primórskaia"	"Turbazi Primórskaia"	"Q4465729"	""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:region': 'Краснодарский край', 'alt_name': 'турбазы \"Приморская\"', 'name': 'посёлок турбазы \"Приморская\"', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '157', 'wikidata': 'Q4465729', 'wikipedia': 'ru:Турбазы «Приморская»'}"
"node"	3253516397	"посёлок базы отдыха \"Ласточка\""			"базы отдыха \"Ласточка\""	"Bazi Ótdikha Làstotxka"	"Bazi Ótdikha Làstotxka"	"Q430807"	""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:region': 'Краснодарский край', 'alt_name': 'базы отдыха \"Ласточка\"', 'fire_rank': '1bis', 'name': 'посёлок базы отдыха \"Ласточка\"', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '47', 'wikidata': 'Q430807', 'wikipedia': 'ru:Посёлок базы отдыха «Ласточка»'}"
"node"	3253767757	"посёлок спортлагеря \"Электрон\""			"спортлагеря \"Электрон\""	"Sportlàgueria Elektron"	"Sportlàgueria Elektron"	"Q4438174"	""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:region': 'Краснодарский край', 'alt_name': 'спортлагеря \"Электрон\"', 'name': 'посёлок спортлагеря \"Электрон\"', 'note': 'Похоже олдскульное название и по факту такого места уже нет', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'wikidata': 'Q4438174', 'wikipedia': 'ru:Спортлагеря «Электрон»'}"
"node"	3128099125	"посёлок пансионата \"Небуг\""			"пансионата \"Небуг\""	"Pansionata Nébug"	"Pansionata Nébug"	"Q4344250"	""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:region': 'Краснодарский край', 'addr:subdistrict': 'Небугское сельское поселение', 'alt_name': 'пансионата \"Небуг\"', 'name': 'посёлок пансионата \"Небуг\"', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'wikidata': 'Q4344250', 'wikipedia': 'ru:Посёлок Пансионата «Небуг»'}"
"node"	3253504200	"посёлок пансионата \"Весна\""			"пансионата \"Весна\""	"Vesnà"	"Vesnà"	"Q4109499"	"official_name=посёлок пансионата \"Весна\""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:postcode': '352812', 'addr:region': 'Краснодарский край', 'addr:subdistrict': 'Шепсинское сельское поселение', 'alt_name': 'пансионата \"Весна\"', 'name': 'посёлок пансионата \"Весна\"', 'official_name': 'посёлок пансионата \"Весна\"', 'official_status': 'ru:посёлок', 'oktmo:user': '03655415126', 'place': 'hamlet', 'wikidata': 'Q4109499', 'wikipedia': 'ru:Весна (Краснодарский край)'}"
"node"	1140433893	"посёлок пансионата \"Южный\""			"пансионата \"Южный\""	"Iujni (Xepsi), Iujni"	"Iujni (Xepsi)"	"Q4534095"	"official_name=посёлок пансионата \"Южный\""	"{'addr:country': 'RU', 'addr:district': 'Туапсинский район', 'addr:postcode': '352813', 'addr:region': 'Краснодарский край', 'addr:subdistrict': 'Шепсинское сельское поселение', 'alt_name': 'пансионата \"Южный\"', 'name': 'посёлок пансионата \"Южный\"', 'official_name': 'посёлок пансионата \"Южный\"', 'official_status': 'ru:посёлок', 'okato:user': '03255815003', 'oktmo:user': '03655415136', 'place': 'village', 'population': '539', 'wikidata': 'Q4534095', 'wikipedia': 'ru:Посёлок пансионата «Южный»'}"
"node"	3137413419	"посёлок Овощной отделения № 2 совхоза \"Челбасский\""			"Овощной отделения № 2 совхоза \"Челбасский\""	"Ovosxnoi"	"Ovosxnoi"	"Q4330752"	"official_name=посёлок Овощной отделения № 2 совхоза \"Челбасский\""	"{'alt_name': 'Овощной отделения № 2 совхоза \"Челбасский\"', 'name': 'посёлок Овощной отделения № 2 совхоза \"Челбасский\"', 'official_name': 'посёлок Овощной отделения № 2 совхоза \"Челбасский\"', 'official_status': 'ru:посёлок', 'oktmo:user': '03654402136', 'place': 'hamlet', 'wikidata': 'Q4330752', 'wikipedia': 'ru:Овощной отделения № 2 совхоза «Челбасский»'}"
