"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(81995);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	2928868665	"Улемец"			""	"Ulémets"	"Ulémets"	"Q21673766"	""	"{'name': 'Улемец', 'place': 'village', 'wikidata': 'Q21673766', 'wikipedia': 'ru:Улемец'}"
"node"	2928868663	"Судимир"			""	"Sudimir"	"Sudimir"	"Q21673524"	""	"{'name': 'Судимир', 'place': 'village', 'wikidata': 'Q21673524', 'wikipedia': 'ru:Судимир (деревня)'}"
"node"	1843232753	"Орля"			""	"Órlia"	"Órlia"	"Q21672242"	""	"{'name': 'Орля', 'place': 'hamlet', 'wikidata': 'Q21672242', 'wikipedia': 'ru:Орля (Жиздринский район)'}"
"node"	1843232755	"Яровщина"			""	"Iarovsxina"	"Iarovsxina"	"Q21854740"	""	"{'name': 'Яровщина', 'place': 'hamlet', 'wikidata': 'Q21854740', 'wikipedia': 'ru:Яровщина (Калужская область)'}"
"node"	1843232754	"Песочня"			""	"Pessótxnia"	"Pessótxnia"	"Q21672416"	""	"{'name': 'Песочня', 'place': 'hamlet', 'wikidata': 'Q21672416', 'wikipedia': 'ru:Песочня (Жиздринский район)'}"
"node"	2430352627	"Щигры"			""	"Sxigri"	"Sxigri"	"Q4529077"	""	"{'name': 'Щигры', 'place': 'hamlet', 'wikidata': 'Q4529077', 'wikipedia': 'ru:Щигры (Жиздринский район)'}"
"node"	736164876	"Зикеево"			""	"Zikéievo"	"Zikéievo"	"Q27561585"	""	"{'name': 'Зикеево', 'official_status': 'ru:село', 'place': 'village', 'wikidata': 'Q27561585', 'wikipedia': 'ru:Зикеево (село, Калужская область)'}"
"node"	1886516022	"Полюдово"			""	"Poliúdovo"	"Poliúdovo"	"Q21853156"	""	"{'name': 'Полюдово', 'place': 'village', 'wikidata': 'Q21853156', 'wikipedia': 'ru:Полюдово (Калужская область)'}"
"node"	2716613829	"Оселье"			""	"Ossélie (Kaluga)"	"Ossélie (Kaluga)"	"Q21852835"	""	"{'name': 'Оселье', 'place': 'hamlet', 'wikidata': 'Q21852835', 'wikipedia': 'ru:Оселье (Калужская область)'}"
"node"	2716613833	"Павлиново"			""	"Pàvlinovo"	"Pàvlinovo"	"Q27576021"	"int_name=Pavlinovo"	"{'full_name': 'деревня Павлиново', 'int_name': 'Pavlinovo', 'name': 'Павлиново', 'official_status': 'ru:деревня', 'place': 'hamlet', 'wikidata': 'Q27576021', 'wikipedia': 'ru:Павлиново (деревня, Калужская область)'}"
"node"	2716613914	"Холмовая"			""	"Kholmovaia"	"Kholmovaia"	"Q21854400"	""	"{'name': 'Холмовая', 'place': 'isolated_dwelling', 'wikidata': 'Q21854400', 'wikipedia': 'ru:Холмовая (Калужская область)'}"
"node"	2715371111	"Морозово"			""	"Morózovo"	"Morózovo"	"Q4303097"	""	"{'name': 'Морозово', 'place': 'hamlet', 'wikidata': 'Q4303097', 'wikipedia': 'ru:Морозово (Спас-Деменский район)'}"
"node"	2715176861	"Марково"			""	"Màrkovo (Kaluga)"	"Màrkovo (Kaluga)"	"Q21670739"	""	"{'name': 'Марково', 'place': 'hamlet', 'wikidata': 'Q21670739', 'wikipedia': 'ru:Марково (Спас-Деменский район)'}"
"node"	2715176880	"Ртинка"			""	"Rtinka"	"Rtinka"	"Q21672976"	""	"{'abandoned:place': 'hamlet', 'name': 'Ртинка', 'oktmo:user': 'yes', 'place': 'locality', 'wikidata': 'Q21672976', 'wikipedia': 'ru:Ртинка'}"
"node"	2715371112	"Наумово"			""	"Naumovo"	"Naumovo"	"Q14621266"	"int_name=Naumovo"	"{'int_name': 'Naumovo', 'name': 'Наумово', 'place': 'hamlet', 'wikidata': 'Q14621266', 'wikipedia': 'ru:Наумово (Спас-Деменский район)'}"
"node"	2715176887	"Чипляево"			""	"Txipliàievo"	"Txipliàievo"	"Q21674119"	"int_name=Chiplyaevo"	"{'int_name': 'Chiplyaevo', 'name': 'Чипляево', 'place': 'village', 'wikidata': 'Q21674119', 'wikipedia': 'ru:Чипляево'}"
"node"	2715176875	"Пустая"			""	"Pústaia"	"Pústaia"	"Q21853294"	""	"{'name': 'Пустая', 'place': 'village', 'wikidata': 'Q21853294', 'wikipedia': 'ru:Пустая (Калужская область)'}"
"node"	1546872651	"Еленский"			""	"Ellenskij"	""	"Q4174718"	""	"{'name': 'Еленский', 'place': 'village', 'wikidata': 'Q4174718', 'wikipedia': 'ru:Еленский (Калужская область)'}"
"node"	836513692	"Дудоровский"			""	"Dudorovskij"	""	"Q4170305"	""	"{'addr:country': 'RU', 'addr:district': 'Ульяновский район', 'addr:region': 'Калужская область', 'name': 'Дудоровский', 'place': 'village', 'wikidata': 'Q4170305', 'wikipedia': 'ru:Дудоровский'}"
"node"	3168217470	"Вейно"			""	"Vejno"	""	"Q21846311"	""	"{'name': 'Вейно', 'place': 'hamlet', 'wikidata': 'Q21846311', 'wikipedia': 'ru:Вейно (Калужская область)'}"
"node"	836446980	"Волконское"			""	"Volkonskoe"	""	"Q14620816"	""	"{'gns:modify_date': '2000-04-06', 'name': 'Волконское', 'place': 'village', 'source': 'GNS', 'source:id': '-4253905', 'wikidata': 'Q14620816', 'wikipedia': 'ru:Волконское'}"
"node"	1878830588	"Оптина пустынь"			""	"Monestir d'Optina, monestir d'Optina"	"Monestir d'Optina"	"Q1225920"	""	"{'name': 'Оптина пустынь', 'place': 'locality', 'wikidata': 'Q1225920', 'wikipedia': 'ru:Оптина пустынь'}"
"node"	348724916	"Куровской"			""	"Kurovskoj"	""	"Q4248690"	""	"{'addr:country': 'RU', 'addr:district': 'городской округ Калуга', 'addr:region': 'Калужская область', 'name': 'Куровской', 'place': 'suburb', 'population': '3663', 'wikidata': 'Q4248690', 'wikipedia': 'ru:Куровской'}"
"node"	496113062	"Дугна"			""	"Dugna"	""	"Q4170077"	""	"{'addr:country': 'RU', 'addr:district': 'Ферзиковский район', 'addr:postcode': '249801', 'addr:region': 'Калужская область', 'name': 'Дугна', 'official_status': 'ru:посёлок городского типа', 'place': 'village', 'population': '729', 'wikidata': 'Q4170077', 'wikipedia': 'ru:Дугна'}"
"node"	506737598	"Шанский Завод"			""	"Šanskij Zavod"	""	"Q21674178"	"int_name=Shanskiy Zavod"	"{'addr:country': 'RU', 'addr:district': 'Износковский район', 'addr:region': 'Калужская область', 'int_name': 'Shanskiy Zavod', 'name': 'Шанский Завод', 'place': 'village', 'wikidata': 'Q21674178', 'wikipedia': 'ru:Шанский Завод'}"
"node"	514916806	"Михали"			""	"Mihali"	""	"Q21852362"	"int_name=Mikhali"	"{'addr:country': 'RU', 'addr:district': 'Износковский район', 'addr:region': 'Калужская область', 'int_name': 'Mikhali', 'name': 'Михали', 'place': 'village', 'wikidata': 'Q21852362', 'wikipedia': 'ru:Михали (Калужская область)'}"
"node"	471529858	"Передел"			""	"Peredel"	""	"Q21852950"	""	"{'addr:country': 'RU', 'addr:district': 'Медынский район', 'addr:region': 'Калужская область', 'name': 'Передел', 'place': 'village', 'wikidata': 'Q21852950', 'wikipedia': 'ru:Передел (Калужская область)'}"
