"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(112819);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	3259462645	"Мумра"			""	"Mumra, Astrakhan Oblast"	""	"Q4307054"	""	"{'name': 'Мумра', 'place': 'village', 'wikidata': 'Q4307054', 'wikipedia': 'ru:Мумра'}"
"way"	26213889	"Волга"			""	"Volga"	"Volga"	"Q626"	"int_name=Volga, name:de=Wolga, name:en=Volga River, name:fr=La Volga, name:lt=Volga, name:pl=Wołga, name:ru=Волга, name:sv=Volga, name:tt=Идел"	"{'CEMT': 'VIc', 'boat': 'yes', 'gvr:code': '08010100112110000000017', 'int_name': 'Volga', 'name': 'Волга', 'name:de': 'Wolga', 'name:en': 'Volga River', 'name:fr': 'La Volga', 'name:lt': 'Volga', 'name:pl': 'Wołga', 'name:ru': 'Волга', 'name:sv': 'Volga', 'name:tt': 'Идел', 'waterway': 'river', 'wikidata': 'Q626', 'wikipedia': 'en:Volga'}"
"way"	120451965	"Волга"			""	"Volga"	"Volga"	"Q626"	"int_name=Volga, name:de=Wolga, name:en=Volga, name:fr=La Volga, name:lt=Volga, name:pl=Wołga, name:ru=Волга, name:sv=Volga, name:tt=Идел"	"{'CEMT': 'VIc', 'boat': 'yes', 'gvr:code': '08010100112110000000017', 'int_name': 'Volga', 'name': 'Волга', 'name:de': 'Wolga', 'name:en': 'Volga', 'name:fr': 'La Volga', 'name:lt': 'Volga', 'name:pl': 'Wołga', 'name:ru': 'Волга', 'name:sv': 'Volga', 'name:tt': 'Идел', 'waterway': 'river', 'wikidata': 'Q626', 'wikipedia': 'en:Volga'}"
"relation"	3745454	"Asian Highway AH8"			""	"AH8"	""	"Q2813842"	"name:en=Asian Highway AH8, name:lt=Azijos Plentas AH8"	"{'description': 'Граница Финляндии — Торпиновка — Выборг — Санкт-Петербург — Москва — Тамбов ... Волгоград — Астрахань — Хасавюрт — Махачкала ... Сумгаит — Баку — Алят ... Астара ... Тегеран ... Бандер-Эмам', 'distance': '4718 km', 'int_ref': 'AH8', 'name': 'Asian Highway AH8', 'name:en': 'Asian Highway AH8', 'name:lt': 'Azijos Plentas AH8', 'network': 'AsianHighway', 'ref': 'AH8', 'route': 'road', 'type': 'route', 'wikidata': 'Q2813842', 'wikipedia': 'en:AH8'}"
"relation"	1789104	"European route E 119"			""	"E119"	"E119"	"Q2535163"	"name:en=European route E 119, name:fr=Route européenne E 119, name:nl=Europese route E119, name:sk=Európska cesta E 119"	"{'description': 'Moskva - Tambov - Povorino - Volgograd - Astrakhan - Makhachkala - Kuba - Baku - Alyat - Astara', 'description:fr': 'E 119 Moscou - Astara', 'name': 'European route E 119', 'name:en': 'European route E 119', 'name:fr': 'Route européenne E 119', 'name:nl': 'Europese route E119', 'name:sk': 'Európska cesta E 119', 'network': 'e-road', 'ref': 'E 119', 'route': 'road', 'type': 'route', 'wikidata': 'Q2535163'}"
"relation"	2574936	"Европейский маршрут E 40"			""	"E40"	"E40"	"Q327162"	"name:en=European route E 40, name:fr=Route européenne E 40, name:pl=Trasa europejska E 40, name:ru=Европейский маршрут E 40, name:uk=Європейський маршрут E40 (Russia)"	"{'description:fr': 'E 40 Calais - Astrakhan', 'name': 'Европейский маршрут E 40', 'name:en': 'European route E 40', 'name:fr': 'Route européenne E 40', 'name:pl': 'Trasa europejska E 40', 'name:ru': 'Европейский маршрут E 40', 'name:uk': 'Європейський маршрут E40 (Russia)', 'network': 'e-road', 'ref': 'E 40', 'route': 'road', 'section': 'Russia', 'type': 'route', 'wikidata': 'Q327162', 'wikipedia': 'en:European route E40'}"
"relation"	6476418	"European route E 40"			""	"E40"	"E40"	"Q327162"	"name:fr=Route européenne E 40, name:pl=Trasa europejska E 40, name:ru=Европейский маршрут E 40"	"{'name': 'European route E 40', 'name:fr': 'Route européenne E 40', 'name:pl': 'Trasa europejska E 40', 'name:ru': 'Европейский маршрут E 40', 'network': 'e-road', 'ref': 'E 40', 'route': 'road', 'section': 'Kazakhstan West', 'type': 'route', 'wikidata': 'Q327162', 'wikipedia': 'en:European route E40'}"
"relation"	7470543	"Atil"			""	"Itil, Atil, Atil-Khazaran"	"Itil"	"Q913429"	""	"{'historic': 'archaeological_site', 'historic:civilization': 'khazar', 'inscription': 'Alleged site of Atil, the ancient capital of Khazaria;Alegedge site of Atil, the capiltal of kazaria', 'name': 'Atil', 'type': 'multipolygon', 'wikidata': 'Q913429', 'wikipedia': 'en:Atil'}"
"relation"	5457162	"городское поселение Нариманов"			""	"Narimànov"	"Narimànov"	"Q163986"	"official_name=городское поселение Город Нариманов"	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Нариманов', 'official_name': 'городское поселение Город Нариманов', 'official_status': 'ru:городское поселение', 'type': 'boundary', 'wikidata': 'Q163986', 'wikipedia': 'ru:Городское поселение город Нариманов'}"
