"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(115106);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	854340658	"Ярцево"			""	"Jarcevo"	""	"hamlet"	"Q4539068"	""	"{'addr:country': 'RU', 'addr:district': 'Устюженский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Залесское сельское поселение', 'name': 'Ярцево', 'place': 'village', 'wikidata': 'Q4539068', 'wikipedia': 'ru:Ярцево (Залесское сельское поселение)'}"
"node"	1288152685	"Ярцево"			""	"Jarcevo"	""	"hamlet"	"Q4539066"	""	"{'addr:country': 'RU', 'addr:district': 'Бабаевский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Тороповское сельское поселение', 'name': 'Ярцево', 'place': 'hamlet', 'wikidata': 'Q4539066', 'wikipedia': 'ru:Ярцево (Бабаевский район)'}"
"node"	1292845884	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235410"	""	"{'addr:country': 'RU', 'addr:district': 'Бабаевский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Борисовское сельское поселение', 'name': 'Костино', 'official_status': 'ru:деревня', 'okato:user': '19205840012', 'oktmo:user': '19605408256', 'place': 'isolated_dwelling', 'wikidata': 'Q4235410', 'wikipedia': 'ru:Костино (Новостаринский сельсовет)'}"
"node"	1104310784	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235408"	""	"{'addr:country': 'RU', 'addr:district': 'Бабаевский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Борисовское сельское поселение', 'name': 'Костино', 'official_status': 'ru:деревня', 'okato:user': '19205836008', 'oktmo:user': '19605408251', 'place': 'hamlet', 'wikidata': 'Q4235408', 'wikipedia': 'ru:Костино (Новолукинский сельсовет)'}"
"node"	1217166574	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235418"	""	"{'addr:country': 'RU', 'addr:district': 'Череповецкий район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Мяксинское сельское поселение', 'name': 'Костино', 'okato:user': '19256864014', 'place': 'isolated_dwelling', 'wikidata': 'Q4235418', 'wikipedia': 'ru:Костино (Череповецкий район)'}"
"node"	1252681787	"Ярцево"			""	"Jarcevo"	""	"hamlet"	"Q4539073"	""	"{'addr:country': 'RU', 'addr:district': 'Череповецкий район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Абакановское сельское поселение', 'name': 'Ярцево', 'okato:user': '19256804041', 'place': 'hamlet', 'wikidata': 'Q4539073', 'wikipedia': 'ru:Ярцево (Череповецкий район)'}"
"node"	626513757	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235404"	""	"{'addr:country': 'RU', 'addr:district': 'Белозерский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Антушевское сельское поселение', 'name': 'Костино', 'place': 'hamlet', 'wikidata': 'Q4235404', 'wikipedia': 'ru:Костино (Гулинское сельское поселение)'}"
"node"	1378833891	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235415"	""	"{'addr:country': 'RU', 'addr:district': 'Вологодский район', 'addr:region': 'Вологодская область', 'addr:subdistrict': 'Спасское сельское поселение', 'name': 'Костино', 'place': 'hamlet', 'wikidata': 'Q4235415', 'wikipedia': 'ru:Костино (Спасское сельское поселение)'}"
"node"	825811937	"Костино"			""	"Kostino"	""	"hamlet"	"Q4235413"	""	"{'addr:country': 'RU', 'addr:district': 'Вологодский район', 'addr:region': 'Вологодская область', 'name': 'Костино', 'place': 'hamlet', 'wikidata': 'Q4235413', 'wikipedia': 'ru:Костино (Подлесное сельское поселение)'}"
