"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(72197);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	797799923	"Площево"			""	"Plósxevo (província de Vladímir), Ploshchevo"	"Plósxevo (província de Vladímir)"	"Q19830454"	""	"{'name': 'Площево', 'place': 'hamlet', 'wikidata': 'Q19830454', 'wikipedia': 'ru:Площево (Владимирская область)'}"
"node"	500267030	"Костино"			""	"Kostino"	""	"Q4235411"	""	"{'addr:country': 'RU', 'addr:district': 'Петушинский район', 'addr:region': 'Владимирская область', 'name': 'Костино', 'place': 'village', 'population': '909', 'population:date': '2010', 'wikidata': 'Q4235411', 'wikipedia': 'ru:Костино (Петушинский район)'}"
"node"	407868185	"Новосёлово"			""	"Novossiólovo"	""	"Q4325894"	""	"{'addr:country': 'RU', 'addr:district': 'Киржачский район', 'addr:region': 'Владимирская область', 'name': 'Новосёлово', 'place': 'village', 'population': '643', 'population:date': '2010', 'wikidata': 'Q4325894', 'wikipedia': 'ru:Новосёлово (Киржачский район)'}"
"node"	806402788	"Шиклово"			""	"Xiklovo"	""	"Q4523746"	""	"{'name': 'Шиклово', 'place': 'hamlet', 'wikidata': 'Q4523746', 'wikipedia': 'ru:Шиклово'}"
"node"	761093036	"Старая"			""	"Stàraia"	"Stàraia"	"Q19848512"	""	"{'addr:country': 'RU', 'addr:district': 'Кольчугинский район', 'addr:region': 'Владимирская область', 'name': 'Старая', 'place': 'hamlet', 'population': '13', 'population:date': '2010', 'wikidata': 'Q19848512', 'wikipedia': 'ru:Старая (Кольчугинский район)'}"
"node"	761087773	"Фомино"			""	"Fómino"	"Fómino"	"Q19848583"	""	"{'addr:country': 'RU', 'addr:district': 'Кольчугинский район', 'addr:region': 'Владимирская область', 'name': 'Фомино', 'place': 'hamlet', 'population': '0', 'population:date': '2010', 'wikidata': 'Q19848583', 'wikipedia': 'ru:Фомино (Кольчугинский район)'}"
"node"	761084268	"Алешки"			""	"Aleixki (Vladímir), Aleixki"	"Aleixki (Vladímir)"	"Q19848431"	""	"{'addr:country': 'RU', 'addr:district': 'Кольчугинский район', 'addr:region': 'Владимирская область', 'name': 'Алешки', 'place': 'hamlet', 'population': '4', 'population:date': '2010', 'wikidata': 'Q19848431', 'wikipedia': 'ru:Алешки (Владимирская область)'}"
"node"	761015447	"Литвиново"			""	"Litvínovo"	"Litvínovo"	"Q55658365"	""	"{'addr:country': 'RU', 'addr:district': 'Кольчугинский район', 'addr:region': 'Владимирская область', 'name': 'Литвиново', 'official_status': 'ru:деревня', 'okato:user': '17240832001', 'place': 'hamlet', 'population': '192', 'population:date': '2010', 'wikidata': 'Q55658365', 'wikipedia': 'ru:Литвиново (деревня, Владимирская область)'}"
"node"	440453437	"Алексино"			""	"Aléksino"	"Aléksino"	"Q19848430"	""	"{'addr:country': 'RU', 'addr:district': 'Кольчугинский район', 'addr:region': 'Владимирская область', 'name': 'Алексино', 'place': 'hamlet', 'population': '16', 'population:date': '2010', 'wikidata': 'Q19848430', 'wikipedia': 'ru:Алексино (Кольчугинский район)'}"
