"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(151228);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	3049004777	"Кулу"			""	"Kulú (Rússia)"	"Kulú (Rússia)"	"village"	"Q28483462"	""	"{'name': 'Кулу', 'official_status': 'ru:село', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'population:date': '2015-01-01', 'wikidata': 'Q28483462', 'wikipedia': 'ru:Кулу (Магаданская область)'}"
"node"	1823678489	"Аркагала"			""	"Arkagalà"	"Arkagalà"	"posyolok"	"Q27588464"	""	"{'name': 'Аркагала', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'population:date': '2010-10-14', 'wikidata': 'Q27588464', 'wikipedia': 'ru:Аркагала'}"
"node"	3045831633	"Яна"			""	"Iana (Magadan)"	"Iana (Magadan)"	"posyolok"	"Q18005261"	""	"{'name': 'Яна', 'place': 'hamlet', 'population': '115', 'population:date': '2010-10-14', 'wikidata': 'Q18005261', 'wikipedia': 'ru:Яна (Ольский район)'}"
"node"	3000119630	"Сплавная"			""	"Splàvnaia"	"Splàvnaia"	"posyolok"	"Q27588491"	""	"{'name': 'Сплавная', 'official_status': 'ru:посёлок', 'place': 'village', 'population': '343', 'population:date': '2013-01-01', 'wikidata': 'Q27588491', 'wikipedia': 'ru:Сплавная (Магаданская область)'}"
"node"	2893439917	"имени Матросова"			""	"Ímeni Matróssova"	"Ímeni Matróssova"	"posyolok"	"Q6355838"	""	"{'name': 'имени Матросова', 'place': 'locality', 'wikidata': 'Q6355838', 'wikipedia': 'ru:Посёлок имени Матросова'}"
"node"	2893439918	"имени Гастелло"			""	"Ímeni Gastel·lo"	"Ímeni Gastel·lo"	"posyolok"	"Q16015369"	""	"{'name': 'имени Гастелло', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '91', 'population:date': '2010-10-14', 'wikidata': 'Q16015369', 'wikipedia': 'ru:Посёлок имени Гастелло'}"
"node"	2387003200	"Омчак"			""	"Omtxak"	"Omtxak"	"posyolok"	"Q14545882"	""	"{'name': 'Омчак', 'official_status': 'ru:посёлок', 'place': 'village', 'population': '956', 'population:date': '2010-10-14', 'wikidata': 'Q14545882', 'wikipedia': 'ru:Омчак (посёлок)'}"
"node"	3048998662	"Транспортный"			""	"Trànsportni (Magadan)"	"Trànsportni (Magadan)"	"transport by country or region"	"Q28511554"	""	"{'name': 'Транспортный', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '156', 'population:date': '2010-10-14', 'wikidata': 'Q28511554', 'wikipedia': 'ru:Транспортный (Магаданская область)'}"
"node"	3030242479	"Хасын"			""	"Khassín"	"Khassín"	"posyolok"	"Q2373574"	""	"{'addr:country': 'RU', 'addr:region': 'Магаданская область', 'name': 'Хасын', 'official_status': 'ru:посёлок', 'place': 'village', 'population': '442', 'population:date': '2015-01-01', 'wikidata': 'Q2373574', 'wikipedia': 'ru:Хасын (Хасынский район)'}"
"node"	2286248104	"Мадаун"			""	"Madaun"	"Madaun"	"posyolok"	"Q13636142"	""	"{'name': 'Мадаун', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '139', 'population:date': '2015-01-01', 'wikidata': 'Q13636142', 'wikipedia': 'ru:Мадаун'}"
"node"	3711019175	"Эхбы"			""	"Ekhbi"	"Ekhbi"	"human settlement"	"Q47045426"	""	"{'name': 'Эхбы', 'place': 'locality', 'wikidata': 'Q47045426', 'wikipedia': 'ru:Эхбы'}"
