"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(151223);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	1469171473	"Видное"			""	"Vídnoie (Khabàrovsk)"	"Vídnoie (Khabàrovsk)"	"Q16107182"	""	"{'addr:country': 'RU', 'addr:district': 'Вяземский район', 'addr:region': 'Хабаровский край', 'name': 'Видное', 'place': 'village', 'population': '131', 'population:date': '2018-01-01', 'wikidata': 'Q16107182', 'wikipedia': 'ru:Видное (Хабаровский край)'}"
"node"	1364159734	"Таланджа"			""	"Talandja"	"Talandja"	"Q4450323"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:postcode': '682050', 'addr:region': 'Хабаровский край', 'name': 'Таланджа', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '84', 'population:date': '2012-01-01', 'wikidata': 'Q4450323', 'wikipedia': 'ru:Таланджа'}"
"node"	1364159729	"Зимовье"			""	"Zimóvie"	"Zimóvie"	"Q4192097"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:postcode': '682050', 'addr:region': 'Хабаровский край', 'name': 'Зимовье', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '79', 'population:date': '2012-01-01', 'wikidata': 'Q4192097', 'wikipedia': 'ru:Зимовье (Хабаровский край)'}"
"node"	1364159752	"Эхилкан"			""	"Ekhilkan"	"Ekhilkan"	"Q4533308"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'addr:subdistrict': 'Тырминское сельское поселение', 'name': 'Эхилкан', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '69', 'population:date': '2012-01-01', 'wikidata': 'Q4533308', 'wikipedia': 'ru:Эхилкан'}"
"node"	2992594661	"Таракелок"			""	"Tarakelok"	"Tarakelok"	"Q4451519"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Таракелок', 'official_status': 'ru:посёлок при станции', 'oktmo:user': 'yes', 'place': 'locality', 'population': '4', 'population:date': '2012-01-01', 'wikidata': 'Q4451519', 'wikipedia': 'ru:Таракелок'}"
"node"	2992594662	"142 км"			"казарма 142 км"	"Kazarma 142 km"	"Kazarma 142 km"	"Q4207974"	"name:ru=142 км, name:uk=142 км"	"{'alt_name': 'казарма 142 км', 'name': '142 км', 'name:ru': '142 км', 'name:uk': '142 км', 'official_status': 'ru:казарма', 'oktmo:user': 'yes', 'place': 'locality', 'population': '1', 'population:date': '2012-01-01', 'wikidata': 'Q4207974', 'wikipedia': 'ru:142 км (казарма)'}"
"node"	1469142913	"Аланап"			""	"Alanap"	"Alanap"	"Q4060491"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Аланап', 'official_status': 'ru:село', 'place': 'village', 'population': '214', 'population:date': '2012-01-01', 'wikidata': 'Q4060491', 'wikipedia': 'ru:Аланап'}"
"node"	2992599339	"Стройучасток"			""	"Stroiutxàstok"	"Stroiutxàstok"	"Q4444190"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'addr:subdistrict': 'Аланапское сельское поселение', 'name': 'Стройучасток', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '1', 'population:date': '2012-01-01', 'wikidata': 'Q4444190', 'wikipedia': 'ru:Стройучасток'}"
"node"	1471924238	"Мошка"			""	"Moixka"	"Moixka"	"Q4305281"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Мошка', 'official_status': 'ru:посёлок при станции', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'population:date': '2012-01-01', 'wikidata': 'Q4305281', 'wikipedia': 'ru:Мошка (посёлок при станции)'}"
"node"	1471924241	"Ушман"			""	"Uixman"	"Uixman"	"Q4479680"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Ушман', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '84', 'population:date': '2012-01-01', 'wikidata': 'Q4479680', 'wikipedia': 'ru:Ушман (посёлок при станции)'}"
"node"	1341004414	"Ягдынья"			""	"Iagdínia"	"Iagdínia"	"Q4536116"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:postcode': '682053', 'addr:region': 'Хабаровский край', 'name': 'Ягдынья', 'official_status': 'ru:посёлок при станции', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'population:date': '2012-01-01', 'source': 'VMap0,GIS-Lab.info', 'source:url': 'http://gis-lab.info/qa/vmap0-settl-rus.html', 'wikidata': 'Q4536116', 'wikipedia': 'ru:Ягдынья (посёлок при станции)'}"
"node"	655136549	"Этыркэн"			""	"Etirken"	"Etirken"	"Q4533157"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:postcode': '682095', 'addr:region': 'Хабаровский край', 'name': 'Этыркэн', 'official_status': 'ru:посёлок', 'place': 'village', 'population': '567', 'population:date': '2018-01-01', 'wikidata': 'Q4533157', 'wikipedia': 'ru:Этыркэн'}"
"node"	1341004426	"Чекунда"			""	"Txekunda"	"Txekunda"	"Q4508339"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:postcode': '682090', 'addr:region': 'Хабаровский край', 'name': 'Чекунда', 'official_status': 'ru:село', 'place': 'village', 'population': '204', 'population:date': '2012-01-01', 'wikidata': 'Q4508339', 'wikipedia': 'ru:Чекунда'}"
"node"	1841134651	"Лиственный"			""	"Lístvenni"	"Lístvenni"	"Q4263392"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Лиственный', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '0', 'population:date': '2014-01-01', 'wikidata': 'Q4263392', 'wikipedia': 'ru:Лиственный (Хабаровский край)'}"
"node"	1343179346	"Ургал"			""	"Urgal"	"Urgal"	"Q4476905"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Ургал', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '26', 'population:date': '2014-01-01', 'wikidata': 'Q4476905', 'wikipedia': 'ru:Ургал (посёлок)'}"
"node"	1343179668	"ЦЭС"			""	"TSES"	"TSES"	"Q4502988"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'ЦЭС', 'official_status': 'ru:посёлок', 'place': 'village', 'population': '990', 'population:date': '2014-01-01', 'wikidata': 'Q4502988', 'wikipedia': 'ru:ЦЭС (Хабаровский край)'}"
"node"	2992609160	"Весёлый"			""	"Vessioli (Khabàrovsk)"	"Vessioli (Khabàrovsk)"	"Q4109891"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Весёлый', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '50', 'population:date': '2012-01-01', 'wikidata': 'Q4109891', 'wikipedia': 'ru:Весёлый (Хабаровский край)'}"
"node"	1343179701	"Солони"			""	"Soloní"	"Soloní"	"Q4428355"	""	"{'addr:country': 'RU', 'addr:district': 'Верхнебуреинский район', 'addr:region': 'Хабаровский край', 'name': 'Солони', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'population': '246', 'population:date': '2012-01-01', 'wikidata': 'Q4428355', 'wikipedia': 'ru:Солони'}"
"node"	1466574354	"Перелесок"			""	"Pereléssok"	"Pereléssok"	"Q16015740"	""	"{'addr:country': 'RU', 'addr:district': 'Бикинский район', 'addr:region': 'Хабаровский край', 'name': 'Перелесок', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '24', 'population:date': '2012-01-01', 'wikidata': 'Q16015740', 'wikipedia': 'ru:Перелесок (Хабаровский край)'}"
"node"	1466574356	"Розенгартовка"			""	"Rozengàrtovka"	"Rozengàrtovka"	"Q16015905"	""	"{'addr:country': 'RU', 'addr:district': 'Бикинский район', 'addr:region': 'Хабаровский край', 'name': 'Розенгартовка', 'official_status': 'ru:посёлок при станции', 'place': 'hamlet', 'population': '196', 'population:date': '2012-01-01', 'wikidata': 'Q16015905', 'wikipedia': 'ru:Розенгартовка'}"
"node"	1466574355	"Пушкино"			""	"Púixkino (Khabàrovsk)"	"Púixkino (Khabàrovsk)"	"Q16015851"	""	"{'addr:country': 'RU', 'addr:district': 'Бикинский район', 'addr:region': 'Хабаровский край', 'name': 'Пушкино', 'official_status': 'ru:село', 'place': 'village', 'population': '446', 'population:date': '2018-01-01', 'wikidata': 'Q16015851', 'wikipedia': 'ru:Пушкино (Хабаровский край)'}"
"node"	1402884714	"Добролюбово"			""	"Dobroliúbovo"	"Dobroliúbovo"	"Q16015327"	""	"{'addr:country': 'RU', 'addr:district': 'Бикинский район', 'addr:region': 'Хабаровский край', 'name': 'Добролюбово', 'official_status': 'ru:село', 'place': 'village', 'population': '115', 'population:date': '2018-01-01', 'source': 'SPOT4', 'wikidata': 'Q16015327', 'wikipedia': 'ru:Добролюбово'}"
"node"	1402884813	"Снарский"			""	"Snarski"	"Snarski"	"Q18400902"	""	"{'addr:country': 'RU', 'addr:district': 'Вяземский район', 'addr:region': 'Хабаровский край', 'name': 'Снарский', 'place': 'hamlet', 'population': '14', 'population:date': '2012-01-01', 'source': 'SPOT4', 'wikidata': 'Q18400902', 'wikipedia': 'ru:Снарский (Хабаровский край)'}"
"node"	1402884760	"Глебово"			""	"Glébovo"	"Glébovo"	"Q16015184"	""	"{'addr:country': 'RU', 'addr:district': 'Вяземский район', 'addr:region': 'Хабаровский край', 'name': 'Глебово', 'place': 'village', 'population': '253', 'population:date': '2012-01-01', 'source': 'SPOT4', 'wikidata': 'Q16015184', 'wikipedia': 'ru:Глебово (Хабаровский край)'}"
