"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(72223);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"node"	1534390370	"Русановка"			""	"Russànovka"	"Russànovka"	"hamlet"	"Q19677155"	""	"{'name': 'Русановка', 'place': 'village', 'wikidata': 'Q19677155', 'wikipedia': 'ru:Русановка (Курская область)'}"
"node"	1534390620	"Новые Дворы"			""	"Nóvie Dvorí"	"Nóvie Dvorí"	"hamlet"	"Q19677151"	""	"{'name': 'Новые Дворы', 'place': 'hamlet', 'wikidata': 'Q19677151', 'wikipedia': 'ru:Новые Дворы (Курская область)'}"
"node"	1534934185	"Миленино"			""	"Milénino"	"Milénino"	"village"	"Q19677147"	""	"{'name': 'Миленино', 'place': 'village', 'wikidata': 'Q19677147', 'wikipedia': 'ru:Миленино (Курская область)'}"
"node"	1534390340	"Локтионово"			""	"Loktiónovo"	"Loktiónovo"	"hamlet"	"Q18787899"	""	"{'name': 'Локтионово', 'place': 'hamlet', 'wikidata': 'Q18787899', 'wikipedia': 'ru:Локтионово'}"
"node"	1449302460	"Молотычи"			""	"Molotitxí"	"Molotitxí"	"village"	"Q18790948"	""	"{'addr:country': 'RU', 'addr:region': 'Курская область', 'name': 'Молотычи', 'place': 'village', 'wikidata': 'Q18790948', 'wikipedia': 'ru:Молотычи'}"
"node"	1292895617	"Ржавец"			""	"Rjavets"	"Rjavets"	"hamlet"	"Q18798902"	""	"{'name': 'Ржавец', 'place': 'hamlet', 'wikidata': 'Q18798902', 'wikipedia': 'ru:Ржавец (Горшеченский район)'}"
"node"	1436351346	"Акуловка"			""	"Akulovka"	"Akulovka"	"khutor"	"Q19674227"	""	"{'name': 'Акуловка', 'place': 'hamlet', 'wikidata': 'Q19674227', 'wikipedia': 'ru:Акуловка (Курская область)'}"
"node"	1292895548	"Кунье"			""	"Kúnie"	"Kúnie"	"village"	"Q19674323"	""	"{'name': 'Кунье', 'place': 'village', 'population': '877', 'population:date': '2015', 'wikidata': 'Q19674323', 'wikipedia': 'ru:Кунье (Курская область)'}"
"node"	1436411483	"Шляховы Дворы"			""	"Xliakhovi Dvorí"	"Xliakhovi Dvorí"	"khutor"	"Q18807208"	""	"{'name': 'Шляховы Дворы', 'place': 'hamlet', 'wikidata': 'Q18807208', 'wikipedia': 'ru:Шляховы Дворы'}"
"node"	1436351568	"Баркаловка"			""	"Barkalovka"	"Barkalovka"	"hamlet"	"Q18766321"	""	"{'name': 'Баркаловка', 'place': 'hamlet', 'wikidata': 'Q18766321', 'wikipedia': 'ru:Баркаловка'}"
"node"	1445746491	"Федоровка"			""	"Fiódorovka (Kursk)"	"Fiódorovka (Kursk)"	"hamlet"	"Q18805017"	""	"{'name': 'Федоровка', 'place': 'hamlet', 'wikidata': 'Q18805017', 'wikipedia': 'ru:Фёдоровка (Горшеченский район)'}"
"node"	1432548701	"Каменка"			""	"Kàmenka (Kursk)"	"Kàmenka (Kursk)"	"hamlet"	"Q18779441"	""	"{'name': 'Каменка', 'place': 'hamlet', 'wikidata': 'Q18779441', 'wikipedia': 'ru:Каменка (Горшеченский район)'}"
"node"	1432549350	"Пятницкое"			""	"Piatnítskoie"	"Piatnítskoie"	"village"	"Q18798512"	""	"{'addr:country': 'RU', 'addr:district': 'Горшеченский район', 'addr:region': 'Курская область', 'name': 'Пятницкое', 'place': 'hamlet', 'wikidata': 'Q18798512', 'wikipedia': 'ru:Пятницкое (Курская область)'}"
"node"	1436351026	"Рындино"			""	"Rindino"	"Rindino"	"hamlet"	"Q18799544"	""	"{'addr:country': 'RU', 'addr:district': 'Горшеченский район', 'addr:region': 'Курская область', 'name': 'Рындино', 'place': 'hamlet', 'wikidata': 'Q18799544', 'wikipedia': 'ru:Рындино (Курская область)'}"
"node"	1436351167	"Отрада"			""	"Otrada (Kursk)"	"Otrada (Kursk)"	"hamlet"	"Q18794907"	""	"{'name': 'Отрада', 'place': 'hamlet', 'wikidata': 'Q18794907', 'wikipedia': 'ru:Отрада (Солдатский сельсовет)'}"
"node"	1440905547	"Ровенка"			""	"Rovenka (Kursk), Rovenka"	"Rovenka (Kursk)"	"hamlet"	"Q19686084"	""	"{'name': 'Ровенка', 'place': 'hamlet', 'wikidata': 'Q19686084', 'wikipedia': 'ru:Ровенка (Курская область)'}"
"node"	1435832686	"Верхние Борки"			""	"Vérkhnie Borki"	"Vérkhnie Borki"	"village"	"Q18770159"	""	"{'name': 'Верхние Борки', 'place': 'hamlet', 'wikidata': 'Q18770159', 'wikipedia': 'ru:Верхние Борки'}"
"node"	1431802958	"Богородицкое"			""	"Bogorodítskoie"	"Bogorodítskoie"	"village"	"Q18767316"	""	"{'name': 'Богородицкое', 'place': 'village', 'population': '336', 'wikidata': 'Q18767316', 'wikipedia': 'ru:Богородицкое (Горшеченский район)'}"
"node"	1440905200	"Просторное"			""	"Prostórnoie"	"Prostórnoie"	"hamlet"	"Q18798158"	""	"{'name': 'Просторное', 'place': 'hamlet', 'wikidata': 'Q18798158', 'wikipedia': 'ru:Просторное (Курская область)'}"
"node"	1440905360	"Тимофеевка"			""	"Timoféievka (Kursk)"	"Timoféievka (Kursk)"	"hamlet"	"Q18803697"	""	"{'name': 'Тимофеевка', 'place': 'hamlet', 'wikidata': 'Q18803697', 'wikipedia': 'ru:Тимофеевка (Курская область)'}"
"node"	1440905489	"Шеенка"			""	"Xéienka"	"Xéienka"	"hamlet"	"Q18806864"	""	"{'name': 'Шеенка', 'place': 'hamlet', 'wikidata': 'Q18806864', 'wikipedia': 'ru:Шеенка'}"
"node"	1440905301	"Ряполово"			""	"Riapolovo"	"Riapolovo"	"hamlet"	"Q19674406"	""	"{'name': 'Ряполово', 'place': 'hamlet', 'wikidata': 'Q19674406', 'wikipedia': 'ru:Ряполово (Курская область)'}"
"node"	1440905751	"Удобное"			""	"Udóbnoie (Kursk)"	"Udóbnoie (Kursk)"	"village"	"Q19674439"	""	"{'name': 'Удобное', 'place': 'village', 'wikidata': 'Q19674439', 'wikipedia': 'ru:Удобное (Курская область)'}"
"node"	1440905279	"Орловка"			""	"Orlovka (Kursk)"	"Orlovka (Kursk)"	"hamlet"	"Q18794595"	""	"{'name': 'Орловка', 'place': 'hamlet', 'wikidata': 'Q18794595', 'wikipedia': 'ru:Орловка (Горшеченский район)'}"
"node"	1436351255	"Сосновка"			""	"Sosnovka (Kursk)"	"Sosnovka (Kursk)"	"village"	"Q56308485"	""	"{'name': 'Сосновка', 'place': 'village', 'wikidata': 'Q56308485', 'wikipedia': 'ru:Сосновка (Курская область)'}"
"node"	1436350998	"Петровка"			""	"Petrovka (Gorxétxnoie), Petrovka (Kursk)"	"Petrovka (Gorxétxnoie)"	"hamlet"	"Q18795970"	""	"{'name': 'Петровка', 'place': 'hamlet', 'wikidata': 'Q18795970', 'wikipedia': 'ru:Петровка (Горшеченский район)'}"
"node"	1436350877	"Сомовка"			""	"Somovka"	"Somovka"	"hamlet"	"Q18801502"	""	"{'name': 'Сомовка', 'place': 'hamlet', 'wikidata': 'Q18801502', 'wikipedia': 'ru:Сомовка (Курская область)'}"
"node"	1436350804	"Решетовка"			""	"Reixetovka"	"Reixetovka"	"posyolok"	"Q19674389"	""	"{'name': 'Решетовка', 'place': 'hamlet', 'wikidata': 'Q19674389', 'wikipedia': 'ru:Решетовка (Курская область)'}"
"node"	1536482496	"Чапкино"			""	"Txapkino"	""	"hamlet"	"Q19677208"	""	"{'name': 'Чапкино', 'place': 'hamlet', 'wikidata': 'Q19677208', 'wikipedia': 'ru:Чапкино (Курская область)'}"
"node"	1431803421	"Соколовка"			""	"Sokolovka (Kursk)"	"Sokolovka (Kursk)"	"hamlet"	"Q18801365"	""	"{'name': 'Соколовка', 'place': 'hamlet', 'wikidata': 'Q18801365', 'wikipedia': 'ru:Соколовка (Горшеченский район)'}"
"node"	1431911363	"Частая Дубрава"			""	"Txàstaia Dubrava"	"Txàstaia Dubrava"	"hamlet"	"Q24638198"	""	"{'name': 'Частая Дубрава', 'place': 'isolated_dwelling', 'wikidata': 'Q24638198', 'wikipedia': 'ru:Частая Дубрава (Курская область)'}"
"node"	1464525049	"Лачиново"			""	"Latxínovo"	"Latxínovo"	"posyolok"	"Q18787199"	""	"{'name': 'Лачиново', 'place': 'village', 'wikidata': 'Q18787199', 'wikipedia': 'ru:Лачиново (Курская область)'}"
"node"	1464524451	"Бычок"			""	"Bitxok"	"Bitxok"	"village"	"Q19685691"	""	"{'name': 'Бычок', 'place': 'hamlet', 'wikidata': 'Q19685691', 'wikipedia': 'ru:Бычок (Курская область)'}"
"node"	1466943883	"Братская Бочаровка"			""	"Bràtskaia Botxarovka"	"Bràtskaia Botxarovka"	"hamlet"	"Q18768643"	""	"{'name': 'Братская Бочаровка', 'place': 'hamlet', 'wikidata': 'Q18768643', 'wikipedia': 'ru:Братская Бочаровка'}"
"node"	1466944002	"Алексеевка"			""	"Alekséievka (Kursk)"	"Alekséievka (Kursk)"	"hamlet"	"Q18765012"	""	"{'name': 'Алексеевка', 'place': 'hamlet', 'wikidata': 'Q18765012', 'wikipedia': 'ru:Алексеевка (Краснодолинский сельсовет)'}"
"node"	1440905444	"Бабанино"			""	"Babànino"	"Babànino"	"hamlet"	"Q19674235"	""	"{'abandoned': 'yes', 'name': 'Бабанино', 'oktmo:user': 'yes', 'place': 'locality', 'population': '0', 'wikidata': 'Q19674235', 'wikipedia': 'ru:Бабанино (Курская область)'}"
"node"	1471111689	"Васильевский"			""	"Vassilievski (Kursk)"	"Vassilievski (Kursk)"	"posyolok"	"Q18769615"	""	"{'addr:country': 'RU', 'addr:district': 'Касторенский район', 'addr:region': 'Курская область', 'name': 'Васильевский', 'place': 'hamlet', 'population': '50', 'wikidata': 'Q18769615', 'wikipedia': 'ru:Васильевский (Курская область)'}"
"node"	1471109185	"Качановка"			""	"Katxanovka"	"Katxanovka"	"hamlet"	"Q19675495"	""	"{'addr:country': 'RU', 'addr:district': 'Касторенский район', 'addr:region': 'Курская область', 'name': 'Качановка', 'place': 'hamlet', 'wikidata': 'Q19675495', 'wikipedia': 'ru:Качановка (Курская область)'}"
"node"	1471110404	"Гвоздевка"			""	"Gvózdevka"	"Gvózdevka"	"hamlet"	"Q19675432"	""	"{'name': 'Гвоздевка', 'place': 'hamlet', 'wikidata': 'Q19675432', 'wikipedia': 'ru:Гвоздевка (Курская область)'}"
"node"	1466741255	"Раздолье"			""	"Razdólie (Kursk)"	"Razdólie (Kursk)"	"village"	"Q18798580"	""	"{'name': 'Раздолье', 'place': 'hamlet', 'wikidata': 'Q18798580', 'wikipedia': 'ru:Раздолье (Касторенский район)'}"
"node"	1472005523	"Белогорье"			""	"Belogórie"	"Belogórie"	"posyolok"	"Q56308496"	""	"{'name': 'Белогорье', 'place': 'hamlet', 'wikidata': 'Q56308496', 'wikipedia': 'ru:Белогорье (Курская область)'}"
"node"	1472088509	"Бунино"			""	"Bunino (Kastórnoie)"	"Bunino (Kastórnoie)"	"hamlet"	"Q18768933"	""	"{'addr:country': 'RU', 'addr:district': 'Касторенский район', 'addr:region': 'Курская область', 'name': 'Бунино', 'place': 'hamlet', 'wikidata': 'Q18768933', 'wikipedia': 'ru:Бунино (Касторенский район)'}"
"node"	1464524594	"Орехово"			""	"Orékhovo (Kursk)"	"Orékhovo (Kursk)"	"village"	"Q18794566"	""	"{'name': 'Орехово', 'place': 'village', 'wikidata': 'Q18794566', 'wikipedia': 'ru:Орехово (Курская область)'}"
"node"	1471236303	"Плоское"			""	"Plóskoie (Kursk)"	"Plóskoie (Kursk)"	"hamlet"	"Q18796435"	""	"{'name': 'Плоское', 'place': 'hamlet', 'wikidata': 'Q18796435', 'wikipedia': 'ru:Плоское (Касторенский район)'}"
"node"	1471238362	"Владимировка"			""	"Vladímirovka (Kursk)"	"Vladímirovka (Kursk)"	"village"	"Q18770725"	""	"{'name': 'Владимировка', 'place': 'hamlet', 'wikidata': 'Q18770725', 'wikipedia': 'ru:Владимировка (Касторенский район)'}"
"node"	1471236479	"Заверх"			""	"Zaverkh"	"Zaverkh"	"khutor"	"Q18776982"	""	"{'name': 'Заверх', 'place': 'hamlet', 'wikidata': 'Q18776982', 'wikipedia': 'ru:Заверх'}"
"node"	1464524130	"Успенка"			""	"Úspenka (Kursk)"	"Úspenka (Kursk)"	"village"	"Q18804746"	""	"{'name': 'Успенка', 'place': 'village', 'wikidata': 'Q18804746', 'wikipedia': 'ru:Успенка (Касторенский район)'}"
"node"	1472089171	"Волжанчик"			""	"Voljàntxik"	"Voljàntxik"	"khutor"	"Q19905009"	""	"{'name': 'Волжанчик', 'place': 'hamlet', 'wikidata': 'Q19905009', 'wikipedia': 'ru:Волжанчик (хутор)'}"
"node"	1472088721	"Зубахин"			""	"Zubakhín"	"Zubakhín"	"khutor"	"Q18778137"	""	"{'name': 'Зубахин', 'place': 'hamlet', 'wikidata': 'Q18778137', 'wikipedia': 'ru:Зубахин'}"
"node"	1470734545	"Садовый"			""	"Sadovi (Kursk)"	"Sadovi (Kursk)"	"khutor"	"Q18799806"	""	"{'name': 'Садовый', 'place': 'hamlet', 'wikidata': 'Q18799806', 'wikipedia': 'ru:Садовый (Семёновский сельсовет)'}"
"node"	1470733854	"Горяиново"			""	"Goriàinovo"	"Goriàinovo"	"village"	"Q19675440"	""	"{'name': 'Горяиново', 'place': 'village', 'wikidata': 'Q19675440', 'wikipedia': 'ru:Горяиново (Курская область)'}"
"node"	1470734804	"Орлов"			""	"Orlov (Kursk)"	"Orlov (Kursk)"	"khutor"	"Q19693263"	""	"{'name': 'Орлов', 'place': 'hamlet', 'wikidata': 'Q19693263', 'wikipedia': 'ru:Орлов (Курская область)'}"
"node"	1468557999	"Агарчик"			""	"Agartxik"	"Agartxik"	"hamlet"	"Q18764575"	""	"{'name': 'Агарчик', 'place': 'hamlet', 'wikidata': 'Q18764575', 'wikipedia': 'ru:Агарчик'}"
"node"	1468559940	"Верхотопье"			""	"Verkhotópie"	"Verkhotópie"	"village"	"Q18770471"	""	"{'name': 'Верхотопье', 'place': 'hamlet', 'wikidata': 'Q18770471', 'wikipedia': 'ru:Верхотопье'}"
"relation"	2223656	"European route E 38"			""	"E38"	"E38"	"road"	"Q289474"	"name:de=Europastraße 38, name:en=European route E 38, name:fr=Route européenne E 38, name:nl=Europese route E38, name:pl=Trasa europejska E 38, name:ru=Европейский маршрут E 38, name:sk=Európska cesta E 38"	"{'addr:country': 'KZ', 'description': 'Glukhov - Kursk - Voronezh - Saratov - Uralsk - Aktobe - Karabutak - Aralsk - Novokazalinsk - Kzylorda - Shymkent', 'description:fr': 'E 38 Glukhov - Chimkent', 'name': 'European route E 38', 'name:de': 'Europastraße 38', 'name:en': 'European route E 38', 'name:fr': 'Route européenne E 38', 'name:nl': 'Europese route E38', 'name:pl': 'Trasa europejska E 38', 'name:ru': 'Европейский маршрут E 38', 'name:sk': 'Európska cesta E 38', 'network': 'e-road', 'note': 'WARNING: DO NOT DO AUTOMATIC SORTING IN RELATION EDITOR', 'ref': 'E 38', 'route': 'road', 'source': 'Bing', 'type': 'route', 'wikidata': 'Q289474', 'wikipedia': 'en:European route E38'}"
"relation"	125452	"European route E 101"			""	"E101"	"E101"	"road"	"Q2283567"	"name:de=Europastraße E101, name:en=European route E 101, name:fr=Route européenne E 101, name:nl=Europese route E101, name:ru=Европейский маршрут E 101, name:sk=Európska cesta E 101"	"{'description:fr': 'E 101 Moscou - Kiev', 'e-road:class': 'A-intermediate', 'name': 'European route E 101', 'name:de': 'Europastraße E101', 'name:en': 'European route E 101', 'name:fr': 'Route européenne E 101', 'name:nl': 'Europese route E101', 'name:ru': 'Европейский маршрут E 101', 'name:sk': 'Európska cesta E 101', 'network': 'e-road', 'ref': 'E 101', 'route': 'road', 'type': 'route', 'wikidata': 'Q2283567', 'wikipedia': 'en:European route E101'}"
"relation"	6266559	"European route E 391"			""	"E391"	"E391"	"road"	"Q693049"	"name:en=European route E 391, name:fr=Route européenne E 391, name:nl=Europese route E391"	"{'description:fr': 'E 391 Trosna - Hloukhiv', 'name': 'European route E 391', 'name:en': 'European route E 391', 'name:fr': 'Route européenne E 391', 'name:nl': 'Europese route E391', 'network': 'e-road', 'ref': 'E 391', 'route': 'road', 'type': 'route', 'wikidata': 'Q693049'}"
"relation"	1843598	"городское поселение Рыльск"			""	"Rilsk"	"Rilsk"	"city/town"	"Q193425"	""	"{'addr:country': 'RU', 'addr:district': 'Рыльский район', 'addr:region': 'Курская область', 'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Рыльск', 'type': 'boundary', 'wikidata': 'Q193425', 'wikipedia': 'ru:Рыльск'}"
"relation"	1809581	"городское поселение Обоянь"			""	"Oboian"	"Oboian"	"human settlement"	"Q72656"	""	"{'addr:country': 'RU', 'addr:district': 'Обоянский район', 'addr:region': 'Курская область', 'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Обоянь', 'official_status': 'ru:городское поселение', 'type': 'boundary', 'wikidata': 'Q72656', 'wikipedia': 'ru:Обоянь'}"
"relation"	1646091	"Фатежский район"			""	"raion de Fatej"	""	"municipal district"	"Q2181986"	"name:en=Fatezhsky District"	"{'addr:country': 'RU', 'addr:region': 'Курская область', 'admin_level': '6', 'boundary': 'administrative', 'name': 'Фатежский район', 'name:en': 'Fatezhsky District', 'official_status': 'ru:муниципальный район', 'type': 'boundary', 'wikidata': 'Q2181986', 'wikipedia': 'ru:Фатежский район'}"
"relation"	3117196	"Солдатский сельсовет"			""	"selsoviet de Soldàtskoie"	""	"rural settlement of Russia"	"Q4427641"	""	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'Солдатский сельсовет', 'type': 'boundary', 'wikidata': 'Q4427641', 'wikipedia': 'ru:Солдатский сельсовет (Фатежский район)'}"
"relation"	3348920	"городское поселение Фатеж"			""	"Fatej"	"Fatej"	"city/town"	"Q197356"	""	"{'addr:country': 'RU', 'addr:region': 'Курская область', 'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Фатеж', 'official_status': 'ru:городское поселение', 'type': 'boundary', 'wikidata': 'Q197356', 'wikipedia': 'ru:Фатеж'}"
"relation"	1646082	"Горшеченский район"			""	"districte de Gorshechensky"	""	"municipal district"	"Q2629931"	"name:en=Gorshechensky District"	"{'addr:country': 'RU', 'addr:region': 'Курская область', 'admin_level': '6', 'boundary': 'administrative', 'name': 'Горшеченский район', 'name:en': 'Gorshechensky District', 'official_status': 'ru:муниципальный район', 'type': 'boundary', 'website': 'http://gorshechr.rkursk.ru/', 'wikidata': 'Q2629931', 'wikipedia': 'ru:Горшеченский район'}"
"relation"	2692095	"Удобенский сельсовет"			""	"selsoviet d'Udóbnoie"	""	"rural settlement of Russia"	"Q19836508"	""	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'Удобенский сельсовет', 'population': '1002', 'type': 'boundary', 'wikidata': 'Q19836508', 'wikipedia': 'ru:Удобенский сельсовет'}"
"relation"	2696133	"городское поселение Горшечное"			""	"Gorxétxnoie"	"Gorxétxnoie"	"work settlement of Russia"	"Q4146016"	""	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Горшечное', 'official_status': 'ru:городское поселение', 'population': '6473', 'type': 'boundary', 'wikidata': 'Q4146016', 'wikipedia': 'ru:Горшечное'}"
"relation"	1925353	"Семёновский сельсовет"			""	"Semiónovski"	""	"rural settlement of Russia"	"Q20658609"	""	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'Семёновский сельсовет', 'type': 'boundary', 'wikidata': 'Q20658609', 'wikipedia': 'ru:Семёновский сельсовет (Курская область)'}"
