"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(115134);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	843324206	"Новый Утчан"			""	"Novi Uttxan"	"Novi Uttxan"	"Q4326831"	""	"{'gns:modify_date': '1998-06-02', 'name': 'Новый Утчан', 'place': 'hamlet', 'source': 'GNS', 'source:id': '6825097', 'wikidata': 'Q4326831', 'wikipedia': 'ru:Новый Утчан'}"
"node"	3971560110	"Серп"			""	"Serp (Rússia)"	"Serp (Rússia)"	"Q4417764"	""	"{'name': 'Серп', 'place': 'hamlet', 'wikidata': 'Q4417764', 'wikipedia': 'ru:Серп (деревня)'}"
"node"	4309208950	"Верхний Утчан"			""	"Verkhni Uttxan"	"Verkhni Uttxan"	"Q4108754"	""	"{'name': 'Верхний Утчан', 'place': 'hamlet', 'wikidata': 'Q4108754', 'wikipedia': 'ru:Верхний Утчан'}"
"node"	4309213539	"Мукшур"			""	"Mukxur"	"Mukxur"	"Q4306838"	""	"{'name': 'Мукшур', 'place': 'hamlet', 'wikidata': 'Q4306838', 'wikipedia': 'ru:Мукшур (Удмуртия)'}"
"node"	824394301	"Ромашкино"			""	"Romàixkino"	"Romàixkino"	"Q4397503"	""	"{'name': 'Ромашкино', 'place': 'hamlet', 'wikidata': 'Q4397503', 'wikipedia': 'ru:Ромашкино (Алнашский район)'}"
"node"	4309210164	"Казаково"			""	"Kazakovo"	"Kazakovo"	"Q4207597"	""	"{'name': 'Казаково', 'place': 'hamlet', 'wikidata': 'Q4207597', 'wikipedia': 'ru:Казаково (Алнашский район)'}"
"node"	3437859770	"Игенче"			""	"Iguentxe"	"Iguentxe"	"Q4197333"	""	"{'name': 'Игенче', 'place': 'hamlet', 'wikidata': 'Q4197333', 'wikipedia': 'ru:Игенче (Удмуртия)'}"
"node"	3971559981	"Шишкино"			""	"Xíxkino (Udmúrtia)"	"Xíxkino (Udmúrtia)"	"Q4524782"	""	"{'addr:subdistrict': 'Ромашкинское сельское поселение', 'name': 'Шишкино', 'place': 'hamlet', 'wikidata': 'Q4524782', 'wikipedia': 'ru:Шишкино (Удмуртия)'}"
"node"	3971556923	"Бокай"			""	"Bokai"	"Bokai"	"Q4090514"	""	"{'name': 'Бокай', 'place': 'hamlet', 'wikidata': 'Q4090514', 'wikipedia': 'ru:Бокай'}"
