"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(115100);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	581968210	"Среднеивкино"			""	"Sredneivkino"	""	"Q15379866"	""	"{'addr:country': 'RU', 'addr:district': 'Верхошижемский район', 'addr:region': 'Кировская область', 'name': 'Среднеивкино', 'place': 'village', 'wikidata': 'Q15379866', 'wikipedia': 'ru:Среднеивкино'}"
"node"	4687011196	"Вятка"			"подстанция Вятка"	"Kírov (província de Kírov), Kírov, Viatka (antigament), Khlinov (antigament)"	"Kírov (província de Kírov)"	"Q5384"	"official_name=подстанция Вятка"	"{'alt_name': 'подстанция Вятка', 'name': 'Вятка', 'official_name': 'подстанция Вятка', 'official_status': 'ru:подстанция', 'place': 'hamlet', 'wikidata': 'Q5384', 'wikipedia': 'ru:Киров (Кировская область)'}"
"node"	4435573779	"Автомобиль Itala 35/45 HP"			""	"Carrera Pequín-París, carrera Pequín-París"	"Carrera Pequín-París"	"Q2063038"	"name:en=Itala 35/45 HP automobile"	"{'artist_name': 'Elena Gurina, Eduard Gurin', 'artwork_type': 'sculpture', 'material': 'bronze', 'name': 'Автомобиль Itala 35/45 HP', 'name:en': 'Itala 35/45 HP automobile', 'tourism': 'artwork', 'wikidata': 'Q2063038', 'wikipedia': 'ru:Ралли Пекин — Париж#Памятники'}"
"node"	719066496	"Исаковцы"			""	"Issakovtsi"	""	"Q18779007"	""	"{'addr:country': 'RU', 'addr:district': 'Кирово-Чепецкий район', 'addr:region': 'Кировская область', 'name': 'Исаковцы', 'place': 'village', 'wikidata': 'Q18779007', 'wikipedia': 'ru:Исаковцы (Кирово-Чепецкий район)'}"
"node"	5166973424	"Кирс"			""	"Kirs"	""	"Q153636"	"name:de=Kirs, name:en=Kirs, name:ja=キルス, name:ru=Кирс"	"{'addr:country': 'RU', 'addr:postcode': '612820', 'addr:region': 'Кировская область', 'name': 'Кирс', 'name:de': 'Kirs', 'name:en': 'Kirs', 'name:ja': 'キルス', 'name:ru': 'Кирс', 'official_status': 'ru:город', 'oktmo:user': '33607101001', 'place': 'town', 'population': '9639', 'population:date': '2017', 'postal_code': '612820', 'website': 'http://www.kirscity.ru/', 'wikidata': 'Q153636', 'wikipedia': 'ru:Кирс'}"
"relation"	2824463	"Луза"			""	"Riu Luza"	"Riu Luza"	"Q1293972"	"name:en=Luza, name:ja=ルーザ川"	"{'destination': 'Юг', 'gvr:code': '03020100212103000011696', 'name': 'Луза', 'name:en': 'Luza', 'name:ja': 'ルーザ川', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q1293972', 'wikipedia': 'ru:Луза (река)'}"
"relation"	383753	"Уста"			""	"Usta"	"Usta"	"Q613482"	""	"{'destination': 'Ветлуга', 'gvr:code': '08010400212110000043045', 'name': 'Уста', 'status': 'река', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q613482', 'wikipedia': 'ru:Уста (река)'}"
"relation"	2921234	"Пижма"			""	"Pijma"	"Pijma"	"Q304530"	"name:ja=ピジマ川"	"{'destination': 'Вятка', 'gvr:code': '10010300412111100036375', 'name': 'Пижма', 'name:ja': 'ピジマ川', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q304530', 'wikipedia': 'ru:Пижма (приток Вятки)'}"
"relation"	14081768	"Молома"			""	"Riu Moloma"	"Riu Moloma"	"Q1029502"	"name:en=Moloma, name:ru=Молома"	"{'destination': 'Вятка', 'gvr:code': '10010300312111100034976', 'name': 'Молома', 'name:en': 'Moloma', 'name:ru': 'Молома', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q1029502', 'wikipedia': 'ru:Молома'}"
"relation"	2791984	"Летка"			""	"Letka"	"Letka"	"Q1821114"	"name:en=Letka, name:ru=Летка"	"{'destination': 'Вятка', 'gvr:code': '10010300212111100031600', 'name': 'Летка', 'name:en': 'Letka', 'name:ru': 'Летка', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q1821114', 'wikipedia': 'ru:Летка'}"
"relation"	3366107	"Немда"			""	"Nemdà"	"Nemdà"	"Q2632633"	""	"{'gvr:code': '10010300412111100037273', 'name': 'Немда', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q2632633', 'wikipedia': 'ru:Немда (приток Пижмы)'}"
