"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(145194);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	1381516821	"Кулада"			""	"Kulada"	"Kulada"	"Q15224632"	""	"{'name': 'Кулада', 'place': 'village', 'wikidata': 'Q15224632', 'wikipedia': 'ru:Кулада'}"
"node"	1381516926	"Озёрное"			""	"Oziórnoie (Altai)"	"Oziórnoie (Altai)"	"Q19686151"	""	"{'addr:country': 'RU', 'addr:district': 'Онгудайский район', 'addr:region': 'Республика Алтай', 'name': 'Озёрное', 'place': 'village', 'wikidata': 'Q19686151', 'wikipedia': 'ru:Озёрное (Онгудайский район)'}"
"node"	1460903523	"Нефтебаза"			"Туэкта"	"Neftebaza"	"Neftebaza"	"Q18791958"	""	"{'addr:country': 'RU', 'addr:district': 'Онгудайский район', 'addr:okato': '84220855002', 'addr:postcode': '649447', 'addr:region': 'Республика Алтай', 'addr:subdistrict': 'Теньгинское сельское поселение', 'alt_name': 'Туэкта', 'name': 'Нефтебаза', 'place': 'hamlet', 'population': '81', 'population:date': '2010-10-14', 'wikidata': 'Q18791958', 'wikipedia': 'ru:Нефтебаза (Республика Алтай)'}"
"node"	1460903518	"Каянча"			""	"Kaiantxa"	"Kaiantxa"	"Q4218390"	""	"{'name': 'Каянча', 'place': 'hamlet', 'wikidata': 'Q4218390', 'wikipedia': 'ru:Каянча (село)'}"
"way"	26588876	"Катунь"			""	"Katun, Katun'"	"Katun"	"Q723864"	"int_name=Katun, name:alt=Кадын, name:en=Katun, name:fr=Katoun, name:hu=Katuny, name:ja=カトゥニ川, name:lt=Katūnė, name:pl=Katuń, name:ru=Катунь"	"{'admin_level': '8', 'boundary': 'administrative', 'int_name': 'Katun', 'name': 'Катунь', 'name:alt': 'Кадын', 'name:en': 'Katun', 'name:fr': 'Katoun', 'name:hu': 'Katuny', 'name:ja': 'カトゥニ川', 'name:lt': 'Katūnė', 'name:pl': 'Katuń', 'name:ru': 'Катунь', 'waterway': 'river', 'wikidata': 'Q723864', 'wikipedia': 'lt:Katūnė'}"
"way"	25716899	"Катунь"			""	"Katun, Katun'"	"Katun"	"Q723864"	"int_name=Katun, name:alt=Кадын, name:en=Katun, name:fr=Katoun, name:hu=Katuny, name:ja=カトゥニ川, name:lt=Katūnė, name:pl=Katuń, name:ru=Катунь"	"{'int_name': 'Katun', 'name': 'Катунь', 'name:alt': 'Кадын', 'name:en': 'Katun', 'name:fr': 'Katoun', 'name:hu': 'Katuny', 'name:ja': 'カトゥニ川', 'name:lt': 'Katūnė', 'name:pl': 'Katuń', 'name:ru': 'Катунь', 'waterway': 'river', 'wikidata': 'Q723864', 'wikipedia': 'lt:Katūnė'}"
"way"	25956388	"Катунь"			""	"Katun, Katun'"	"Katun"	"Q723864"	"int_name=Katun, name:alt=Кадын, name:en=Katun, name:fr=Katoun, name:hu=Katuny, name:ja=カトゥニ川, name:lt=Katūnė, name:pl=Katuń, name:ru=Катунь"	"{'int_name': 'Katun', 'name': 'Катунь', 'name:alt': 'Кадын', 'name:en': 'Katun', 'name:fr': 'Katoun', 'name:hu': 'Katuny', 'name:ja': 'カトゥニ川', 'name:lt': 'Katūnė', 'name:pl': 'Katuń', 'name:ru': 'Катунь', 'waterway': 'river', 'wikidata': 'Q723864', 'wikipedia': 'lt:Katūnė'}"
"way"	119492580	"Катунь"			""	"Katun, Katun'"	"Katun"	"Q723864"	"int_name=Katun, name:alt=Кадын, name:en=Katun, name:fr=Katoun, name:hu=Katuny, name:ja=カトゥニ川, name:lt=Katūnė, name:pl=Katuń, name:ru=Катунь"	"{'int_name': 'Katun', 'name': 'Катунь', 'name:alt': 'Кадын', 'name:en': 'Katun', 'name:fr': 'Katoun', 'name:hu': 'Katuny', 'name:ja': 'カトゥニ川', 'name:lt': 'Katūnė', 'name:pl': 'Katuń', 'name:ru': 'Катунь', 'waterway': 'river', 'wikidata': 'Q723864', 'wikipedia': 'lt:Katūnė'}"
"way"	654212657	"Катунь"			""	"Katun, Katun'"	"Katun"	"Q723864"	"int_name=Katun, name:alt=Кадын, name:en=Katun, name:fr=Katoun, name:hu=Katuny, name:ja=カトゥニ川, name:lt=Katūnė, name:pl=Katuń, name:ru=Катунь"	"{'admin_level': '8', 'boundary': 'administrative', 'int_name': 'Katun', 'name': 'Катунь', 'name:alt': 'Кадын', 'name:en': 'Katun', 'name:fr': 'Katoun', 'name:hu': 'Katuny', 'name:ja': 'カトゥニ川', 'name:lt': 'Katūnė', 'name:pl': 'Katuń', 'name:ru': 'Катунь', 'waterway': 'river', 'wikidata': 'Q723864', 'wikipedia': 'lt:Katūnė'}"
