"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(2099216);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	882364615	"Подводная лодка \"К-21\""			""	"K-21, K21"	""	"submarine"	"Q4206096"	""	"{'name': 'Подводная лодка \"К-21\"', 'tourism': 'museum', 'wikidata': 'Q4206096', 'wikipedia': 'en:Soviet submarine K-21'}"
"node"	6483117776	"Хибины"			""	"Massís de Jibiny, massís de Jibiny"	"Massís de Jibiny"	"mountain range"	"Q38131"	""	"{'name': 'Хибины', 'place': 'locality', 'wikidata': 'Q38131', 'wikipedia': 'ru:Хибины'}"
"node"	471791335	"Аллуайв"			""	"mont Al·luaiv"	""	"mountain"	"Q959258"	""	"{'ele': '1050', 'name': 'Аллуайв', 'natural': 'peak', 'westra_ref': '7490', 'wikidata': 'Q959258', 'wikipedia': 'ru:Аллуайв'}"
"relation"	13992434	"Иоканга"			""	"Iokanga"	""	"river"	"Q1671984"	"name:en=Iokanga"	"{'destination': 'Баренцево море', 'gvr:code': '02010000912101000004948', 'name': 'Иоканга', 'name:en': 'Iokanga', 'type': 'waterway', 'waterway': 'river', 'wikidata': 'Q1671984', 'wikipedia': 'ru:Иоканга'}"
"relation"	1059487	"городское поселение Мурмаши"			""	"Murmaixí"	"Murmaixí"	"urban-type settlement in Russia"	"Q1953784"	""	"{'addr:country': 'RU', 'addr:region': 'Мурманская область', 'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Мурмаши', 'official_status': 'ru:городское поселение', 'oktmo:user': '47605163', 'type': 'boundary', 'wikidata': 'Q1953784', 'wikipedia': 'ru:Городское поселение Мурмаши'}"
"relation"	1059484	"городское поселение Кола"			""	"Kola"	"Kola"	"city/town"	"Q154704"	""	"{'addr:country': 'RU', 'addr:district': 'Кольский район', 'addr:region': 'Мурманская область', 'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Кола', 'official_status': 'ru:городское поселение', 'oktmo:user': '47605101', 'type': 'boundary', 'wikidata': 'Q154704', 'wikipedia': 'ru:Городское поселение Кола'}"
"relation"	5383483	"Рыбачий полуостров"			""	"Península de Ribatxi, Península Ribatxi"	"Península de Ribatxi"	"peninsula"	"Q973752"	""	"{'name': 'Рыбачий полуостров', 'natural': 'cape', 'type': 'multipolygon', 'wikidata': 'Q973752', 'wikipedia': 'ru:Рыбачий (полуостров)'}"
