"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"wikidata_type"	"multilang_names"	"all_tags"
"Calle Abeto"	"Carrer Avet"						"way"	" 184491477"		""	"{'highway': 'residential', 'name': 'Calle Abeto'}"
"Calle Acacia"	"Carrer Acàcia"						"way"	"  68296140"		""	"{'highway': 'residential', 'name': 'Calle Acacia'}"
"Calle Aitana"	"Carrer Aitana"						"way"	"  95309523"		""	"{'highway': 'unclassified', 'name': 'Calle Aitana'}"
"Calle Algar"	"Carrer Algar"						"way"	"  95557853"		""	"{'highway': 'residential', 'name': 'Calle Algar'}"
"Calle Algar"	"Carrer Algar"						"way"	"  95557819"		""	"{'highway': 'residential', 'name': 'Calle Algar'}"
"Calle Almudaina"	"Carrer Almudaina"						"way"	"  95557865"		""	"{'highway': 'residential', 'name': 'Calle Almudaina'}"
"Calle Avilés"	"Carrer Avilés"						"way"	" 100528550"		""	"{'highway': 'residential', 'name': 'Calle Avilés'}"
"Calle Baladre"	"Carrer Baladre"						"way"	" 180954335"		""	"{'highway': 'residential', 'name': 'Calle Baladre'}"
"Calle Baladre"	"Carrer Baladre"						"way"	" 912162820"		""	"{'highway': 'residential', 'name': 'Calle Baladre'}"
"Calle Benimuslem"	"Carrer Benimuslem"						"way"	"  68282131"		""	"{'highway': 'residential', 'name': 'Calle Benimuslem', 'source': 'Yahoo'}"
"Calle Benimuslem"	"Carrer Benimuslem"						"way"	" 951487962"		""	"{'highway': 'residential', 'name': 'Calle Benimuslem', 'source': 'Yahoo'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 429394366"		""	"{'highway': 'residential', 'name': 'Calle Bruselas', 'oneway': 'yes'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 475107066"		""	"{'highway': 'residential', 'name': 'Calle Bruselas'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 429394367"		""	"{'highway': 'residential', 'name': 'Calle Bruselas'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 429394370"		""	"{'highway': 'residential', 'name': 'Calle Bruselas', 'oneway': 'yes'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 475107057"		""	"{'highway': 'residential', 'name': 'Calle Bruselas', 'oneway': 'yes'}"
"Calle Bruselas"	"Carrer Brussel·les"						"way"	" 247277137"		""	"{'highway': 'residential', 'name': 'Calle Bruselas', 'oneway': 'yes'}"
"Calle Casablanca"	"Carrer Casablanca"						"way"	" 256800582"		""	"{'highway': 'residential', 'name': 'Calle Casablanca', 'source': 'Yahoo'}"
"Calle Cedro"	"Carrer Cedre"						"way"	" 307638161"		""	"{'highway': 'residential', 'name': 'Calle Cedro'}"
"Calle Cedro"	"Carrer Cedre"						"way"	" 180954416"		""	"{'highway': 'residential', 'name': 'Calle Cedro'}"
"Calle Ciprés"	"Carrer Xiprers"						"way"	" 550864620"		""	"{'highway': 'residential', 'name': 'Calle Ciprés', 'noexit': 'yes'}"
"Calle Ciprés"	"Carrer Xiprers"						"way"	"  68296133"		""	"{'highway': 'residential', 'name': 'Calle Ciprés'}"
"Calle Córdoba"	"Carrer Córdoba"						"way"	" 100526418"		""	"{'highway': 'residential', 'name': 'Calle Córdoba'}"
"Calle Córdoba"	"Carrer Córdoba"						"way"	" 100528545"		""	"{'highway': 'residential', 'name': 'Calle Córdoba'}"
"Calle de Ibiza"	"Carrer d’Eivissa"						"way"	"  47892345"		""	"{'highway': 'residential', 'name': 'Calle de Ibiza'}"
"Calle de la Ginesta"	"Carrer de la Ginesta"						"way"	" 950200598"		""	"{'highway': 'residential', 'name': 'Calle de la Ginesta'}"
"Calle de la Ginesta"	"Carrer de la Ginesta"						"way"	" 400867485"		""	"{'highway': 'residential', 'name': 'Calle de la Ginesta'}"
"Calle de la Marina Alta"	"Carrer de la Marina Alta"						"way"	" 170543253"		""	"{'highway': 'residential', 'name': 'Calle de la Marina Alta'}"
"Calle de la Palmera"	"Carrer de la Palmera"						"way"	"  25546907"		""	"{'highway': 'residential', 'name': 'Calle de la Palmera'}"
"Calle de Manuel de Falla"	"Carrer de Manuel de Falla"						"way"	"  41128640"		""	"{'highway': 'residential', 'name': 'Calle de Manuel de Falla'}"
"Calle de Pintor Velázquez"	"Carrer del Pintor Velázquez"						"way"	"  95309556"		""	"{'highway': 'residential', 'name': 'Calle de Pintor Velázquez'}"
"Calle de San Vicente Ferrer"	"Carrer de Sant Vicent Ferrer"						"way"	"  47888656"		""	"{'highway': 'residential', 'name': 'Calle de San Vicente Ferrer', 'oneway': 'yes'}"
"Calle del Jazmin"	"Carrer del Gessamí"						"way"	"  25564386"		""	"{'highway': 'residential', 'name': 'Calle del Jazmin'}"
"Calle del Tomillo"	"Carrer del Tomell"						"way"	"  25621138"		""	"{'highway': 'residential', 'name': 'Calle del Tomillo'}"
"Calle Ecuador"	"Carrer Equador"						"way"	" 112585331"		""	"{'highway': 'residential', 'name': 'Calle Ecuador'}"
"Calle Eucaliptus"	"Carrer Eucaliptus"						"way"	"  68323949"		""	"{'highway': 'residential', 'name': 'Calle Eucaliptus', 'source': 'Yahoo'}"
"Calle Francisco de Goya"	"Carrer Francisco de Goya"						"way"	" 180954387"		""	"{'highway': 'residential', 'name': 'Calle Francisco de Goya'}"
"Calle Gijón"	"Carrer Gijón"						"way"	" 100528548"		""	"{'highway': 'residential', 'name': 'Calle Gijón'}"
"Calle Granada"	"Carrer Granada"						"way"	" 100529459"		""	"{'highway': 'residential', 'name': 'Calle Granada'}"
"Calle Higuera"	"Carrer Figuera"						"way"	"  68296141"		""	"{'highway': 'residential', 'name': 'Calle Higuera'}"
"Calle Labradores"	"Carrer dels Llauradors"						"way"	" 172181272"		""	"{'highway': 'service', 'name': 'Calle Labradores'}"
"Calle Labradores"	"Carrer dels Llauradors"						"way"	"1006295739"		""	"{'highway': 'service', 'name': 'Calle Labradores'}"
"Calle Limonero"	"Carrer Llimoner"						"way"	"  68296152"		""	"{'highway': 'residential', 'name': 'Calle Limonero'}"
"Calle Lituania"	"Carrer Lituània"						"way"	"  37656570"		""	"{'highway': 'residential', 'name': 'Calle Lituania', 'sidewalk': 'both'}"
"Calle Los Cipreses"	"Carrer Els Xiprers"						"way"	" 111385692"		""	"{'highway': 'residential', 'name': 'Calle Los Cipreses'}"
"Calle Ludwig van Beethoven"	"Carrer Ludwig van Beethoven"						"way"	"  37484659"		""	"{'highway': 'residential', 'name': 'Calle Ludwig van Beethoven'}"
"Calle Málaga"	"Carrer Màlaga"						"way"	" 100529456"		""	"{'highway': 'residential', 'name': 'Calle Málaga', 'width': '3'}"
