"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Alcalde Paco Montes"					"way"	"702462865"		"{'highway': 'residential', 'name': 'Calle Alcalde Paco Montes', 'oneway': 'yes'}"	"Carrer Alcalde Paco Montes"	
"Calle Alfafara"					"way"	"181977939"		"{'highway': 'residential', 'name': 'Calle Alfafara', 'oneway': 'yes'}"	"Carrer Alfafara"	
"Calle Alfafara"					"way"	"700714596"		"{'highway': 'residential', 'name': 'Calle Alfafara', 'oneway': 'yes', 'surface': 'asphalt'}"	"Carrer Alfafara"	
"Calle Alfarra"					"way"	"264530278"		"{'highway': 'tertiary', 'name': 'Calle Alfarra', 'ref': 'CV-613', 'source': 'PNOA;datos oficiales'}"	"Carrer Alfarra"	
"Calle Baixada Canaleta"					"way"	"700839124"		"{'highway': 'service', 'name': 'Calle Baixada Canaleta'}"	"Carrer Baixada Canaleta"	
"Calle Benarrai"					"way"	"355265387"		"{'highway': 'residential', 'name': 'Calle Benarrai'}"	"Carrer Benarrai"	
"Calle Benicadell"					"way"	"698688897"		"{'highway': 'residential', 'name': 'Calle Benicadell'}"	"Carrer Benicadell"	
"Calle Budeo"					"way"	"380061872"		"{'highway': 'residential', 'name': 'Calle Budeo'}"	"Carrer Budeo"	
"Calle Cantereria"					"way"	"369915084"		"{'highway': 'pedestrian', 'name': 'Calle Cantereria'}"	"Carrer Cantereria"	
"Calle Cantereria"					"way"	"369915081"		"{'highway': 'steps', 'name': 'Calle Cantereria'}"	"Carrer Cantereria"	
"Calle Cordellat"					"way"	"800293204"		"{'area': 'yes', 'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Cordellat"					"way"	"800293193"		"{'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Cordellat"					"way"	"580206377"		"{'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Cordellat"					"way"	"799604776"		"{'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Cordellat"					"way"	"804082956"		"{'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Cordellat"					"way"	"800293203"		"{'highway': 'service', 'name': 'Calle Cordellat', 'service': 'alley'}"	"Carrer Cordellat"	
"Calle Costa"					"way"	"104998234"		"{'highway': 'unclassified', 'name': 'Calle Costa', 'source': 'GPS; local_knowledge'}"	"Carrer Costa"	
"Calle de l'Antic Ferrocarril"					"way"	"198941299"		"{'highway': 'service', 'name': \"Calle de l'Antic Ferrocarril\", 'railway': 'abandoned'}"	"Carrer de l'Antic Ferrocarril"	
"Calle de la Santa Faz"					"way"	"181315663"		"{'highway': 'residential', 'name': 'Calle de la Santa Faz'}"	"Carrer de la Santa Faç"	
"Calle de la Via"					"way"	"280151957"		"{'highway': 'unclassified', 'name': 'Calle de la Via', 'railway': 'abandoned'}"	"Carrer de la Via"	
"Calle de las Cocheras"					"way"	"698463745"		"{'highway': 'service', 'name': 'Calle de las Cocheras'}"	"Carrer de las Cotxeres"	
"Calle de Pius XII"					"way"	" 55885677"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Pius XII', 'oneway': 'yes'}"	"Carrer de Pius XII"	
"Calle de Pius XII"					"way"	"800878737"		"{'highway': 'residential', 'name': 'Calle de Pius XII'}"	"Carrer de Pius XII"	
"Calle de Pius XII"					"way"	"727594586"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Pius XII', 'oneway': 'yes'}"	"Carrer de Pius XII"	
"Calle de Santa Teresa"					"way"	"442596624"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa', 'oneway': 'yes', 'surface': 'asphalt'}"	"Carrer de Santa Teresa"	
"Calle de Santa Teresa"					"way"	"897730231"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa', 'oneway': 'yes'}"	"Carrer de Santa Teresa"	
"Calle de Santa Teresa"					"way"	" 55968616"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa'}"	"Carrer de Santa Teresa"	
"Calle de Santa Teresa"					"way"	"186739259"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa'}"	"Carrer de Santa Teresa"	
"Calle de Santa Teresa"					"way"	" 85436191"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa', 'oneway': 'yes', 'surface': 'asphalt'}"	"Carrer de Santa Teresa"	
"Calle de Santa Teresa"					"way"	" 55968615"		"{'highway': 'residential', 'maxspeed': '50', 'name': 'Calle de Santa Teresa', 'oneway': 'yes'}"	"Carrer de Santa Teresa"	
"Calle del Tirador"					"way"	" 38210279"		"{'highway': 'secondary', 'junction': 'roundabout', 'name': 'Calle del Tirador', 'ref': 'CV-460'}"	"Carrer del Tirador"	
"Calle Doctor Vicente Ranter"					"way"	"305997136"		"{'highway': 'residential', 'name': 'Calle Doctor Vicente Ranter', 'oneway': 'yes'}"	"Carrer Doctor Vicent Ranter"	
"Calle Emilio Tarrasó"					"way"	"218253797"		"{'highway': 'residential', 'name': 'Calle Emilio Tarrasó'}"	"Carrer Emili Tarrasó"	
"Calle en Proyceto 2"					"way"	"176343513"		"{'highway': 'residential', 'name': 'Calle en Proyceto 2'}"	"Carrer en Projecte 2"	
"Calle en Proyecto U.E"					"way"	"696826041"		"{'highway': 'residential', 'name': 'Calle en Proyecto U.E'}"	"Carrer en Projecte U.E"	
"Calle en Proyecto U.E"					"way"	"696826040"		"{'highway': 'residential', 'name': 'Calle en Proyecto U.E'}"	"Carrer en Projecte U.E"	
"Calle Escalinata"					"way"	"804114431"		"{'highway': 'service', 'name': 'Calle Escalinata'}"	"Carrer Escalinata"	
"Calle Escalinata"					"way"	"181976983"		"{'highway': 'steps', 'name': 'Calle Escalinata'}"	"Carrer Escalinata"	
"Calle Gandia"					"way"	"264530282"		"{'highway': 'tertiary', 'name': 'Calle Gandia', 'ref': 'CV-613', 'source': 'PNOA;datos oficiales'}"	"Carrer Gandia"	
"Calle Gandia"					"way"	"316169638"		"{'highway': 'residential', 'name': 'Calle Gandia'}"	"Carrer Gandia"	
"Calle Hondo"					"way"	"209748851"		"{'highway': 'residential', 'name': 'Calle Hondo'}"	"Carrer Fondo"	
"Calle Horno"					"way"	"437430639"		"{'highway': 'residential', 'name': 'Calle Horno'}"	"Carrer Forn"	
"Calle Ladislao Soriano"					"way"	"702265550"		"{'highway': 'residential', 'name': 'Calle Ladislao Soriano'}"	"Carrer Ladislao Soriano"	
"Calle Morales"					"way"	"804114432"		"{'highway': 'service', 'name': 'Calle Morales', 'service': 'alley'}"	"Carrer Morales"	
"Calle Morales"					"way"	"804225164"		"{'highway': 'steps', 'name': 'Calle Morales'}"	"Carrer Morales"	
