"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle Colón"	""				"way"	" 209683052"	""	"{'highway': 'residential', 'name': 'Calle Colón', 'oneway': 'no'}"	"Carrer Colom"	""
"Calle Colón"	""				"way"	"  41904857"	""	"{'highway': 'residential', 'name': 'Calle Colón', 'oneway': 'no'}"	"Carrer Colom"	""
"Calle de los Almendros"	""				"way"	" 309738170"	""	"{'highway': 'living_street', 'name': 'Calle de los Almendros', 'oneway': 'no'}"	"Carrer dels Ametlers"	""
"Calle del Pino"	""				"way"	"  34565004"	""	"{'highway': 'residential', 'name': 'Calle del Pino', 'oneway': 'yes'}"	"Carrer del Pi"	""
"Calle Guitarrista Tárrega"	""				"way"	" 467813716"	""	"{'highway': 'tertiary', 'lanes': '3', 'name': 'Calle Guitarrista Tárrega', 'oneway': 'yes', 'surface': 'asphalt', 'turn:lanes': 'left;through|through|through'}"	"Carrer Guitarrista Tàrrega"	""
"Calle Guitarrista Tárrega"	""				"way"	"  33884217"	""	"{'access': 'bus', 'bicycle': 'designated', 'bus': 'yes', 'cycleway': 'share_busway', 'emergency': 'yes', 'goods': 'no', 'goods:conditional': 'delivery @ (08:00-11:00);permit @ (06:00-08:00,15:00-17:00)', 'highway': 'service', 'mofa': 'yes', 'moped': 'yes', 'motorcar': 'permit', 'motorcycle': 'yes', 'name': 'Calle Guitarrista Tárrega', 'oneway': 'yes', 'psv': 'yes', 'surface': 'paving_stones', 'trolley_wire': 'no'}"	"Carrer Guitarrista Tàrrega"	""
"Calle Guitarrista Tárrega"	""				"way"	"  22127719"	""	"{'highway': 'tertiary', 'lanes': '2', 'name': 'Calle Guitarrista Tárrega', 'oneway': 'yes', 'surface': 'asphalt'}"	"Carrer Guitarrista Tàrrega"	""
"Calle Hermanos Quintero"	""				"way"	" 525637957"	""	"{'highway': 'track', 'name': 'Calle Hermanos Quintero', 'surface': 'compacted', 'tracktype': 'grade2'}"	"Carrer Germans Quintero"	""
"Calle Hermanos Quintero"	""				"way"	"  34003885"	""	"{'highway': 'residential', 'lit': 'yes', 'maxspeed': '30', 'name': 'Calle Hermanos Quintero', 'oneway': 'yes', 'sidewalk': 'both', 'surface': 'asphalt'}"	"Carrer Germans Quintero"	""
