"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"calle Albatera"	""				"way"	" 23484218"	""	"{'created_by': 'JOSM', 'highway': 'residential', 'name': 'calle Albatera', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Albatera"	""
"calle Alfonso XIII"	""				"way"	"188330115"	""	"{'cycleway': 'lane', 'highway': 'residential', 'lanes': '1', 'name': 'calle Alfonso XIII', 'oneway': 'yes'}"	"carrer Alfons XIII"	""
"calle Algorfa"	""				"way"	" 22890407"	""	"{'created_by': 'JOSM', 'highway': 'residential', 'name': 'calle Algorfa', 'source': 'field_work'}"	"carrer Algorfa"	""
"calle Altamira"	""				"way"	" 26925965"	""	"{'created_by': 'Potlatch 0.10b', 'highway': 'residential', 'name': 'calle Altamira', 'oneway': 'yes'}"	"carrer Altamira"	""
"calle Ancha"	""				"way"	"315968428"	""	"{'highway': 'residential', 'name': 'calle Ancha', 'oneway': 'yes'}"	"carrer Ample"	""
"calle Ancha"	""				"way"	" 25299526"	""	"{'highway': 'residential', 'name': 'calle Ancha'}"	"carrer Ample"	""
"calle Andalucía"	""				"way"	" 24260628"	""	"{'highway': 'residential', 'name': 'calle Andalucía'}"	"carrer Andalusia"	""
"calle Andalucía"	""				"way"	" 22820520"	""	"{'highway': 'residential', 'name': 'calle Andalucía', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Andalusia"	""
"calle Calpe"	""				"way"	" 31744597"	""	"{'highway': 'residential', 'name': 'calle Calpe'}"	"carrer Calp"	""
"calle Calpe"	""				"way"	" 23484486"	""	"{'highway': 'residential', 'name': 'calle Calpe', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Calp"	""
"calle Calpe"	""				"way"	" 28617993"	""	"{'created_by': 'Potlatch 0.10f', 'highway': 'residential', 'name': 'calle Calpe', 'oneway': 'yes'}"	"carrer Calp"	""
"calle Calpe"	""				"way"	" 23484487"	""	"{'highway': 'residential', 'name': 'calle Calpe', 'source': 'field_work'}"	"carrer Calp"	""
"calle Calpe"	""				"way"	" 24259769"	""	"{'created_by': 'Potlatch 0.10f', 'highway': 'residential', 'name': 'calle Calpe', 'oneway': 'yes'}"	"carrer Calp"	""
"calle Cánovas del Castillo"	""				"way"	" 22878940"	""	"{'highway': 'residential', 'name': 'calle Cánovas del Castillo', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Cánovas del Castillo"	""
"calle Cánovas del Castillo"	""				"way"	" 86299999"	""	"{'highway': 'residential', 'name': 'calle Cánovas del Castillo', 'oneway': 'yes', 'source': 'field_work', 'surface': 'asphalt'}"	"carrer Cánovas del Castillo"	""
"calle Cánovas del Castillo"	""				"way"	" 86299992"	""	"{'highway': 'residential', 'name': 'calle Cánovas del Castillo', 'oneway': 'yes', 'source': 'field_work', 'surface': 'asphalt'}"	"carrer Cánovas del Castillo"	""
"calle Castilla"	""				"way"	" 28742413"	""	"{'highway': 'residential', 'name': 'calle Castilla'}"	"carrer Castella"	""
"calle Castilla"	""				"way"	"442635971"	""	"{'highway': 'residential', 'name': 'calle Castilla'}"	"carrer Castella"	""
"calle Catral"	""				"way"	" 31744654"	""	"{'highway': 'residential', 'name': 'calle Catral'}"	"carrer Catral"	""
"calle Catral"	""				"way"	" 31744613"	""	"{'highway': 'residential', 'name': 'calle Catral'}"	"carrer Catral"	""
"calle Catral"	""				"way"	" 23371076"	""	"{'highway': 'residential', 'name': 'calle Catral', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Catral"	""
"calle Catral"	""				"way"	"154990121"	""	"{'highway': 'residential', 'name': 'calle Catral', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Catral"	""
"calle Centro"	""				"way"	" 24259685"	""	"{'created_by': 'Potlatch 0.8c', 'highway': 'residential', 'name': 'calle Centro', 'oneway': 'yes'}"	"carrer Centre"	""
"calle Colón"	""				"way"	" 26769944"	""	"{'highway': 'residential', 'name': 'calle Colón', 'oneway': 'yes'}"	"carrer Colom"	""
"calle Colón"	""				"way"	" 26770340"	""	"{'created_by': 'Potlatch 0.10b', 'highway': 'steps', 'name': 'calle Colón'}"	"carrer Colom"	""
"calle Colón"	""				"way"	" 26769941"	""	"{'highway': 'pedestrian', 'name': 'calle Colón'}"	"carrer Colom"	""
"calle Colón"	""				"way"	" 26770338"	""	"{'highway': 'residential', 'name': 'calle Colón'}"	"carrer Colom"	""
"calle Colón"	""				"way"	" 26770342"	""	"{'highway': 'residential', 'name': 'calle Colón'}"	"carrer Colom"	""
"Calle Colón"	""				"way"	" 24257228"	""	"{'cycleway': 'lane', 'highway': 'living_street', 'name': 'Calle Colón', 'oneway': 'yes'}"	"Carrer Colom"	""
"Calle Colón"	""				"way"	" 39952268"	""	"{'cycleway': 'lane', 'highway': 'pedestrian', 'name': 'Calle Colón'}"	"Carrer Colom"	""
"Calle Colón"	""				"way"	" 25684175"	""	"{'highway': 'residential', 'name': 'Calle Colón'}"	"Carrer Colom"	""
"Calle Colón"	""				"way"	" 88346738"	""	"{'cycleway': 'lane', 'highway': 'pedestrian', 'name': 'Calle Colón'}"	"Carrer Colom"	""
"Calle Colón"	""				"way"	" 24260060"	""	"{'cycleway': 'lane', 'highway': 'living_street', 'name': 'Calle Colón', 'oneway': 'yes'}"	"Carrer Colom"	""
"calle de Agost"	""				"way"	" 22812535"	""	"{'highway': 'residential', 'name': 'calle de Agost', 'oneway': 'yes', 'source': 'field_work'}"	"carrer d’Agost"	""
"calle de Agost"	""				"way"	"116700751"	""	"{'highway': 'residential', 'name': 'calle de Agost'}"	"carrer d’Agost"	""
"calle de Agost"	""				"way"	" 25761997"	""	"{'created_by': 'Potlatch 0.10', 'highway': 'residential', 'name': 'calle de Agost'}"	"carrer d’Agost"	""
"calle de los Almendros"	""				"way"	" 27486093"	""	"{'highway': 'residential', 'name': 'calle de los Almendros', 'oneway': 'yes'}"	"carrer dels Ametlers"	""
"calle de los Almendros"	""				"way"	"441348270"	""	"{'highway': 'residential', 'name': 'calle de los Almendros'}"	"carrer dels Ametlers"	""
"Calle de San Agustín"	""				"way"	"334476494"	""	"{'highway': 'pedestrian', 'name': 'Calle de San Agustín', 'source': 'field_work'}"	"Carrer de Sant Agustí"	""
"Calle de San Agustín"	""				"way"	"334476493"	""	"{'highway': 'pedestrian', 'name': 'Calle de San Agustín', 'source': 'field_work'}"	"Carrer de Sant Agustí"	""
"calle del Cid"	""				"way"	" 22736620"	""	"{'highway': 'residential', 'name': 'calle del Cid', 'oneway': 'yes', 'source': 'field_work'}"	"carrer del Cid"	""
"calle del Pino"	""				"way"	" 25703523"	""	"{'created_by': 'Potlatch 0.10', 'highway': 'residential', 'name': 'calle del Pino'}"	"carrer del Pi"	""
"calle doctor Fleming"	""				"way"	" 23514499"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'oneway': 'yes', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle doctor Fleming"	""				"way"	"639383223"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'oneway': 'yes', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle doctor Fleming"	""				"way"	" 23318038"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle doctor Fleming"	""				"way"	" 23514500"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'oneway': 'yes', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle doctor Fleming"	""				"way"	" 23409551"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'oneway': 'yes', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle doctor Fleming"	""				"way"	"639383225"	""	"{'highway': 'residential', 'name': 'calle doctor Fleming', 'oneway': 'yes', 'source': 'field_work'}"	"carrer doctor Fleming"	""
"calle Dolores"	""				"way"	" 23342100"	""	"{'highway': 'residential', 'name': 'calle Dolores', 'oneway': 'yes', 'source': 'field_work'}"	"carrer Dolors"	""
"calle Dolores"	""				"way"	"179374944"	""	"{'highway': 'residential', 'name': 'calle Dolores', 'oneway': 'yes', 'source': 'field_work', 'surface': 'asphalt'}"	"carrer Dolors"	""
"calle Dos de Mayo"	""				"way"	" 24257363"	""	"{'highway': 'residential', 'name': 'calle Dos de Mayo', 'oneway': 'yes'}"	"carrer Dos de Maig"	""
"Calle El de Pagán"	"Calle Alcalde Juan Gosalvez"				"way"	" 25892106"	""	"{'alt_name': 'Calle Alcalde Juan Gosalvez', 'alt_name:ca': 'Carrer Alcalde Juan Gosalvez', 'highway': 'residential', 'name': 'Calle El de Pagán'}"	""	"Carrer Alcalde Juan Gosalvez"
"calle Guardamar"	""				"way"	" 22879229"	""	"{'highway': 'residential', 'maxspeed': '30', 'maxspeed:type': 'sign', 'name': 'calle Guardamar', 'oneway': 'yes', 'source': 'field_work', 'surface': 'asphalt'}"	"carrer Guardamar"	""
"calle hermanos Pinzón"	""				"way"	" 23319120"	""	"{'highway': 'residential', 'name': 'calle hermanos Pinzón', 'oneway': 'yes', 'source': 'field_work'}"	"carrer germans Pinzón"	""
