"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"	"name:ca"	"alt_name:ca"
"Calle 1 de Mayo"	"Calle Uno de Mayo"				"way"	"  98383157"	""	"{'alt_name': 'Calle Uno de Mayo', 'highway': 'residential', 'name': 'Calle 1 de Mayo'}"	"Carrer 1 de Maig"	"Carrer U de Maig"
"Calle 12 de Febrero de 1826"	""				"way"	" 476190869"	""	"{'highway': 'residential', 'name': 'Calle 12 de Febrero de 1826', 'oneway': 'yes'}"	"Carrer 12 de Febrer de 1826"	""
"Calle 6 de Diciembre"	"Calle Seis de Diciembre"				"way"	" 476709317"	""	"{'alt_name': 'Calle Seis de Diciembre', 'highway': 'residential', 'name': 'Calle 6 de Diciembre', 'oneway': 'yes'}"	"Carrer 6 de Desembre"	"Carrer Sis de Desembre"
"Calle 8 de Agosto"	""				"way"	" 721628262"	""	"{'highway': 'residential', 'name': 'Calle 8 de Agosto', 'oneway': 'yes'}"	"Carrer 8 de Agosto"	""
"Calle 8 de Agosto"	""				"way"	" 220287074"	""	"{'highway': 'residential', 'name': 'Calle 8 de Agosto'}"	"Carrer 8 de Agosto"	""
"Calle 8 de Agosto"	""				"way"	" 721628266"	""	"{'highway': 'residential', 'name': 'Calle 8 de Agosto'}"	"Carrer 8 de Agosto"	""
"Calle 8 de Agosto"	""				"way"	" 721628264"	""	"{'highway': 'residential', 'name': 'Calle 8 de Agosto', 'oneway': 'yes'}"	"Carrer 8 de Agosto"	""
"Calle 8 de Agosto"	""				"way"	" 721628261"	""	"{'highway': 'residential', 'name': 'Calle 8 de Agosto', 'oneway': 'yes'}"	"Carrer 8 de Agosto"	""
"Calle 9 de Octubre"	"Calle Nueve de Octubre"				"way"	" 220287706"	""	"{'alt_name': 'Calle Nueve de Octubre', 'highway': 'residential', 'name': 'Calle 9 de Octubre', 'oneway': 'yes'}"	"Carrer 9 d’Octubre"	"Carrer Nou d’Octubre"
"calle abad Antonio Claret"	""				"way"	"  22722325"	""	"{'highway': 'residential', 'name': 'calle abad Antonio Claret'}"	"carrer abat Antoni Claret"	""
"calle abogado Lázaro López"	""				"way"	"  43106766"	""	"{'highway': 'residential', 'name': 'calle abogado Lázaro López', 'oneway': 'yes'}"	"carrer advocat Lázaro López"	""
"calle Adelino Calatayud Pujalte"	""				"way"	"  43226469"	""	"{'highway': 'residential', 'name': 'calle Adelino Calatayud Pujalte', 'oneway': 'yes'}"	"carrer Adelino Calatayud Pujalte"	""
"Calle Agost"	""				"way"	" 220288212"	""	"{'highway': 'residential', 'name': 'Calle Agost', 'oneway': 'yes'}"	"Carrer Agost"	""
"Calle Agost"	""				"way"	" 220287058"	""	"{'highway': 'residential', 'name': 'Calle Agost'}"	"Carrer Agost"	""
"Calle Agustín Aragón"	""				"way"	" 721620875"	""	"{'highway': 'residential', 'name': 'Calle Agustín Aragón', 'oneway': 'yes'}"	"Carrer Agustín Aragón"	""
"Calle Albatera"	""				"way"	" 220288210"	""	"{'highway': 'residential', 'name': 'Calle Albatera', 'oneway': 'yes'}"	"Carrer Albatera"	""
"Calle Alcalde Manuel Alberola"	""				"way"	"  41675454"	""	"{'highway': 'residential', 'name': 'Calle Alcalde Manuel Alberola', 'oneway': 'yes'}"	"Carrer Alcalde Manuel Alberola"	""
"Calle Alfonso XIII"	""				"way"	" 220287025"	""	"{'highway': 'residential', 'name': 'Calle Alfonso XIII'}"	"Carrer Alfons XIII"	""
"Calle Algibes"	""				"way"	" 476709302"	""	"{'highway': 'residential', 'name': 'Calle Algibes', 'oneway': 'yes'}"	"Carrer Aljubs"	""
"Calle Algibes"	""				"way"	" 411398777"	""	"{'highway': 'residential', 'name': 'Calle Algibes'}"	"Carrer Aljubs"	""
"Calle Algibes"	"Carretera Asp - Els Fondós"				"way"	" 476709304"	""	"{'alt_name': 'Carretera Asp - Els Fondós', 'highway': 'secondary', 'name': 'Calle Algibes', 'oneway': 'no', 'ref': 'CV-845'}"	"Carrer Aljubs"	"Carretera Asp - Els Fondós"
"Calle Algorfa"	""				"way"	" 220288191"	""	"{'highway': 'residential', 'name': 'Calle Algorfa'}"	"Carrer Algorfa"	""
"calle Algueña"	""				"way"	"  22723559"	""	"{'created_by': 'JOSM', 'highway': 'residential', 'name': 'calle Algueña'}"	"carrer Alguenya"	""
"Calle Algueña"	""				"way"	" 220287064"	""	"{'highway': 'residential', 'name': 'Calle Algueña'}"	"Carrer Alguenya"	""
"Calle Alguna"	""				"way"	" 220288213"	""	"{'highway': 'residential', 'name': 'Calle Alguna', 'oneway': 'yes'}"	"Carrer Alguna"	""
"calle Almoina"	""				"way"	"  41675456"	""	"{'highway': 'residential', 'name': 'calle Almoina', 'oneway': 'yes'}"	"carrer Almoina"	""
"Calle Altamira"	""				"way"	" 220287093"	""	"{'highway': 'residential', 'name': 'Calle Altamira', 'oneway': 'yes'}"	"Carrer Altamira"	""
"Calle Ancha"	""				"way"	" 220287035"	""	"{'highway': 'residential', 'name': 'Calle Ancha'}"	"Carrer Ample"	""
"calle Andalucía"	""				"way"	"  43106851"	""	"{'highway': 'residential', 'name': 'calle Andalucía'}"	"carrer Andalusia"	""
"Calle Ángel Custodio"	""				"way"	" 476190835"	""	"{'highway': 'residential', 'name': 'Calle Ángel Custodio', 'oneway': 'yes'}"	"Carrer Àngel Custodi"	""
"calle Antonia Navarro"	""				"way"	" 220317407"	""	"{'highway': 'residential', 'name': 'calle Antonia Navarro', 'oneway': 'yes'}"	"carrer Antònia Navarro"	""
"calle Antonio de Ulloa"	""				"way"	"  43153227"	""	"{'highway': 'residential', 'name': 'calle Antonio de Ulloa'}"	"carrer Antonio de Ulloa"	""
"Calle Antonio Pastor Boix"	""				"way"	"  98383167"	""	"{'highway': 'residential', 'name': 'Calle Antonio Pastor Boix', 'oneway': 'yes'}"	"Carrer Antonio Pastor Boix"	""
"Calle Antonio Pastor Boix"	""				"way"	" 476709309"	""	"{'highway': 'residential', 'name': 'Calle Antonio Pastor Boix', 'oneway': 'yes'}"	"Carrer Antonio Pastor Boix"	""
"calle Argentina"	""				"way"	"  41675459"	""	"{'highway': 'residential', 'name': 'calle Argentina', 'oneway': 'yes'}"	"carrer Argentina"	""
"Calle Argentina"	""				"way"	" 668047757"	""	"{'highway': 'pedestrian', 'name': 'Calle Argentina'}"	"Carrer Argentina"	""
"calle Aspe"	""				"way"	"  22723584"	""	"{'highway': 'residential', 'name': 'calle Aspe'}"	"carrer Asp"	""
"Calle Aspe"	""				"way"	" 220277100"	""	"{'highway': 'residential', 'name': 'Calle Aspe'}"	"Carrer Asp"	""
"calle Belalcázar"	""				"way"	"  44038391"	""	"{'highway': 'residential', 'name': 'calle Belalcázar'}"	"carrer Belalcázar"	""
"Calle Beties"	""				"way"	" 727730046"	""	"{'highway': 'residential', 'name': 'Calle Beties'}"	"Carrer Beties"	""
"Calle Bodega"	""				"way"	"  98383156"	""	"{'highway': 'residential', 'name': 'Calle Bodega'}"	"Carrer Bodega"	""
"calle botánico Pere Cabanillas"	""				"way"	"  43152658"	""	"{'highway': 'footway', 'name': 'calle botánico Pere Cabanillas'}"	"carrer botànic Pere Cabanillas"	""
"Calle Boteros"	""				"way"	" 690749734"	""	"{'highway': 'residential', 'name': 'Calle Boteros', 'oneway': 'yes'}"	"Carrer Boters"	""
"Calle Calpe"	""				"way"	" 220288207"	""	"{'highway': 'residential', 'name': 'Calle Calpe', 'oneway': 'yes'}"	"Carrer Calp"	""
"calle camino de las Dehesas"	""				"way"	"  43107938"	""	"{'highway': 'residential', 'name': 'calle camino de las Dehesas', 'oneway': 'yes'}"	"carrer camí de les Deveses"	""
"Calle Camino del Campet"	""				"way"	" 475915147"	""	"{'highway': 'residential', 'name': 'Calle Camino del Campet', 'oneway': 'yes'}"	"Carrer Camí del Campet"	""
"Calle Camino del Campet"	""				"way"	"  43143178"	""	"{'highway': 'residential', 'name': 'Calle Camino del Campet', 'oneway': 'no'}"	"Carrer Camí del Campet"	""
"Calle Camino del Prado"	""				"way"	" 721556818"	""	"{'highway': 'residential', 'name': 'Calle Camino del Prado', 'oneway': 'yes'}"	"Carrer Camí del Prat"	""
"Calle Camino del Prado"	""				"way"	" 721620873"	""	"{'highway': 'residential', 'name': 'Calle Camino del Prado'}"	"Carrer Camí del Prat"	""
"Calle Cánovas del Castillo"	""				"way"	"  27852185"	""	"{'highway': 'residential', 'name': 'Calle Cánovas del Castillo', 'oneway': 'yes'}"	"Carrer Cánovas del Castillo"	""
"Calle Cánovas del Castillo"	""				"way"	" 721642338"	""	"{'highway': 'residential', 'name': 'Calle Cánovas del Castillo'}"	"Carrer Cánovas del Castillo"	""
"Calle Capellán Margall"	""				"way"	"  43170079"	""	"{'highway': 'residential', 'name': 'Calle Capellán Margall'}"	"Carrer Capellà Margall"	""
"calle cardenal Cisneros"	""				"way"	"  30335233"	""	"{'highway': 'residential', 'name': 'calle cardenal Cisneros', 'oneway': 'yes'}"	"carrer cardenal Cisneros"	""
"calle Carlos I"	""				"way"	"  41678182"	""	"{'highway': 'residential', 'name': 'calle Carlos I', 'oneway': 'yes'}"	"carrer Carles I"	""
"calle carretera a La Algueña"	""				"way"	"  27859837"	""	"{'highway': 'secondary', 'name': 'calle carretera a La Algueña', 'ref': 'CV-840'}"	"carrer carretera a L’Alguenya"	""
"Calle Casas Albert"	""				"way"	" 411701103"	""	"{'highway': 'residential', 'name': 'Calle Casas Albert'}"	"Carrer Cases Albert"	""
"Calle Casas Albert"	""				"way"	" 411701045"	""	"{'highway': 'residential', 'name': 'Calle Casas Albert'}"	"Carrer Cases Albert"	""
"Calle Casas Albert"	""				"way"	" 411701055"	""	"{'highway': 'residential', 'name': 'Calle Casas Albert'}"	"Carrer Cases Albert"	""
"Calle Casas de Costa"	""				"way"	" 476190850"	""	"{'highway': 'residential', 'name': 'Calle Casas de Costa', 'oneway': 'yes'}"	"Carrer Cases de Costa"	""
"Calle Casas de Costa"	""				"way"	" 220287174"	""	"{'highway': 'residential', 'name': 'Calle Casas de Costa', 'oneway': 'yes'}"	"Carrer Cases de Costa"	""
"calle Casas de Galiana"	""				"way"	" 220288223"	""	"{'highway': 'residential', 'name': 'calle Casas de Galiana'}"	"carrer Cases de Galiana"	""
"calle Casas de Galiana"	""				"way"	"  22729692"	""	"{'highway': 'residential', 'name': 'calle Casas de Galiana'}"	"carrer Cases de Galiana"	""
"calle Casas de Galiana"	""				"way"	" 220288193"	""	"{'highway': 'residential', 'name': 'calle Casas de Galiana'}"	"carrer Cases de Galiana"	""
"Calle Casicas"	""				"way"	"  98380838"	""	"{'highway': 'residential', 'name': 'Calle Casicas'}"	"Carrer les Casiques"	""
"calle Castilla"	""				"way"	"  43107683"	""	"{'highway': 'residential', 'name': 'calle Castilla', 'oneway': 'yes'}"	"carrer Castella"	""
"Calle Castilla"	""				"way"	"  22722329"	""	"{'highway': 'residential', 'name': 'Calle Castilla'}"	"Carrer Castella"	""
"Calle Catral"	""				"way"	" 220288199"	""	"{'highway': 'residential', 'name': 'Calle Catral'}"	"Carrer Catral"	""
"Calle Centro"	""				"way"	" 476190893"	""	"{'highway': 'service', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Centro"	""				"way"	" 220287137"	""	"{'highway': 'residential', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Centro"	""				"way"	" 220287160"	""	"{'highway': 'residential', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Centro"	""				"way"	" 476190845"	""	"{'highway': 'steps', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Centro"	""				"way"	" 476190844"	""	"{'highway': 'residential', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Centro"	""				"way"	" 476190843"	""	"{'highway': 'steps', 'name': 'Calle Centro'}"	"Carrer Centre"	""
"Calle Cinco"	""				"way"	" 220287171"	""	"{'highway': 'residential', 'name': 'Calle Cinco'}"	"Carrer Cinc"	""
"Calle Cine"	""				"way"	"  98383175"	""	"{'highway': 'residential', 'name': 'Calle Cine'}"	"Carrer Cine"	""
"calle ciudad de Camagüey"	""				"way"	"  43139970"	""	"{'highway': 'residential', 'name': 'calle ciudad de Camagüey'}"	"carrer ciutat de Camagüey"	""
"Calle Coimbra"	""				"way"	"  96773501"	""	"{'highway': 'residential', 'name': 'Calle Coimbra', 'oneway': 'yes'}"	"Carrer Coïmbra"	""
"calle Colón"	""				"way"	"  41675453"	""	"{'highway': 'residential', 'name': 'calle Colón', 'oneway': 'yes'}"	"carrer Colom"	""
"calle Colón"	""				"way"	" 252725014"	""	"{'highway': 'residential', 'name': 'calle Colón'}"	"carrer Colom"	""
"Calle Colón"	""				"way"	" 220322187"	""	"{'highway': 'residential', 'name': 'Calle Colón', 'oneway': 'yes'}"	"Carrer Colom"	""
"calle Corazón Sagrado"	""				"way"	" 251911331"	""	"{'highway': 'residential', 'name': 'calle Corazón Sagrado', 'oneway': 'yes'}"	"carrer Cor Sagrat"	""
"Calle Costa del Sol"	""				"way"	" 171549350"	""	"{'highway': 'residential', 'name': 'Calle Costa del Sol', 'oneway': 'yes'}"	"Carrer Costa del Sol"	""
"Calle Crema Marfil"	""				"way"	" 239162122"	""	"{'highway': 'residential', 'name': 'Calle Crema Marfil'}"	"Carrer Crema Marfil"	""
"Calle Crema Marfil"	""				"way"	" 225481317"	""	"{'highway': 'residential', 'name': 'Calle Crema Marfil', 'oneway': 'no'}"	"Carrer Crema Marfil"	""
"Calle Crema Marfil"	""				"way"	" 220277106"	""	"{'highway': 'residential', 'name': 'Calle Crema Marfil', 'oneway': 'yes'}"	"Carrer Crema Marfil"	""
"Calle Cuatro"	""				"way"	" 220287147"	""	"{'highway': 'residential', 'name': 'Calle Cuatro'}"	"Carrer Quatre"	""
"Calle Cuesta Blanca"	""				"way"	" 411701080"	""	"{'highway': 'residential', 'name': 'Calle Cuesta Blanca'}"	"Carrer Costa Blanca"	""
"Calle Cuesta Blanca"	""				"way"	" 693003321"	""	"{'highway': 'residential', 'name': 'Calle Cuesta Blanca'}"	"Carrer Costa Blanca"	""
"Calle Cuevas Norte"	""				"way"	" 213575621"	""	"{'highway': 'residential', 'name': 'Calle Cuevas Norte'}"	"Carrer Coves Nord"	""
"Calle Cuevas Sur"	""				"way"	"  98383158"	""	"{'highway': 'residential', 'name': 'Calle Cuevas Sur'}"	"Carrer Coves Sur"	""
"Calle Cuevas Sur"	""				"way"	" 476709332"	""	"{'highway': 'residential', 'name': 'Calle Cuevas Sur'}"	"Carrer Coves Sur"	""
"Calle Cura García"	""				"way"	" 220277109"	""	"{'highway': 'residential', 'name': 'Calle Cura García'}"	"Carrer Cura Garcia"	""
"Calle Cura García"	""				"way"	" 476190881"	""	"{'highway': 'residential', 'name': 'Calle Cura García'}"	"Carrer Cura Garcia"	""
"Calle Cura García"	""				"way"	" 476190880"	""	"{'highway': 'residential', 'name': 'Calle Cura García'}"	"Carrer Cura Garcia"	""
"Calle Dalías"	""				"way"	" 220287161"	""	"{'highway': 'residential', 'name': 'Calle Dalías'}"	"Carrer Dalías"	""
"calle Daoíz y Velarde"	""				"way"	"  43105935"	""	"{'highway': 'residential', 'name': 'calle Daoíz y Velarde', 'oneway': 'yes'}"	"carrer Daoíz i Velarde"	""
"calle de Agost"	""				"way"	"  43107675"	""	"{'highway': 'residential', 'name': 'calle de Agost', 'oneway': 'yes'}"	"carrer d’Agost"	""
"calle de Alfonso XII"	""				"way"	"  43224827"	""	"{'highway': 'residential', 'name': 'calle de Alfonso XII', 'oneway': 'yes'}"	"carrer d’Alfons XII"	""
"calle de Aspe"	""				"way"	"  43107903"	""	"{'highway': 'residential', 'name': 'calle de Aspe', 'oneway': 'yes'}"	"carrer d’Asp"	""
"Calle de Bécquer"	""				"way"	" 171691122"	""	"{'highway': 'residential', 'name': 'Calle de Bécquer'}"	"Carrer de Bécquer"	""
"Calle de Canalejas"	""				"way"	" 476190870"	""	"{'highway': 'residential', 'name': 'Calle de Canalejas', 'oneway': 'yes'}"	"Carrer de Canalejas"	""
"Calle de Consejeros"	""				"way"	" 171691633"	""	"{'highway': 'residential', 'name': 'Calle de Consejeros'}"	"Carrer de Consellers"	""
"calle de Don Elías Abad Navarro"	""				"way"	" 220331693"	""	"{'highway': 'residential', 'name': 'calle de Don Elías Abad Navarro'}"	"carrer de Don Elías Abad Navarro"	""
"calle de Gibraltar"	""				"way"	"  43107901"	""	"{'highway': 'residential', 'name': 'calle de Gibraltar', 'oneway': 'yes'}"	"carrer de Gibraltar"	""
"Calle de José Luis Gómez-Navarro"	""				"way"	"  43158038"	""	"{'highway': 'residential', 'name': 'Calle de José Luis Gómez-Navarro', 'oneway': 'yes'}"	"Carrer de José Luis Gómez-Navarro"	""
"calle de Jumilla"	""				"way"	"  44038392"	""	"{'highway': 'residential', 'name': 'calle de Jumilla', 'oneway': 'yes'}"	"carrer de Jumella"	""
"calle de Jumilla"	""				"way"	"  43107676"	""	"{'highway': 'track', 'name': 'calle de Jumilla', 'oneway': 'yes', 'tracktype': 'grade2'}"	"carrer de Jumella"	""
"Calle de l'Ametller"	""				"way"	" 220277098"	""	"{'highway': 'residential', 'name': \"Calle de l'Ametller\", 'oneway': 'no'}"	"Carrer de l'Ametller"	""
"calle de la Daira Bel Bir Lehlú"	""				"way"	"  43153078"	""	"{'highway': 'residential', 'name': 'calle de la Daira Bel Bir Lehlú'}"	"carrer de la Daira Bel Bir Lahlu"	""
"calle de la Escuela"	""				"way"	"  43106072"	""	"{'highway': 'residential', 'name': 'calle de la Escuela'}"	"carrer de l’Escola"	""
"calle de la Purísima"	""				"way"	" 220317399"	""	"{'highway': 'residential', 'name': 'calle de la Purísima', 'oneway': 'yes'}"	"carrer de la Puríssima"	""
"calle de la Purísima"	""				"way"	"  43170065"	""	"{'highway': 'residential', 'name': 'calle de la Purísima', 'oneway': 'yes'}"	"carrer de la Puríssima"	""
"calle de la Purísima"	""				"way"	"  43170067"	""	"{'highway': 'residential', 'name': 'calle de la Purísima', 'oneway': 'yes'}"	"carrer de la Puríssima"	""
