"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"
"Calle Fuente"	"Carrer Fuente"					
"Calle San Joaquín"	"Carrer San Joaquín"					
"Calle de Vicente Almenar"	"Carrer de Vicente Almenar"					
"Calle del Maestro Amado"	"Carrer del Maestro Amado"					
"Calle de Ricardo Vives"	"Carrer de Ricardo Vives"					
"Calle Enmedio"	"Carrer Enmedio"					
"Calle de Abajo"	"Carrer de Abajo"					
"Calle San Pablo"	"Carrer San Pablo"					
"Calle San Roque"	"Carrer San Roque"					
"Calle Tras Iglesia"	"Carrer Tras Iglesia"					
"Calle Trasera Calvario"	"Carrer Trasera Calvario"					
"Calle Trasera Iglesia"	"Carrer Trasera Iglesia"					
"Calle Magistral Chillida"	"Carrer Magistral Chillida"					
"Calle Huerta"	"Carrer Huerta"					
