"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Col·legi d'Enginyers Tècnics Agrícoles i Forestals de Catalunya"	"Col·legi d'Enginyers Tècnics Agrícoles i Forestals de Catalunya"						
"Escola Gaia"	"Escola Gaia"						
"Escola Bressol Municipal Leonor Serrano"	"Escola Bressol Municipal Leonor Serrano"						
"Font dels Castellers"	"Font dels Castellers"						
"Turó de les Tres Creus"	"Turó de les Tres Creus"						
"Escola Pau Casals-Gràcia"	"Escola Pau Casals-Gràcia"						
"Escola Bressol Municipal Trencadís"	"Escola Bressol Municipal Trencadís"						
"Turó del Carmel"	"Turó del Carmel"						
"Escola bressol el Gat Negre"	"Escola bressol el Gat Negre"						
"Turó de la Rovira"	"Turó de la Rovira"						
"Cal David"	"Cal David"						
"Escola Sinaí"	"Escola Sinaí"						
"Font sense garanties sanitàries"	"Font sense garanties sanitàries"						
"Escola Estel-Guinardó"	"Escola Estel-Guinardó"						
"Escola Piaget"	"Escola Piaget"						
"Font dels jocs d'aigua de les Rieres d'Horta"	"Font dels jocs d'aigua de les Rieres d'Horta"						
"Escola Bressol Municipal Camp de l'Arpa"	"Escola Bressol Municipal Camp de l'Arpa"						
"Escola Bressol Guinardó"	"Escola Bressol Guinardó"						
"Escola de Cuina i Pastisseria Terra d'Escudella"	"Escola de Cuina i Pastisseria Terra d'Escudella"						
"Escola Bressol Ciutat de Mallorca"	"Escola Bressol Ciutat de Mallorca"						
"Escola Bressol Xalesta"	"Escola Bressol Xalesta"						
"Escola Bressol Municipal La Filadora"	"Escola Bressol Municipal La Filadora"						
"Cal Cisteller"	"Cal Cisteller"						
"Cal Mingo Forn de Pa"	"Cal Mingo Forn de Pa"						
"Col·legi Oficial d'Infermeres i Infermers de Barcelona"	"Col·legi Oficial d'Infermeres i Infermers de Barcelona"						
"Col·legi Sant Gabriel"	"Col·legi Sant Gabriel"						
"Camp de la Bota"	"Camp de la Bota"						
"Turó de Sant Cebrià"	"Turó de Sant Cebrià"						
"Carena del Forat del Vent"	"Carena del Forat del Vent"						
"Torrent de Cal Notari"	"Torrent de Cal Notari"						
"Escola Bressol Nens i Nenes"	"Escola Bressol Nens i Nenes"						
"Font ornamental"	"Font ornamental"						
"Torrent del Bosc"	"Torrent del Bosc"						
"Camp Municipal de futbol Vallbona"	"Camp Municipal de futbol Vallbona"						
"Torrent de Castellví"	"Torrent de Castellví"						
"Torrent del Rovelló"	"Torrent del Rovelló"						
"Santuari de la Mare de Déu de La Salut"	"Santuari de la Mare de Déu de La Salut"						
"Torrent de Can Blau"	"Torrent de Can Blau"						
"Escola de Bombers de Barcelona"	"Escola de Bombers de Barcelona"						
"Camp Municipal de Futbol Ibèria"	"Camp Municipal de Futbol Ibèria"						
"Camp de polo"	"Camp de polo"						
"Escola Pau Romeva"	"Escola Pau Romeva"						
"Escola Sant Ramon Nonat"	"Escola Sant Ramon Nonat"						
"Camp 1 hoquei"	"Camp 1 hoquei"						
"Escola especial Nostra Senyora de Montserrat"	"Escola especial Nostra Senyora de Montserrat"						
"Escola Enric Granados"	"Escola Enric Granados"						
"Escola Seat"	"Escola Seat"						
"Escola Can Clos"	"Escola Can Clos"						
"Escola Municipal d'Hípica La Foixarda"	"Escola Municipal d'Hípica La Foixarda"						
"Escola el Polvorí"	"Escola el Polvorí"			"Polvorí de Montjuïc, Polvorí i cos de guàrdia (Montjuïc)"	"Polvorí de Montjuïc"	"ammunition dump"	"Q6082040"
"Escola Pau Vila"	"Escola Pau Vila"						
"Camp de rugbi de La Foixarda"	"Camp de rugbi de La Foixarda"						
"Camp Municipal de Futbol Julià de Capmany"	"Camp Municipal de Futbol Julià de Capmany"						
"Escola Cavall Bernat"	"Escola Cavall Bernat"						
"Escola Cal Maiol"	"Escola Cal Maiol"						
"Torrent de Can Mantega"	"Torrent de Can Mantega"						
"Escola Lavínia"	"Escola Lavínia"						
"Escola Barcelona"	"Escola Barcelona"						
"Escola Barrufet"	"Escola Barrufet"						
"Escola Bressol Municipal L'Esquirol"	"Escola Bressol Municipal L'Esquirol"						
"Escola La Muntanyeta"	"Escola La Muntanyeta"						
"Escola Francesc Macià"	"Escola Francesc Macià"						
"Escola Bressol Municipal El fil"	"Escola Bressol Municipal El fil"						
"Escola Bressol Pau"	"Escola Bressol Pau"						
"Escola Pràctiques"	"Escola Pràctiques"						
"Escola Jaume I"	"Escola Jaume I"						
"Carrer de la Mare de Déu de Port"	"Carrer de la Mare de Déu de Port"						
"Camp d'hoquei Pau Negre"	"Camp d'hoquei Pau Negre"						
"Escola De Bosc de Montjuïc"	"Escola De Bosc de Montjuïc"						
"Escola Tres Pins"	"Escola Tres Pins"						
"Escola Mossèn Jacint Verdaguer"	"Escola Mossèn Jacint Verdaguer"						
"Col·legi Sant Francesc Xavier"	"Col·legi Sant Francesc Xavier"						
"Escola Diputació"	"Escola Diputació"						
"Escola Bressol Els Tres Tombs"	"Escola Bressol Els Tres Tombs"						
"Escola Joan Miró"	"Escola Joan Miró"						
"Escola Poble-sec"	"Escola Poble-sec"						
"Escola Cintra"	"Escola Cintra"						
"Escola Sant Joan Baptista"	"Escola Sant Joan Baptista"						
"Escola Bressol Carabassa"	"Escola Bressol Carabassa"						
"Escola Drassanes"	"Escola Drassanes"						
"Camp Municipal de Futbol Barceloneta"	"Camp Municipal de Futbol Barceloneta"						
"Escola Bressol Municipal La Mar"	"Escola Bressol Municipal La Mar"						
"Escola Mediterrània"	"Escola Mediterrània"						
"Escola Santíssima Trinitat"	"Escola Santíssima Trinitat"						
"Col·legi Major Pedralbes"	"Col·legi Major Pedralbes"						
"Col·legi Abat Oliba-Loreto"	"Col·legi Abat Oliba-Loreto"						
"Escola Solc"	"Escola Solc"						
"Escola Tècnica Superior d'Enginyers de Camins, Canals i Ports de Barcelona"	"Escola Tècnica Superior d'Enginyers de Camins, Canals i Ports de Barcelona"						
"Escola Pia de Sarrià-Calassanç"	"Escola Pia de Sarrià-Calassanç"			"Centre educatiu privat Escola Pia de Sarrià-Calassanç"		"piarist school"	"Q111595146"
"Escola Bressol l'Oreneta"	"Escola Bressol l'Oreneta"						
"Escola Duran i Bas"	"Escola Duran i Bas"						
"Escola Anglesola"	"Escola Anglesola"						
"Escola Ausiàs March"	"Escola Ausiàs March"						
"Escola Ítaca"	"Escola Ítaca"						
"Escola Bressol Municipal Xiroi"	"Escola Bressol Municipal Xiroi"						
"Escola Santa Dorotea. Salesianes Sarrià"	"Escola Santa Dorotea. Salesianes Sarrià"						
"Col·legi Major Sant Jordi"	"Col·legi Major Sant Jordi"						
"Escola Xirinacs"	"Escola Xirinacs"						
"Col·legi Pare Manyanet"	"Col·legi Pare Manyanet"						
"Escola Mallorca"	"Escola Mallorca"						
"Col·legi Jesús i Maria"	"Col·legi Jesús i Maria"			"Centre educatiu privat Jesús i Maria"		"private educational institution in Catalonia"	"Q111595158"
"Col·legi Oficial de Metges de Barcelona"	"Col·legi Oficial de Metges de Barcelona"	"Col·legi de Metges de Barcelona"	"Col·legi de Metges de Barcelona"				
"Escola Augusta"	"Escola Augusta"						
"Escola Oficial d'Idiomes Barcelona Sant Gervasi"	"Escola Oficial d'Idiomes Barcelona Sant Gervasi"						
"Escola Poeta Foix"	"Escola Poeta Foix"						
"Escola Infant Jesús"	"Escola Infant Jesús"						
"Torrent de la Budellera"	"Torrent de la Budellera"						
"Torrent d'en Cardona"	"Torrent d'en Cardona"						
"Torrent d'en Ferrer"	"Torrent d'en Ferrer"						
"Torrent de la Vinassa"	"Torrent de la Vinassa"						
"Escola Montserrat"	"Escola Montserrat"						
"Camp de futbol Vallvidrera"	"Camp de futbol Vallvidrera"						
"Escola Els Xiprers"	"Escola Els Xiprers"						
"Escola Nabí"	"Escola Nabí"						
"Escola Bressol municipal La Puput"	"Escola Bressol municipal La Puput"						
"Torrent de la Font del Mont"	"Torrent de la Font del Mont"						
"Torrent de Ca L'Almirall"	"Torrent de Ca L'Almirall"						
"Escola Judicial"	"Escola Judicial"						
"Escola Montseny"	"Escola Montseny"						
"Escola Gravi"	"Escola Gravi"						
"Torrent de la Font del Bacallà"	"Torrent de la Font del Bacallà"						
"Torrent de la Tenebrosa"	"Torrent de la Tenebrosa"						
"Escola Mare de Déu de Montserrat"	"Escola Mare de Déu de Montserrat"						
"Torrent de la Llet"	"Torrent de la Llet"						
"Escola d'Aprenents Sant Genís dels Agudells"	"Escola d'Aprenents Sant Genís dels Agudells"						
"Torrent de la Font del Roure"	"Torrent de la Font del Roure"						
"Escola Oficial d'Idiomes de Barcelona Vall d'Hebron"	"Escola Oficial d'Idiomes de Barcelona Vall d'Hebron"						
"Camp de Futbol Sant Genís Institut Vall d'Hebron"	"Camp de Futbol Sant Genís Institut Vall d'Hebron"						
"Escola Els Llorers"	"Escola Els Llorers"						
"Escola Auró"	"Escola Auró"						
"Escola Sant Miquel"	"Escola Sant Miquel"						
"Escola Sant Francesc d'Assís"	"Escola Sant Francesc d'Assís"						
"Escola Castella"	"Escola Castella"						
"Escola Pia de Nostra Senyora"	"Escola Pia de Nostra Senyora"						
"Escola de la Concepció"	"Escola de la Concepció"						
"Col·legi Sagrat Cor-Diputació"	"Col·legi Sagrat Cor-Diputació"						
"Escola Pia Balmes"	"Escola Pia Balmes"						
"Col·legi d'Economistes de Catalunya"	"Col·legi d'Economistes de Catalunya"						
"Escola Nostra Senyora de Lurdes"	"Escola Nostra Senyora de Lurdes"						
"Escola Josep Maria Jujol"	"Escola Josep Maria Jujol"						
"Col·legi Sant Josep"	"Col·legi Sant Josep"						
"Escola La Salle Gràcia"	"Escola La Salle Gràcia"						
"Escola Bressol Gràcia"	"Escola Bressol Gràcia"						
"Escola Bressol Sant Medir"	"Escola Bressol Sant Medir"						
"Escola Nou Patufet"	"Escola Nou Patufet"						
"Escola l'Univers"	"Escola l'Univers"						
"Escola 9 Graons"	"Escola 9 Graons"						
"Escola Bressol Municipal Casa dels Nens"	"Escola Bressol Municipal Casa dels Nens"						
"Col·legi Maristes la Immaculada"	"Col·legi Maristes la Immaculada"						
"Escola Bressol La Fassina"	"Escola Bressol La Fassina"						
"Escola de les Aigües"	"Escola de les Aigües"						
"Escola Bressol Barrufets"	"Escola Bressol Barrufets"						
"Escola de Música Eixample Joan Manuel Serrat"	"Escola de Música Eixample Joan Manuel Serrat"						
"Escola Fructuós Gelabert"	"Escola Fructuós Gelabert"						
"Escola Sagrada Família"	"Escola Sagrada Família"						
"Escola Cervantes"	"Escola Cervantes"						
"Escola Parc de la Ciutadella"	"Escola Parc de la Ciutadella"						
"Escola Pere Vila"	"Escola Pere Vila"						
"Font Modernista"	"Font Modernista"						
"Avinguda de Vilanova"	"Avinguda de Vilanova"						
"Escola Bogatell"	"Escola Bogatell"						
"Escola Ramon Llull"	"Escola Ramon Llull"						
"Escola Tabor"	"Escola Tabor"						
"Escola La Farigola del Clot"	"Escola La Farigola del Clot"						
"Escola dels Encants"	"Escola dels Encants"						
"Escola Auditori"	"Escola Auditori"						
"Escola Bressol Municipal l'Aliança"	"Escola Bressol Municipal l'Aliança"						
"Escola Provençals"	"Escola Provençals"						
"Escola La Flor de Maig"	"Escola La Flor de Maig"						
"Escola La Llacuna del Poblenou"	"Escola La Llacuna del Poblenou"						
"Escola Mafalda"	"Escola Mafalda"						
"Escola Sant Martí"	"Escola Sant Martí"						
"Escola Pere IV"	"Escola Pere IV"						
"Escola Virolai"	"Escola Virolai"						
"Escola Torrent d'en Melis"	"Escola Torrent d'en Melis"						
"Escola Bressol Montserrat"	"Escola Bressol Montserrat"						
"Escola Parc del Guinardó"	"Escola Parc del Guinardó"						
"Escola Bressol Xarlot"	"Escola Bressol Xarlot"						
"Torrent del Carmel"	"Torrent del Carmel"						
"Camp Municipal de Futbol d'Horta"	"Camp Municipal de Futbol d'Horta"						
"Escola Torrent de Can Carabassa"	"Escola Torrent de Can Carabassa"						
"Escola Pau Casals"	"Escola Pau Casals"						
"Escola Bressol L'Arquet"	"Escola Bressol L'Arquet"						
"Escola Bressol l'Arquet"	"Escola Bressol l'Arquet"						
"Escola Bressol Llar d'Infants"	"Escola Bressol Llar d'Infants"						
"Escola Heura"	"Escola Heura"						
"Escola Àngels Garriga"	"Escola Àngels Garriga"						
"Escola Bressol Municipal Tres Turons"	"Escola Bressol Municipal Tres Turons"						
"Escola Arc Iris"	"Escola Arc Iris"						
"Escola Cor de Maria-Sabastida"	"Escola Cor de Maria-Sabastida"			"Missioneres del Cor de Maria, Filles del Santíssim i Immaculat Cor de Maria, Missioneres Cor de Maria, M.C.M., MCM"	"Missioneres del Cor de Maria"		"Q3859248"
"Camp Municipal de Futbol Turó de la Peira"	"Camp Municipal de Futbol Turó de la Peira"						
"Escola El Turó"	"Escola El Turó"						
"Santuari de Santa Eulàlia de Vilapicina"	"Santuari de Santa Eulàlia de Vilapicina"						
"Escola Bressol Municipal El Petit Príncep"	"Escola Bressol Municipal El Petit Príncep"						
"Escola Dovella"	"Escola Dovella"						
"Escola l'Estel"	"Escola l'Estel"						
"Escola Guinardó"	"Escola Guinardó"						
"Escola Municipal de Segones Oportunitats"	"Escola Municipal de Segones Oportunitats"						
"Escola Rambleta del Clot"	"Escola Rambleta del Clot"						
"Escola Bressol municipal El Clot de la Mel"	"Escola Bressol municipal El Clot de la Mel"						
"Escola Bressol El Bressol del Poblenou"	"Escola Bressol El Bressol del Poblenou"						
"Escola Poblenou"	"Escola Poblenou"						
"Escola Els Porxos"	"Escola Els Porxos"						
"Escola Infantil Copèrnic"	"Escola Infantil Copèrnic"						
"Camp Municipal de Futbol Menorca"	"Camp Municipal de Futbol Menorca"						
"Escola El Sagrer"	"Escola El Sagrer"						
"Escola Bac de Roda"	"Escola Bac de Roda"						
"Escola Bressol Municipal L'Estació"	"Escola Bressol Municipal L'Estació"						
"Escola Bressol Municipal Icària"	"Escola Bressol Municipal Icària"						
"Escola Verns"	"Escola Verns"						
"Escola Arrels"	"Escola Arrels"						
"Escola Doctor Ferran i Clua"	"Escola Doctor Ferran i Clua"						
"Escola Bressol Manigua"	"Escola Bressol Manigua"						
"Escola Timbaler del Bruc"	"Escola Timbaler del Bruc"						
"Escola Bressol La Morera"	"Escola Bressol La Morera"						
"Col·legi La Salle Congrés"	"Col·legi La Salle Congrés"						
"Camp de futbol Porta"	"Camp de futbol Porta"						
"Escola Bressol Municipal Can Dragó"	"Escola Bressol Municipal Can Dragó"						
"Escola Palma de Mallorca"	"Escola Palma de Mallorca"						
"Col·legi Jesús Maria i Josep"	"Col·legi Jesús Maria i Josep"						
"Escola Turó Blau"	"Escola Turó Blau"						
"Escola L'Arc de Sant Martí"	"Escola L'Arc de Sant Martí"						
"Escola Jesús, Maria i Josep"	"Escola Jesús, Maria i Josep"						
"Escola Can Fabra"	"Escola Can Fabra"						
"Escola Laia"	"Escola Laia"						
"Torrent d'Estadella"	"Torrent d'Estadella"						
"Escola Vila Olímpica"	"Escola Vila Olímpica"						
"Escola La Mar Bella"	"Escola La Mar Bella"						
"Escola Bressol El Xalet de la paperera"	"Escola Bressol El Xalet de la paperera"						
"Escola la Mar Bella"	"Escola la Mar Bella"						
"Escola Bressol Municipal Júpiter"	"Escola Bressol Municipal Júpiter"						
"Escola Bressol Municipal Diagonal Mar"	"Escola Bressol Municipal Diagonal Mar"						
"Escola Brasil"	"Escola Brasil"						
"Escola Concepción Arenal"	"Escola Concepción Arenal"						
"Escola La Caixa"	"Escola La Caixa"						
"Escola La Palmera"	"Escola La Palmera"						
"Escola Bressol Municipal Margalló"	"Escola Bressol Municipal Margalló"						
"Escola Santa Maria dels Apòstols"	"Escola Santa Maria dels Apòstols"						
"Escola Prim"	"Escola Prim"						
"Escola La Pau"	"Escola La Pau"						
"Escola Oficial Idiomes Barcelona IV. La Pau"	"Escola Oficial Idiomes Barcelona IV. La Pau"						
"Torrent d'en Duran"	"Torrent d'en Duran"						
"Escola bressol L'Arboç"	"Escola bressol L'Arboç"						
"Escola Els Pins"	"Escola Els Pins"						
"Torrent d'en Pallós"	"Torrent d'en Pallós"						
"Camp Municipal de futbol Canyelles"	"Camp Municipal de futbol Canyelles"						
"Escola Bressol Municipal Valldaura"	"Escola Bressol Municipal Valldaura"						
"Escola Àgora"	"Escola Àgora"						
"Escola Bressol l'Argimon"	"Escola Bressol l'Argimon"						
"Escola Prínceps 23 d'Abril"	"Escola Prínceps 23 d'Abril"						
"Escola Marinada"	"Escola Marinada"						
"Escola Bressol El Vent"	"Escola Bressol El Vent"						
"Escola Tomàs Moro"	"Escola Tomàs Moro"						
"Escola Ferrer i Guàrdia"	"Escola Ferrer i Guàrdia"						
"Escola Mestre Morera"	"Escola Mestre Morera"			"Escola Mestre Morera"		"Catalonia school"	"Q111338518"
"Escola Víctor Català"	"Escola Víctor Català"						
"Escola Bressol El Palomar"	"Escola Bressol El Palomar"						
"Escola Infantil Rierol"	"Escola Infantil Rierol"						
"Camp de Futbol C.F. Muntanyesa"	"Camp de Futbol C.F. Muntanyesa"						
"Escola Bressol Ralet"	"Escola Bressol Ralet"						
"Escola Tibidabo"	"Escola Tibidabo"						
"Escola Mercè Rodoreda"	"Escola Mercè Rodoreda"						
"Escola Bressol Municipal Colometa"	"Escola Bressol Municipal Colometa"						
"Escola Molí de Finestrelles"	"Escola Molí de Finestrelles"						
"Escola la Maquinista"	"Escola la Maquinista"						
"Escola La Maquinista"	"Escola La Maquinista"						
"Camp de Futbol Municipal Trinitat Vella"	"Camp de Futbol Municipal Trinitat Vella"						
"Escola Eulàlia Bota"	"Escola Eulàlia Bota"						
"Escola Baró de Viver"	"Escola Baró de Viver"						
"Escola de Circ Ateneu Nou Barris"	"Escola de Circ Ateneu Nou Barris"						
"Escola Superior de Conservació i Restauració de Béns Culturals de Catalunya"	"Escola Superior de Conservació i Restauració de Béns Culturals de Catalunya"						
"Escola Elisenda de Montcada"	"Escola Elisenda de Montcada"						
"Escola Bressol La Muntanya"	"Escola Bressol La Muntanya"						
"Escola Ramon Berenguer III"	"Escola Ramon Berenguer III"						
"Escola bressol El Tren"	"Escola bressol El Tren"						
"Torrent de Tapioles"	"Torrent de Tapioles"						
"Escola Ciutat Comtal"	"Escola Ciutat Comtal"						
"Camp Municipal de futbol de Vallbona"	"Camp Municipal de futbol de Vallbona"						
"Escola Bressol Les Quatre Torres"	"Escola Bressol Les Quatre Torres"						
"Escola Bon Pastor"	"Escola Bon Pastor"						
"Escola Tècnica Superior d'Arquitectura de Barcelona"	"Escola Tècnica Superior d'Arquitectura de Barcelona"						
"Escola Politècnica Superior d'Edificació de Barcelona"	"Escola Politècnica Superior d'Edificació de Barcelona"						
"Col·legi d'Arquitectes de Catalunya (Arcs)"	"Col·legi d'Arquitectes de Catalunya (Arcs)"						
"Escola de Música de Barcelona"	"Escola de Música de Barcelona"						
"Escola El Carmel"	"Escola El Carmel"						
"Escola Bressol Municipal Albí"	"Escola Bressol Municipal Albí"						
"Camp de l'Arpa"	"Camp de l'Arpa"						
"Escola Mestre Enric Gibert i Camins"	"Escola Mestre Enric Gibert i Camins"						
"Escola 30 Passos"	"Escola 30 Passos"						
"Escola Bressol Municipal El Gronxador"	"Escola Bressol Municipal El Gronxador"						
"Escola Els Horts"	"Escola Els Horts"						
"Escola Bressol Municipal Dolors Canals"	"Escola Bressol Municipal Dolors Canals"						
"Escola Bressol municipal Pla de Fornells"	"Escola Bressol municipal Pla de Fornells"						
"Escola l'Esperança"	"Escola l'Esperança"						
"Escola de Nàutica"	"Escola de Nàutica"						
"Escola Nàutica de Cala Nova"	"Escola Nàutica de Cala Nova"						
"Coma Gran"	"Coma Gran"						
"Camp d'en Claret"	"Camp d'en Claret"						
"Coma Fosca"	"Coma Fosca"						
"Coma de Can Manent"	"Coma de Can Manent"						
"Coma de Son Quint"	"Coma de Son Quint"						
"Col·legi Oficial d'Infermeria"	"Col·legi Oficial d'Infermeria"						
"Col·legi de Sant Francesc"	"Col·legi de Sant Francesc"			"Escola de Sant Francesc, col·legi de Sant Francesc"		"building"	"Q108387001"
"Escola Graduada"	"Escola Graduada"						
"Escola Superior de Disseny de les Illes Balears"	"Escola Superior de Disseny de les Illes Balears"						
"Camp Redó"	"Camp Redó"						
"Escola Oficial d'Idiomes"	"Escola Oficial d'Idiomes"						
"Barranc Vell"	"Barranc Vell"						
"Escola de Formació Professional Nauticopesquera"	"Escola de Formació Professional Nauticopesquera"						
"Escola del Coll d'en Rabassa, Guillem Lladó Coll"	"Escola del Coll d'en Rabassa, Guillem Lladó Coll"						
"Escola de Can Pastilla"	"Escola de Can Pastilla"						
"Camp de futbol de Can Pastilla"	"Camp de futbol de Can Pastilla"						
"Camp de Tir"	"Camp de Tir"						
"Escola de La Salle"	"Escola de La Salle"						
"Col·legi Mare Alberta"	"Col·legi Mare Alberta"						
"Col·legi Públic Son Anglada"	"Col·legi Públic Son Anglada"	"CEIP Son Anglada"	"CEIP Son Anglada"	"CEIP Son Anglada"		"center for early childhood and primary education"	"Q111353223"
"Col·legi Públic Anselm Turmeda"	"Col·legi Públic Anselm Turmeda"						
"Col·legi Màxim Alomar Josa"	"Col·legi Màxim Alomar Josa"						
"Col·legi de Santa Maria"	"Col·legi de Santa Maria"						
"Col·legi d'Advocats"	"Col·legi d'Advocats"						
"Cal Comte de la Cova"	"Cal Comte de la Cova"			"Cal Comte de la Cova, Cal Comte de la Cueva, Can Bosc"		"manor house"	"Q105942826"
"Escola de Turisme"	"Escola de Turisme"						
"Escola Graduada"	"Escola Graduada"			"CEIP Escola Graduada, Escola Graduada"	"CEIP Escola Graduada"	"center for early childhood and primary education"	"Q11914771"
"Col·legi de Farmacèutics"	"Col·legi de Farmacèutics"						
"Camp de futbol del Patronat Obrer"	"Camp de futbol del Patronat Obrer"						
"Escola de La Soledat"	"Escola de La Soledat"						
"Col·legi del Sagrat Cor"	"Col·legi del Sagrat Cor"						
"Col·legi de les Escolàpies"	"Col·legi de les Escolàpies"						
"Col·legi Lluís Vives"	"Col·legi Lluís Vives"						
"Camp de futbol de Son Flor"	"Camp de futbol de Son Flor"						
"Camp dels Voltors"	"Camp dels Voltors"						
"Camp de futbol de l’Antoniana"	"Camp de futbol de l’Antoniana"						
"Escola de Nostra Senyora de l'Esperança"	"Escola de Nostra Senyora de l'Esperança"						
"Escola Pius XII"	"Escola Pius XII"						
"Col·legi de Son Canals"	"Col·legi de Son Canals"						
"Escola de primària Sant Josep Obrer"	"Escola de primària Sant Josep Obrer"						
"Escola de l'Infant Felip"	"Escola de l'Infant Felip"						
"Camp de futbol de Son Malferit"	"Camp de futbol de Son Malferit"						
"Escola de Nostra Senyora de la Providència"	"Escola de Nostra Senyora de la Providència"						
"Escola Sant Josep Obrer"	"Escola Sant Josep Obrer"						
"Escola i Seminari de Sant Pere"	"Escola i Seminari de Sant Pere"						
"Camp de futbol de Son Cladera"	"Camp de futbol de Son Cladera"						
"Escola de Nostra Senyora de la Consolació"	"Escola de Nostra Senyora de la Consolació"						
"Escola de Verge de Lluc"	"Escola de Verge de Lluc"						
"Escola de Son Ferriol"	"Escola de Son Ferriol"						
"Col·legi Sant Antoni Abat"	"Col·legi Sant Antoni Abat"						
