"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Còrrec del Puig d'Orella"	"Còrrec del Puig d'Orella"						
"Còrrec de les Teixoneres"	"Còrrec de les Teixoneres"						
"Còrrec de la Jaça"	"Còrrec de la Jaça"						
"Còrrec de Mata Porcs"	"Còrrec de Mata Porcs"						
"Còrrec de la Font del Pomer"	"Còrrec de la Font del Pomer"						
"Mas Sors"	"Mas Sors"						
"Mas de Les Planes"	"Mas de Les Planes"						
"Mas del Pla del Mener"	"Mas del Pla del Mener"						
"Mas Boadella"	"Mas Boadella"						
"Mas de la Quera"	"Mas de la Quera"						
"Mas de Boadella"	"Mas de Boadella"						
"Mas Puig Petit"	"Mas Puig Petit"						
"Mas PUIG"	"Mas PUIG"						
"Còrrec de la Selva"	"Còrrec de la Selva"						
"Còrrec de Moscalló"	"Còrrec de Moscalló"						
"Còrrec de les Pedres Dretes"	"Còrrec de les Pedres Dretes"						
"Còrrec del Capellà"	"Còrrec del Capellà"						
"Còrrec del Ginebre"	"Còrrec del Ginebre"						
"Còrrec de la Plantada"	"Còrrec de la Plantada"						
"Còrrec de la Coma Mora"	"Còrrec de la Coma Mora"						
"Còrrec del Torrer Blanc"	"Còrrec del Torrer Blanc"						
"Mas de Vila"	"Mas de Vila"						
"Mas Borrell"	"Mas Borrell"						
"Mas Conte"	"Mas Conte"						
"Mas d'en Duran"	"Mas d'en Duran"						
"Còrrec de les Lloberes"	"Còrrec de les Lloberes"						
"Mas d'en Julià Blanc"	"Mas d'en Julià Blanc"						
"Mas d'en Jacques Blanc"	"Mas d'en Jacques Blanc"						
"Mas Cot"	"Mas Cot"						
"Còrrec de la Corregada"	"Còrrec de la Corregada"						
"Mas du Cap Blanc"	"Mas du Cap Blanc"						
"Còrrec de la Cadira"	"Còrrec de la Cadira"						
"Còrrec del Coll de Mill"	"Còrrec del Coll de Mill"						
"Còrrec del Vilar"	"Còrrec del Vilar"						
"Còrrec de les Balmes"	"Còrrec de les Balmes"						
"Còrrec del Coll de Jou"	"Còrrec del Coll de Jou"						
"Còrrec de la Mort"	"Còrrec de la Mort"						
"Còrrec de la Guilla"	"Còrrec de la Guilla"						
"Còrrec de la Font de la Pega"	"Còrrec de la Font de la Pega"						
"Mas d'en Vilar"	"Mas d'en Vilar"						
"Mas d'en Jan"	"Mas d'en Jan"						
"Mas Canal"	"Mas Canal"						
"Mas Olive"	"Mas Olive"						
"Mas Alart"	"Mas Alart"						
"Mas Balmat"	"Mas Balmat"						
"Mas del Roure"	"Mas del Roure"						
"Còrrec de la Verna"	"Còrrec de la Verna"						
"Còrrec del Clot de Godall"	"Còrrec del Clot de Godall"						
"Còrrec de les Gorgues"	"Còrrec de les Gorgues"						
"Còrrec del Llosar"	"Còrrec del Llosar"						
"Mas Planes"	"Mas Planes"						
"Mas d'en Bach"	"Mas d'en Bach"						
"Còrrec de Fontfreda"	"Còrrec de Fontfreda"						
"Còrrec de la Fajosa"	"Còrrec de la Fajosa"						
"Còrrec de Riusec"	"Còrrec de Riusec"						
"Mas Malet"	"Mas Malet"						
"Mas Lech"	"Mas Lech"						
"Còrrec del Salze"	"Còrrec del Salze"						
"Còrrec de les Collisses"	"Còrrec de les Collisses"						
"Còrrec de Prat Cabrera"	"Còrrec de Prat Cabrera"						
"Còrrec de Santa Agnès"	"Còrrec de Santa Agnès"						
"Mas Timoner"	"Mas Timoner"						
"Còrrec de la Formentera"	"Còrrec de la Formentera"						
"Còrrec del Rossinyol"	"Còrrec del Rossinyol"						
"Còrrec de la Congesta"	"Còrrec de la Congesta"						
"Còrrec de la Socarra"	"Còrrec de la Socarra"						
"Mas Marc"	"Mas Marc"						
"Còrrec de la Coma d'en Guillot"	"Còrrec de la Coma d'en Guillot"						
"Còrrec dels Gorgs"	"Còrrec dels Gorgs"						
"Còrrec del Puig"	"Còrrec del Puig"						
"Mas Cap de Fusta"	"Mas Cap de Fusta"						
"Mas dels Pastres"	"Mas dels Pastres"						
"Mas Sant Gil"	"Mas Sant Gil"						
"Còrrec de les Mirandes"	"Còrrec de les Mirandes"						
"Mas del corder"	"Mas del corder"						
"Còrrec del Bac d'en Vilar"	"Còrrec del Bac d'en Vilar"						
"Mas del Taix"	"Mas del Taix"						
"Còrrec del Coll del Llistonar"	"Còrrec del Coll del Llistonar"						
"Còrrec del Teix"	"Còrrec del Teix"						
"Mas dels Capellans"	"Mas dels Capellans"						
"Còrrec de Sant Martí"	"Còrrec de Sant Martí"						
"Còrrec de la Coma de Vinagre"	"Còrrec de la Coma de Vinagre"						
"Mas de la Mer"	"Mas de la Mer"						
"Mas de Rocabruna"	"Mas de Rocabruna"						
"Mas d'Oriola"	"Mas d'Oriola"						
"Còrrec de la Font negra"	"Còrrec de la Font negra"						
"Còrrec del Roc dels Pasquers"	"Còrrec del Roc dels Pasquers"						
"Còrrec de la Font freda"	"Còrrec de la Font freda"						
"Mas des Salins"	"Mas des Salins"						
"Mas Fort"	"Mas Fort"						
"Mas del Parer"	"Mas del Parer"						
"Còrrec de la Bassa"	"Còrrec de la Bassa"						
"Còrrec de la Pedrera"	"Còrrec de la Pedrera"						
"Mas Porra"	"Mas Porra"						
"Mas Francès"	"Mas Francès"						
"Mas Franco"	"Mas Franco"						
"Mas del Crest"	"Mas del Crest"						
"Còrrec de l'Aspic"	"Còrrec de l'Aspic"						
"Rec el"							
"Còrrec de la Baga"	"Còrrec de la Baga"						
"Còrrec de les Carboneres"	"Còrrec de les Carboneres"						
"Mas d'en Girvés"	"Mas d'en Girvés"						
"Castell Vidre"	"Castell Vidre"						
"Còrrec de les Clares"	"Còrrec de les Clares"						
"Còrrec del Prat"	"Còrrec del Prat"						
"Còrrec de les Bigues"	"Còrrec de les Bigues"						
"Mas des Colomines"	"Mas des Colomines"						
"Còrrec de les Cassanyes"	"Còrrec de les Cassanyes"						
"Còrrec d'en Batlló"	"Còrrec d'en Batlló"						
"Mas Puig-Sec"	"Mas Puig-Sec"						
"Mas Puig Sec"	"Mas Puig Sec"						
"Còrrec de Borgunyà"	"Còrrec de Borgunyà"						
"Còrrec del Camp del Bosc"	"Còrrec del Camp del Bosc"						
"Mas Deu"	"Mas Deu"						
"Mas Miquelet"	"Mas Miquelet"						
"Mas du Colomer"	"Mas du Colomer"						
"Mas de Panissars"	"Mas de Panissars"						
"Còrrec des Estanys"	"Còrrec des Estanys"						
"Mas Pams"	"Mas Pams"						
"Mas d'en Bordàs"	"Mas d'en Bordàs"						
"Còrrec de Corts"	"Còrrec de Corts"						
"Mas de l'Oli"	"Mas de l'Oli"						
"Còrrec dels Empordanesos"	"Còrrec dels Empordanesos"						
"Còrrec del Solà de la Serp"	"Còrrec del Solà de la Serp"						
"Palau Aventures"	"Palau Aventures"						
"Mas Santa Maria"	"Mas Santa Maria"						
"Còrrec del Coll d'Ares"	"Còrrec del Coll d'Ares"						
"Còrrec de Vall de Quers"	"Còrrec de Vall de Quers"						
"Castell de Rodès"	"Castell de Rodès"			"Castell de Rodès, castell de Rodès"	"Castell de Rodès"	"castle"	"Q11913088"
"Mas Garí"	"Mas Garí"						
"Mas Tamarit"	"Mas Tamarit"	"Mas Rufià"	"Mas Rufià"				
"Mas Forester"	"Mas Forester"						
"Mas Després"	"Mas Després"						
"Mas Farines"	"Mas Farines"						
"Mas Nau"	"Mas Nau"						
"Mas de la Prada"	"Mas de la Prada"						
"Còrrec de la Bassa"	"Còrrec de la Bassa"						
"Mas Domingo"	"Mas Domingo"						
"Mas Terregalls"	"Mas Terregalls"						
"Còrrec de l'Era de Prim"	"Còrrec de l'Era de Prim"						
"Mas Ullastre"	"Mas Ullastre"						
"Mas Aldebert"	"Mas Aldebert"						
