"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Mas de la Maura"	"Mas de la Maura"						
"Mas d'en Cirera"	"Mas d'en Cirera"						
"Mas d'en Baptista"	"Mas d'en Baptista"						
"Mas d'en Clic"	"Mas d'en Clic"						
"Mas d'en Vinagre"	"Mas d'en Vinagre"						
"Mas d'en Poble"	"Mas d'en Poble"						
"Mas dels Capellans"	"Mas dels Capellans"						
"Mas Palol"	"Mas Palol"						
"Mas Font Calda"	"Mas Font Calda"						
"Mas Alavall"	"Mas Alavall"						
"Mas d'en Fils"	"Mas d'en Fils"						
"Mas Parer"	"Mas Parer"						
"Mas de l'Arnau"	"Mas de l'Arnau"						
"Mas Terra Rosa"	"Mas Terra Rosa"						
"Mas d'en Mas"	"Mas d'en Mas"						
"Mas Guiter"	"Mas Guiter"						
"Mas Santa Bàrbara"	"Mas Santa Bàrbara"						
"Mas de la misericòrdia"	"Mas de la misericòrdia"						
"Mas de la Boneta"	"Mas de la Boneta"						
"Mas des Arcedes"	"Mas des Arcedes"						
"Mas Roca"	"Mas Roca"						
"Mas Esteva"	"Mas Esteva"						
"Mas Miraflor"	"Mas Miraflor"						
"Mas Delfau"	"Mas Delfau"						
"Mas Santa Tecla"	"Mas Santa Tecla"						
"Mas Quilles"	"Mas Quilles"						
"Mas Mascle"	"Mas Mascle"						
"Mas dels Clots"	"Mas dels Clots"						
"Mas d'en Trilles"	"Mas d'en Trilles"						
"Mas Fines"	"Mas Fines"						
"Mas Llinas"	"Mas Llinas"						
"Mas del Taule"	"Mas del Taule"						
"Mas Taule"	"Mas Taule"						
"Mas d'en Guix"	"Mas d'en Guix"						
"Mas d'en Bacó"	"Mas d'en Bacó"						
"Còrrec del Roc dels Armaris"	"Còrrec del Roc dels Armaris"						
"Mas del Pla de Corts"	"Mas del Pla de Corts"						
"Mas de l'Avellà"	"Mas de l'Avellà"						
"Mas Potau"	"Mas Potau"						
"Mas d'en Casals"	"Mas d'en Casals"						
"Mas del Pla del Llop"	"Mas del Pla del Llop"						
"Mas Janer"	"Mas Janer"						
"Mas Borrec"	"Mas Borrec"						
"Mas d'en Bac"	"Mas d'en Bac"						
"Mas d'en Perot"	"Mas d'en Perot"						
"Mas de la Casa Nova"	"Mas de la Casa Nova"						
"Mas Bardes"	"Mas Bardes"						
"Mas Passatemps"	"Mas Passatemps"						
"Mas Santa Maria"	"Mas Santa Maria"						
"Mas de la Xica"	"Mas de la Xica"						
"Mas Sant Miquel"	"Mas Sant Miquel"	"Mas Llobet"	"Mas Llobet"				
"Mas d'en Fages"	"Mas d'en Fages"						
"Mas del Crest"	"Mas del Crest"						
"Mas Milles"	"Mas Milles"						
"Mas dels Clots"	"Mas dels Clots"						
"Mas Deloncle"	"Mas Deloncle"						
"Còrrec de Santa Coloma"	"Còrrec de Santa Coloma"						
"Mas d'en Bach"	"Mas d'en Bach"						
"Còrrec del Clot del Forn"	"Còrrec del Clot del Forn"						
"Mas d'en Calet d'Amunt"	"Mas d'en Calet d'Amunt"						
"Mas Picamal"	"Mas Picamal"						
"Mas d'en Pacareu"	"Mas d'en Pacareu"						
"Mas Hospitalet"	"Mas Hospitalet"						
"Mas Clerc"	"Mas Clerc"						
"Mas l'Olivera"	"Mas l'Olivera"						
"Mas Bolfa"	"Mas Bolfa"						
"Mas Cuny"	"Mas Cuny"						
"Mas Clos"	"Mas Clos"						
"Mas d'En Rancura"	"Mas d'En Rancura"						
"Còrrec de les Mosqueres"	"Còrrec de les Mosqueres"						
"Còrrec del Rodet"	"Còrrec del Rodet"						
"Còrrec del Saücar"	"Còrrec del Saücar"						
"Còrrec de les Escuderes"	"Còrrec de les Escuderes"						
"Còrrec dels Hortets"	"Còrrec dels Hortets"						
"Còrrec del Tronc"	"Còrrec del Tronc"						
"Còrrec de la Tisa"	"Còrrec de la Tisa"						
"Còrrec de la Teularia"	"Còrrec de la Teularia"						
"Còrrec dels Oms"	"Còrrec dels Oms"						
"Mas Orfila"	"Mas Orfila"						
"Mas de la Madeleine"	"Mas de la Madeleine"						
"Mas Parer"	"Mas Parer"						
"Mas Ramonet"	"Mas Ramonet"						
"Mas Cornet"	"Mas Cornet"						
"Mas de les Abelles"	"Mas de les Abelles"						
"Mas des Garrigues"	"Mas des Garrigues"						
"Mas de l'Hospital"	"Mas de l'Hospital"						
"Mas Vilalta"	"Mas Vilalta"						
"Còrrec del Capellà"	"Còrrec del Capellà"						
"Còrrec de l'Ós"	"Còrrec de l'Ós"						
"Còrrec de la Barda"	"Còrrec de la Barda"						
"Còrrec de la Xalada"	"Còrrec de la Xalada"						
"Còrrec del Prat de Cerval"	"Còrrec del Prat de Cerval"						
"Còrrec del Pas de l'Avet"	"Còrrec del Pas de l'Avet"			"Gorges de la Fou (Cortsaví), Gorges de la Fou"	"Gorges de la Fou (Cortsaví)"	"river"	"Q3111004"
"Mas del Freixe"	"Mas del Freixe"						
"Còrrec de les Pedres Dretes"	"Còrrec de les Pedres Dretes"						
"Còrrec de la Cadira"	"Còrrec de la Cadira"						
"Còrrec de les Conques"	"Còrrec de les Conques"						
"Còrrec de les Balmes"	"Còrrec de les Balmes"						
"Còrrec del Camp Nou"	"Còrrec del Camp Nou"						
"Còrrec del Cortal d'en Trilles"	"Còrrec del Cortal d'en Trilles"						
"Còrrec dels Gorgs"	"Còrrec dels Gorgs"						
"Còrrec de la Pedra Blanca"	"Còrrec de la Pedra Blanca"						
"Mas de la Molaria"	"Mas de la Molaria"						
"Mas del Gall"	"Mas del Gall"						
"Mas Marmita"	"Mas Marmita"						
"Còrrec d'en Simó"	"Còrrec d'en Simó"						
"Còrrec de Roca Corba"	"Còrrec de Roca Corba"						
"Còrrec de la Garriga"	"Còrrec de la Garriga"						
"Còrrec de l'Oliveda"	"Còrrec de l'Oliveda"						
"Mas Aucell"	"Mas Aucell"						
"Mas Paraire"	"Mas Paraire"						
"Mas Maria"	"Mas Maria"						
"Mas des Granges"	"Mas des Granges"						
"Còrrec del Coll de l'Ullat"	"Còrrec del Coll de l'Ullat"						
"Còrrec del Pou"	"Còrrec del Pou"						
"Còrrec del Roc dels Tres Termes"	"Còrrec del Roc dels Tres Termes"						
