"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Tossal de Quatre Bogues"	"Tossal de Quatre Bogues"			""	""	""	""
"Tossal Cosidor"	"Tossal Cosidor"			""	""	""	""
"Tossal de l'Home"	"Tossal de l'Home"			""	""	""	""
"Barranc del Ramader"	"Barranc del Ramader"			""	""	""	""
"Barranc de Seu"	"Barranc de Seu"			""	""	""	""
"Barranc d'Aneto"	"Barranc d'Aneto"			""	""	""	""
"Barranc del Cap de la Vall"	"Barranc del Cap de la Vall"			""	""	""	""
"Barranc Blanc"	"Barranc Blanc"			""	""	""	""
"Barranc de la Cometa"	"Barranc de la Cometa"			""	""	""	""
"Barranc de Besiberri"	"Barranc de Besiberri"			""	""	""	""
"Tossal de les Travesses"	"Tossal de les Travesses"			""	""	""	""
"Barranc de la Coscollosa"	"Barranc de la Coscollosa"			""	""	""	""
"Barranc De La Faixa Estreta"	"Barranc De La Faixa Estreta"			""	""	""	""
"Barranc De La Faixa Vedada"	"Barranc De La Faixa Vedada"			""	""	""	""
"Barranc de la Font Mala"	"Barranc de la Font Mala"			""	""	""	""
"Barranc de la Paridora"	"Barranc de la Paridora"			""	""	""	""
"Obaga de Sant Ginés"	"Obaga de Sant Ginés"			""	""	""	""
"Tossal d'Escobet"	"Tossal d'Escobet"			""	""	""	""
"Tossal Sobirà"	"Tossal Sobirà"			""	""	""	""
"Obaga de Vinyer"	"Obaga de Vinyer"			""	""	""	""
"Obaga de la Costa"	"Obaga de la Costa"			""	""	""	""
"Tossal Gros"	"Tossal Gros"			""	""	""	""
"Barranc d'Aulet"	"Barranc d'Aulet"			""	""	""	""
"Barranc de Miralles"	"Barranc de Miralles"			"Barranc de Miralles (Espluga de Serra)"	"Barranc de Miralles (Espluga de Serra)"	"river"	"Q17587919"
"Barranc de les Mançanes"	"Barranc de les Mançanes"			""	""	""	""
"Barranc de Llastarri"	"Barranc de Llastarri"			""	""	""	""
"Barranc del Clot de Mig"	"Barranc del Clot de Mig"			""	""	""	""
"Barranc de Palomera"	"Barranc de Palomera"			""	""	""	""
"Barranc de la Canal"	"Barranc de la Canal"			""	""	""	""
"Barranc d'en Ferri"	"Barranc d'en Ferri"			""	""	""	""
"Tossal de Cornudella"	"Tossal de Cornudella"			""	""	""	""
"Tossal de Sant Vicenç Ferrer"	"Tossal de Sant Vicenç Ferrer"			""	""	""	""
"Obaga d'Escobet"	"Obaga d'Escobet"			""	""	""	""
"Barranc d'Orrit"	"Barranc d'Orrit"			"Barranc d'Orrit"	"Barranc d'Orrit"	"river"	"Q11908251"
"Tossal de la Mola"	"Tossal de la Mola"			""	""	""	""
"Tossal de les Fogueres"	"Tossal de les Fogueres"			""	""	""	""
"Coma Trava"	"Coma Trava"			""	""	""	""
"Tossal de Miravet"	"Tossal de Miravet"			""	""	""	""
"Barranc de Sirès"	"Barranc de Sirès"			""	""	""	""
"Tossal de la Cogulla"	"Tossal de la Cogulla"			""	""	""	""
"Tossal d'Arbona"	"Tossal d'Arbona"			""	""	""	""
"Tossal Redó"	"Tossal Redó"			""	""	""	""
"Camp de Figues"	"Camp de Figues"			""	""	""	""
"Camp de la Carrasca"	"Camp de la Carrasca"			""	""	""	""
"Tossal de Balaguer"	"Tossal de Balaguer"			""	""	""	""
"Obaga del Tossal"	"Obaga del Tossal"			""	""	""	""
"Barranc del Seguer"	"Barranc del Seguer"			""	""	""	""
"Barranc de l'Obaga"	"Barranc de l'Obaga"			""	""	""	""
"Barranc del Pinell"	"Barranc del Pinell"			""	""	""	""
"Obaga Mala"	"Obaga Mala"			""	""	""	""
"Barranc de l'Aiguamoll"	"Barranc de l'Aiguamoll"			""	""	""	""
"Obaga del Comú"	"Obaga del Comú"			""	""	""	""
"Tossal de Vires"	"Tossal de Vires"			""	""	""	""
"Obaga de Colls"	"Obaga de Colls"			""	""	""	""
"Tossal de Móra"	"Tossal de Móra"			""	""	""	""
"Barranc de la Maria"	"Barranc de la Maria"			""	""	""	""
"Tossal Pelat"	"Tossal Pelat"			""	""	""	""
"Obaga del Ferrer"	"Obaga del Ferrer"			""	""	""	""
"Barranc del Molí de Boix"	"Barranc del Molí de Boix"			""	""	""	""
"Camp de la Vall"	"Camp de la Vall"			""	""	""	""
"Camp d'en Pi"	"Camp d'en Pi"			""	""	""	""
"Tossal de Navarro"	"Tossal de Navarro"			""	""	""	""
"Coma de Pallerol"	"Coma de Pallerol"			""	""	""	""
