"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Carrer del Darrere d'Irene Soriano"	"Carrer del Darrere d'Irene Soriano"						
"Carrer Bot"	"Carrer Bot"						
"Carrer Tèxtil"	"Carrer Tèxtil"						
"Camí de Son Xigala"	"Camí de Son Xigala"	"camí de Son Xigala"	"camí de Son Xigala"				
"jardí del Bisbe"	"jardí del Bisbe"						
"Camí Fondo"	"Camí Fondo"	"camí vell de Llucmajor"	"camí vell de Llucmajor"				
"passeig de Terol"	"passeig de Terol"						
"Passeig de Marratxí"	"Passeig de Marratxí"						
"Camí 140 o de na Cerdana"	"Camí 140 o de na Cerdana"	"camí de na Cerdana"	"camí de na Cerdana"				
"Jardí de les Dones de Negre"	"Jardí de les Dones de Negre"						
"Passatge de Josep Carner"	"Passatge de Josep Carner"						
"Jardí de Can Tondo"	"Jardí de Can Tondo"						
"camí d'Onda a Artana"	"camí d'Onda a Artana"	"Pista de les Penyes Altes o Aragonesses"	"Pista de les Penyes Altes o Aragonesses"				
"Camí de la Font de Lloscos"	"Camí de la Font de Lloscos"						
"Camí de la Llidona"	"Camí de la Llidona"	"senda de la pedrissa"	"senda de la pedrissa"				
"Passatge de la Mare de Déu de la Fuensanta"	"Passatge de la Mare de Déu de la Fontsanta"						
"Avinguda de Bac de Roda"	"Avinguda de Bac de Roda"	"pont del Torrent de la Font"	"pont del Torrent de la Font"				
"Camí dels Monjos (PR-C 31), GR 6 i GR 173"	"Camí dels Monjos (PR-C 31), GR 6 i GR 173"	"pr-c31"	"pr-c31"				
"Camí dels Monjos (PR-C 31) i GR 6"	"Camí dels Monjos (PR-C 31) i GR 6"	"pr-c31"	"pr-c31"				
"Camí de la Casa Alta"	"Camí de la Casa Alta"						
"Camí de Can Cebriá del Pla"	"Camí de Can Cebrià del Pla"						
"Carrer Cases de Pilara"	"Carrer Cases de Pilara"						
"Atzucac Bellavista"	"Atzucac Bellavista"						
"Carreró privat"	"Carreró privat"						
"Carrer Nou d'Octubre"	"Carrer Nou d'Octubre"	"Carrer 9 d'Octubre"					
"Carrer Nou d'Octubre"	"Carrer Nou d'Octubre"						
"Avinguda de Torre Vicens"	"Avinguda de Torre Vicenç"						
"Passeig de Manuel Raventós"	"Passeig de Manuel Raventós"						
"Passeig de les Dames, 36"	"Passeig de les Dames, 36"						
"Passeig de la Badia"	"Passeig de la Badia"	"passeig Alfons XIII"	"passeig Alfons XIII"				
"Passatge del Doctor Rull"	"Passatge del Doctor Rull"						
"passeig de la Reina Sofía"	"passeig de la Reina Sofia"						
"camí de la Font del Moreu"	"camí de la Font del Moreu"	"Antic camí de les Martines a Can Guitard de la Riera"	"Antic camí de les Martines a Can Guitard de la Riera"				
"Passatge de la Sènia"	"Passatge de la Sènia"						
"carrer collao Romet"	"carrer collao Romet"						
"Carrer de la Puríssima"	"Carrer de la Puríssima"	"la Fillola de Dalt"	"la Fillola de Dalt"				
"carrer d'Enmig"	"carrer d'Enmig"	"Camí Reial"	"Camí Reial"				
"Passeig Maritim"	"Passeig Maritim"						
"Passeig del Canal de Torreblanca"	"Passeig del Canal de Torreblanca"						
"Passeig de Las Cinglantane"	"Passeig de Las Cinglantane"						
"Carrer Nou d'Octubre"	"Carrer Nou d'Octubre"						
"carrer de Vicent Mari"	"carrer de Vicent Mari"		"Calle de Vicente Mari"				
"Passatge de les Voltes de Pau Claris"	"Passatge de les Voltes de Pau Claris"						
"Urbanització El Paraíso"	"Urbanització El Paradís"						
"Carreró de l'Església"	"Carreró de l'Església"	"el Carreró"	"el Carreró"				
"Passatge del Bosc"	"Passatge del Bosc"						
"jardí xiquico"	"jardí xiquico"						
"camí de l'Horta d'Alfeig"	"camí de l'Horta d'Alfeig"	"Camí vell d'Alfondeguilla a Eslida"	"Camí vell d'Alfondeguilla a Eslida"				
"Passeig de la Gabriela"	"Passeig de la Gabriela"						
"Camí de S'Ermitori"	"Camí de S'Ermitori"	"camí de Muro"	"camí de Muro"				
"Passatge de sa Rota"	"Passatge de sa Rota"						
"Passatge Josep Pons, Pintor"	"Passatge Josep Pons, Pintor"						
"Jardí de Lliri Blau"	"Jardí de Lliri Blau"						
"Passeig de la Reial Acequia"	"Passeig de la Reial Acequia"						
"Passeig Ecociudad Gran Monóvar"							
"Urbanització Monteamor"							
"Passatge Jaume I"	"Passatge Jaume I"						
"Passatge Riera Bell-Lloc"	"Passatge Riera Bell-Lloc"						
"carrer d'Olot"	"carrer d'Olot"	"Carretera d'Olot a Riudaura"	"Carretera d'Olot a Riudaura"				
"Passeig a la Mar"	"Passeig a la Mar"						
