"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Passeig de Pertegàs"	"Passeig de Pertegàs"						
"Passatge de la Vinya del Forn"	"Passatge de la Vinya del Forn"						
"camí del Soler Botei"	"camí del Soler Botei"	"Camí a l'ermita de Sant Sebastià"	"Camí a l'ermita de Sant Sebastià"				
"Passatge de la Sènia"	"Passatge de la Sénia"						
"Avinguda Quatre"	"Avinguda Quatre"	"avinguda 4"	"avinguda 4"				
"passeig de ses Palmeres"	"passeig de ses Palmeres"						
"Camí de Can Gabriel"	"Camí de Can Gabriel"						
"Passeig de Juan de la Cierva"	"Passeig de Juan de la Cierva"						
"Camí de ses Ermites Velles"	"Camí de ses Ermites Velles"	"camí del Bosc"	"camí del Bosc"				
"Urbanització La Horquera"							
"Camí Reial del Castillo"	"Camí Reial del Castell"	"camí de Vilahermosa"	"camí de Villahermosa"				
"Passatge del Rocio"	"Passatge del Rocio"						
"camí de Llucena o de la Trahuanta"	"camí de Llucena o de la Trahuanta"	"Pista del Mas de la Serra"	"Pista del Mas de la Serra"				
