"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Mas De Segura"	"Mas De Segura"						
"Mas Morera"	"Mas Morera"						
"Mas Borla"	"Mas Borla"						
"Mas de Arsis"	"Mas d’Arsis"						
"Estany Fe"	"Estany Fe"						
"Estany de la Cap de la Vall"	"Estany del Cap de la Vall"						
"Estany del Mig"	"Estany del Mig"						
"Estany Gran"	"Estany Gran"						
"Estany de la Tallada"	"Estany de la Tallada"						
"Mas Del Pont"	"Mas del Pont"						
"Mas De Mollons"	"Mas de Mollons"						
"Mas de Sento"	"Mas de Sento"						
"Pla del Sagal"	"Pla del Sagal"						
"Pla de Baronia"	"Pla de Baronia"						
"Pla de Tena"	"Pla de Tena"						
"Pla d'Arbona"	"Pla d'Arbona"						
"Pla del Figueral"	"Pla del Figueral"						
"Pla de Figueres"	"Pla de Figueres"						
"Pla del Cementiri"	"Pla del Cementiri"						
"Pla de Mas Blanc"	"Pla de Mas Blanc"						
"Pla d'en Bot"	"Pla d'en Bot"						
"Pla d'en Valero"	"Pla d'en Valero"						
"Pla d'en Batalla"	"Pla d'en Batalla"						
"Pla Colomer"	"Pla Colomer"						
"Pla de Dalt"	"Pla de Dalt"						
"Pla de Baix"	"Pla de Baix"						
"Pla de Fora"	"Pla de Fora"						
"Pla de Sisques"	"Pla de Sisques"						
"Pla de Colls"	"Pla de Colls"						
"Pla del Olivar"	"Pla de l’Olivar"						
"Pla de Sant Pol"	"Pla de Sant Pol"						
"Pla de Freixenet"	"Pla de Freixenet"						
"Pla del Gaió"	"Pla del Gaió"						
"Pla de Mules"	"Pla de Mules"						
"Pla de Lliterà"	"Pla de Lliterà"						
