"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Carrer de Provença"	"Carrer de Provença"	"rambla de Llefià"	"rambla de Llefià"				
"Carrer de Pablo Picasso"	"Carrer de Pablo Picasso"	"carrer de Pau Picasso"	"carrer de Pau Picasso"				
"Carrer de Mossèn Anton Romeu"	"Carrer de Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"				
"Avinguda de Bac de Roda"	"Avinguda de Bac de Roda"	"pont del Torrent de la Font"	"pont del Torrent de la Font"				
"Carrer de la Selva del Camp"	"Carrer de la Selva del Camp"	"carrer Fondal de Sant Martí"	"carrer Fondal de Sant Martí"				
"Plaça de Sant Francesc Xavier"	"Plaça de Sant Francesc Xavier"	"sa Pista"	"sa Pista"				
"Camí Fondo"	"Camí Fondo"	"camí vell de Llucmajor"	"camí vell de Llucmajor"				
"Camí 140 o de na Cerdana"	"Camí 140 o de na Cerdana"	"camí de na Cerdana"	"camí de na Cerdana"				
"Plaça dels Nins"	"Plaça dels Nins"	"plaça de les Copinyes"	"plaça de les Copinyes"				
"Platja de La Romana"	"Platja de La Romana"	"platja dels Morts"	"platja dels Morts"	"platja de la Romana, platja dels Morts"		"white sand beach"	"Q107264672"
"Plaça de Ramon Llull"	"Plaça de Ramon Llull"	"plaça des Mercat"	"plaça des Mercat"				
"Carrer d'en Joan Lliteres"	"Carrer d'en Joan Lliteres"	"carrer de Ciutat"	"carrer de Ciutat"				
"Pla de Fernando"	"Pla de Fernando"						
"carrer Nicolau Primitiu"	"carrer Nicolau Primitiu"		"Calle de Nicolau Primitiu"				
"carrer Bernat Ramon"	"carrer Bernat Ramon"		"Calle del Cronista Granell"				
"carrer Cronista Ribelles"	"carrer Cronista Ribelles"		"Calle del Cronista Ribelles"				
"pla de l’Aljub"	"pla de l’Aljub"						
"Camí de ses Ermites Velles"	"Camí de ses Ermites Velles"	"camí del Bosc"	"camí del Bosc"				
"Rec de Tubau"	"Rec de Tubau"						
"Rec Del Masot"	"Rec Del Masot"						
"Carrer de la Vinya"	"Carrer de la Vinya"	"carretera"	"carretera"				
"Avinguda de l'Eix Central"	"Avinguda de l'Eix Central"	"carretera"	"carretera"				
"Carrer de la Font del Ferro"	"Carrer de la Font del Ferro"	"carrer de Nostra Senyora de Lourdes"	"carrer de Nostra Senyora de Lourdes"				
"Carrer Mare de Déu de Lourdes"	"Carrer Mare de Déu de Lourdes"	"carrer de Nostra Senyora de Lourdes"	"carrer de Nostra Senyora de Lourdes"				
"Carrer de la Mare de Déu de Lourdes"	"Carrer de la Mare de Déu de Lourdes"	"carrer de Nostra Senyora de Lourdes"	"carrer de Nostra Senyora de Lourdes"				
"camí de la Font del Moreu"	"camí de la Font del Moreu"	"Antic camí de les Martines a Can Guitard de la Riera"	"Antic camí de les Martines a Can Guitard de la Riera"				
"Llac d'en Miquel"	"Llac d'en Miquel"						
"Llac Escarransit"	"Llac Escarransit"						
"Llac de la Lola"	"Llac de la Lola"						
"Llac de la Pepa"	"Llac de la Pepa"						
"Pla de l'Argemira"	"Pla de l'Argemira"						
"Plaça d'Espanya"	"Plaça d'Espanya"	"plaça de les Palmeres"	"plaça de les Palmeres"				
"Plaça Espanya"	"Plaça Espanya"	"plaça de les Palmeres"	"plaça de les Palmeres"				
"Estany de la Roberta"	"Estany de la Roberta"						
"Carrer de la Puríssima"	"Carrer de la Puríssima"	"la Fillola de Dalt"	"la Fillola de Dalt"				
"carrer d'Enmig"	"carrer d'Enmig"	"Camí Reial"	"Camí Reial"				
"Platja Estanys"	"Platja Estanys"	"es Coto"	"es Coto"				
"Pla de Vallvanera"	"Pla de Vallvanera"						
"Pla de Sant Miguel"	"Pla de Sant Miquel"						
"Pla del Masot"	"Pla del Masot"						
"Pla d'en Girbau"	"Pla d'en Girbau"						
"Mas de Brusca"	"Mas de Brusca"	"la Masia de Brusca"	"la Masia de Brusca"				
"Camí dels Muntells"	"Camí dels Muntells"						
