"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"
"Rec de la Font del Bac"	"Rec de la Font del Bac"	"Rec de la Font de Pedra"	"Rec de la Font de Pedra"				
"Rec de la Font del Rei"	"Rec de la Font del Rei"						
"Rec Fondo"	"Rec Fondo"	"Rec de la Font"	"Rec de la Font"				
"Rec de la Font dels Senyors"	"Rec de la Font dels Senyors"						
"Rec de la Penyora"	"Rec de la Penyora"						
"Rec de la Font de la Pedrera"	"Rec de la Font de la Pedrera"						
"Estany de Can Brugada"	"Estany de Can Brugada"						
"Rec de Can Coma"	"Rec de Can Coma"						
"Rec del Clot de Guixeres"	"Rec del Clot de Guixeres"	"Rec de la Caseta"	"Rec de la Caseta"				
"Rec de Cal Rei"	"Rec de Cal Rei"						
"Rec de Godall"	"Rec de Godall"						
"Rec de Mas Ventós"	"Rec de Mas Ventós"						
"Pla de les Escampades"	"Pla de les Escampades"						
"Pla dels Arços"	"Pla dels Arços"						
"Pla Traver"	"Pla Traver"						
"Pla de les Cavorques"	"Pla de les Cavorques"						
"Pla d'en Bosc"	"Pla d'en Bosc"						
"Pla Esquer"	"Pla Esquer"						
"Pla Falguera"	"Pla Falguera"						
"Pla d'Aiats"	"Pla d'Aiats"						
"Pla de les Soques"	"Pla de les Soques"						
"Pla de Falgars"	"Pla de Falgars"						
"Pla de Falgar"	"Pla de Falgar"						
"Pla Gran"	"Pla Gran"						
"Veïnat del Carrer"	"Veïnat del Carrer"						
"Pla de les Preses"	"Pla de les Preses"						
"Pla de la Pinya"	"Pla de la Pinya"						
"Rec dels Maials"	"Rec dels Maials"						
"Rec de les Olletes"	"Rec de les Olletes"						
"Rec d'en Vidal"	"Rec d'en Vidal"						
"Rec del Puig"	"Rec del Puig"						
"Rec de Terrús"	"Rec de Terrús"						
"Veïnat Nou"	"Veïnat Nou"						
"Pla de la Garsa"	"Pla de la Garsa"						
"Pla de la Barraca"	"Pla de la Barraca"						
"Pla de Barri"	"Pla de Barri"						
"Pla de l'Oncle"	"Pla de l'Oncle"						
"Pla de Capdevila"	"Pla de Capdevila"						
"Pla Fondo de Baix"	"Pla Fondo de Baix"						
"Pla Fondo de Dalt"	"Pla Fondo de Dalt"						
"Pla del Capellà"	"Pla del Capellà"						
"Pla del Calvari"	"Pla del Calvari"						
"Pla del Pi"	"Pla del Pi"						
"Pla dels Creixans"	"Pla dels Creixans"						
"Pla de la Moixernera"	"Pla de la Moixernera"						
"Pla Llosar"	"Pla Llosar"						
"Pla de Bronsa"	"Pla de Bronsa"						
"Rec de la Riba"	"Rec de la Riba"						
"Rec de Corbera"	"Rec de Corbera"						
"Rec de Robert"	"Rec de Robert"						
"Rec de Corrubí"	"Rec de Corrubí"						
"Pla d'en Plata"	"Pla d'en Plata"						
"Pla de la Guaitada"	"Pla de la Guaitada"						
"Pla de la Molina"	"Pla de la Molina"						
"Pla del Remei"	"Pla del Remei"						
"Pla de les Arques"	"Pla de les Arques"						
"Pla de Bonaire"	"Pla de Bonaire"						
"Pla d'en Sala"	"Pla d'en Sala"						
"Pla del Talló"	"Pla del Talló"						
"Pla de la Batalla"	"Pla de la Batalla"						
"Pla de la Corbera"	"Pla de la Corbera"						
"Pla de Rajada"	"Pla de Rajada"						
"Pla del Molí"	"Pla del Molí"						
"Pla dels Claus"	"Pla dels Claus"						
"Pla del Voltor"	"Pla del Voltor"						
"Pla de Falguers"	"Pla de Falguers"						
"Pla de la Primavera"	"Pla de la Primavera"						
"Pla de les Guillasses"	"Pla de les Guillasses"						
"Rec de la Font del Boix"	"Rec de la Font del Boix"						
"Rec d'en Cavats"	"Rec d'en Cavats"						
"Pla de l'Arç"	"Pla de l'Arç"						
"Pla de la Llacuna"	"Pla de la Llacuna"						
"Pla de les Dues Lliures"	"Pla de les Dues Lliures"						
"Pla de la Baga"	"Pla de la Baga"						
"Pla del Pedró"	"Pla del Pedró"						
"Pla de Rialb"	"Pla de Rialb"						
"Pla dels Evangelis"	"Pla dels Evangelis"						
"Agulla dels Arbrets"	"Agulla dels Arbrets"						
"Pla dels Anyells"	"Pla dels Anyells"						
"Pla de la Quera"	"Pla de la Quera"						
"Pla de les Fonts"	"Pla de les Fonts"						
"Agulla de l'Estany"	"Agulla de l'Estany"						
"Pla de les Barraques"	"Pla de les Barraques"						
"Pla de la Camamilla"	"Pla de la Camamilla"						
"Pla de Sallent"	"Pla de Sallent"						
"Pla Gran"	"Pla Gran"						
"Estany de Núria"	"Estany de Núria"			"Embassament de Núria"	"Embassament de Núria"	"lake"	"Q18005156"
"Pla de Solls"	"Pla de Solls"						
"Pla del Vi"	"Pla del Vi"						
"Pla de la Serra"	"Pla de la Serra"						
"Pla de les Borregues"	"Pla de les Borregues"						
"Pla de la Muga"	"Pla de la Muga"						
"Pla de la Guilla"	"Pla de la Guilla"						
"Pla del Vesc"	"Pla del Vesc"						
"Pla de la Bateria"	"Pla de la Bateria"						
"Pla de les Guixoles"	"Pla de les Guixoles"						
"Pla del Pare"	"Pla del Pare"						
"Pla d'Estanys"	"Pla d'Estanys"						
"Pla de la Teuleria"	"Pla de la Teuleria"						
"Pla del Caçador"	"Pla del Caçador"						
"Pla del Forn"	"Pla del Forn"						
"Pla de la Fou"	"Pla de la Fou"						
"Còrrec del Teix"	"Còrrec del Teix"						
"Pla d'en Just"	"Pla d'en Just"						
"Pla Rodó"	"Pla Rodó"						
"Pla de les Bigues"	"Pla de les Bigues"						
"Pla de la Regalíssia"	"Pla de la Regalíssia"						
"Pla de l'Avetosa"	"Pla de l'Avetosa"						
"Pla Xic"	"Pla Xic"						
"Pla de la Calma"	"Pla de la Calma"						
"Pla del Carlí"	"Pla del Carlí"						
"Pla del Racó"	"Pla del Racó"						
"Pla de Coma Ermada"	"Pla de Coma Ermada"						
"Pla Cominal"	"Pla Cominal"						
"Pla de Rebost"	"Pla de Rebost"						
"Pla de Carboners"	"Pla de Carboners"						
"Pla d'en Floretes"	"Pla d'en Floretes"						
"Estany dels Infants"	"Estany dels Infants"						
"Pla de l'Arc"	"Pla de l'Arc"						
"Pla de l`Arc"	"Pla de l`Arc"						
"Pla del Campament"	"Pla del Campament"						
"Carrer de Provença"	"Carrer de Provença"	"rambla de Llefià"	"rambla de Llefià"				
"Carrer de Pablo Picasso"	"Carrer de Pablo Picasso"	"carrer de Pau Picasso"	"carrer de Pau Picasso"				
"Carrer de Mossèn Anton Romeu"	"Carrer de Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"	"carrer d'en Mossèn Anton Romeu"				
"Avinguda de Bac de Roda"	"Avinguda de Bac de Roda"	"pont del Torrent de la Font"	"pont del Torrent de la Font"				
"Llac romàntic"	"Llac romàntic"						
"Pla de les Pedres"	"Pla de les Pedres"						
"Llac i Cel"	"Llac i Cel"						
"Estany Rodó"	"Estany Rodó"					"lake"	"Q21330337"
"Estany d'Encamp"	"Estany d'Encamp"					"lake"	"Q21329514"
"Estany Moreno"	"Estany Moreno"					"lake"	"Q21330004"
"Estany de les Fonts"	"Estany de les Fonts"					"lake"	"Q21329687"
"Estany Rodó"	"Estany Rodó"					"lake"	"Q21330338"
"Estany de Coma Estremera"	"Estany de Coma Estremera"						
"Estany Forcat"	"Estany Forcat"						
"Estany Primer"	"Estany Primer"			"Estany Primer"		"lake"	"Q21330258"
"Estany de l'Illa"	"Estany de l'Illa"					"lake"	"Q21329797"
"Estany de Montmalús"	"Estany de Montmalús"					"lake"	"Q21329992"
"Pla del Toneu"	"Pla del Toneu"						
"Pla de la Noguera"	"Pla de la Noguera"						
"Pla de les Rovires"	"Pla de les Rovires"						
"Pla de les Eugues"	"Pla de les Eugues"						
"Pla de Vinya"	"Pla de Vinya"						
"Pla Guinard"	"Pla Guinard"						
"Pla de l'Om"	"Pla de l'Om"						
"Pla de Sant Roc"	"Pla de Sant Roc"						
"Pla del Fanal"	"Pla del Fanal"						
"Pla del Riquer"	"Pla del Riquer"						
"Rec de l'Esperança"	"Rec de l'Esperança"						
"Rec del Romeu"	"Rec del Romeu"						
"Rec de l'Argila"	"Rec de l'Argila"						
"pla de ses Figueres"	"pla de ses Figueres"						
"Pla des Conills"	"Pla des Conills"						
"Llac dels Cignes"	"Llac dels Cignes"						
"Plaça de Sant Francesc Xavier"	"Plaça de Sant Francesc Xavier"	"sa Pista"	"sa Pista"				
"Camí Fondo"	"Camí Fondo"	"camí vell de Llucmajor"	"camí vell de Llucmajor"				
"Camí 140 o de na Cerdana"	"Camí 140 o de na Cerdana"	"camí de na Cerdana"	"camí de na Cerdana"				
"Plaça dels Nins"	"Plaça dels Nins"	"plaça de les Copinyes"	"plaça de les Copinyes"				
"Pla del Castell"	"Pla del Castell"						
"Rec de Patiràs"	"Rec de Patiràs"						
"Rec de la Roqueta"	"Rec de la Roqueta"						
"Còrrec de Coma de Vaixell"	"Còrrec de Coma de Vaixell"						
"Rec de Sant Miquel"	"Rec de Sant Miquel"						
"Rec del Marquès"	"Rec del Marquès"						
"Rec del Dragó"	"Rec del Dragó"						
"Rec de la Falguera"	"Rec de la Falguera"						
"Rec del Socarrat"	"Rec del Socarrat"						
"Rec de Comes Llobes"	"Rec de Comes Llobes"						
"Rec de la Fonollera"	"Rec de la Fonollera"						
"Rec de Coma Fredosa"	"Rec de Coma Fredosa"						
"Rec de la Murtra"	"Rec de la Murtra"						
"Rec de la Pineda"	"Rec de la Pineda"						
"Estany de Sant Maurici (per la presa)"	"Estany de Sant Maurici (per la presa)"						
"Pla del Pui de Linya"	"Pla del Pui de Linya"						
"Estany del Ferro"	"Estany del Ferro"						
"Estany de Ratera"	"Estany de Ratera"						
"Estany Gelat"	"Estany Gelat"						
"Estany Gran de Peguera"	"Estany Gran de Peguera"						
"Estany de Llastra"	"Estany de Llastra"						
"Estany de la Coveta"	"Estany de la Coveta"						
"Estany Amagat"	"Estany Amagat"						
"Estany de la Bassa"	"Estany de la Bassa"						
"Estany de Lladres"	"Estany de Lladres"						
"Estany de la Llosa de Davall"	"Estany de la Llosa de Davall"						
"Estany 1"	"Estany 1"						
"Estany 2"	"Estany 2"						
"Estany 3"	"Estany 3"						
"Estany 4"	"Estany 4"						
"Pla de Can Marès"	"Pla de Can Marès"						
"Pla de les Gates"	"Pla de les Gates"						
"Pla de la Guardiola"	"Pla de la Guardiola"						
"Pla dels Sanços"	"Pla dels Sanços"						
"Pla de Can Causa"	"Pla de Can Causa"						
"Pla de les Taules"	"Pla de les Taules"						
"Rec Madral"	"Rec Madral"						
"Rec de la Murtra"	"Rec de la Murtra"						
"Rec de Montjoi"	"Rec de Montjoi"						
"Rec de Jóncols"	"Rec de Jóncols"						
"Rec de la Perafita"	"Rec de la Perafita"						
"Pla de la Beguda"	"Pla de la Beguda"						
"Pla de la Nit"	"Pla de la Nit"						
"Pla del Corral d'en Vidal"	"Pla del Corral d'en Vidal"						
"Pla de la Llet"	"Pla de la Llet"						
"Pla Socarrat"	"Pla Socarrat"						
"Pla de Sant Julià"	"Pla de Sant Julià"						
"Pla del Graners"	"Pla del Graners"						
"Pla de les Plateres"	"Pla de les Plateres"						
"Pla de la Tomba"	"Pla de la Tomba"						
"Pla de les Maduixes"	"Pla de les Maduixes"						
"Pla de les Barraques"	"Pla de les Barraques"						
"Pla de la Fosa"	"Pla de la Fosa"						
"Pla de les Bruixes"	"Pla de les Bruixes"						
"Pla de Borràs"	"Pla de Borràs"						
"Pla de Vaquers"	"Pla de Vaquers"						
"Pla de Jaques"	"Pla de Jaques"						
"Pla d'en Querol"	"Pla d'en Querol"						
"Pla del Bruc"	"Pla del Bruc"						
"Pla de les Solius"	"Pla de les Solius"						
"Pla Llacera"	"Pla Llacera"						
"Pla de Bassa Llacuna"	"Pla de Bassa Llacuna"						
"Pla d'en Ferris"	"Pla d'en Ferris"						
"Pla de Puig Moltó"	"Pla de Puig Moltó"						
"Pla del Rector"	"Pla del Rector"						
"Pla de Montau"	"Pla de Montau"						
"Pla del Cirerer"	"Pla del Cirerer"						
"Pla de Sots d'Óssos"	"Pla de Sots d'Óssos"						
"Pla de Begues"	"Pla de Begues"						
"Pla de Deulovol"	"Pla de Deulovol"						
"Pla des Estanyets"	"Pla des Estanyets"						
"Rec de Jóncols"	"Rec de Jóncols"						
"Rec de l'Espunya"	"Rec de l'Espunya"						
"Rec de sa Figuera"	"Rec de sa Figuera"						
"Rec de la Perafita"	"Rec de la Perafita"						
"Rec des Jonquet"	"Rec des Jonquet"						
"Rec de Cala Bona"	"Rec de Cala Bona"						
"Rec de Cala Torta"	"Rec de Cala Torta"						
"Rec de ses Culasses"	"Rec de ses Culasses"						
"Rec de Portaló"	"Rec de Portaló"						
"Rec de Cala d'Agulles"	"Rec de Cala d'Agulles"						
"Estany Gran de la Vall del Riu"	"Estany Gran de la Vall del Riu"						
"Estany dels Meners de la Coma"	"Estany dels Meners de la Coma"					"lake"	"Q21329944"
"Estany de Ransol"	"Estany de Ransol"						
"Estany Mort"	"Estany Mort"			"Estany Mort"		"glacial lake"	"Q21330009"
"Estany de Querol"	"Estany de Querol"					"lake"	"Q21330278"
"Estany Mort"	"Estany Mort"			"Estany Mort"		"glacial lake"	"Q21330008"
"Estany Gran de la Vall del Riu"	"Estany Gran de la Vall del Riu"					"lake"	"Q21328867"
"Estany de Cabana Sorda"	"Estany de Cabana Sorda"					"lake"	"Q21329206"
"Rec de Rocalba"	"Rec de Rocalba"						
"Rec de les Boixedes"	"Rec de les Boixedes"						
"Rec de la Nespleda"	"Rec de la Nespleda"						
"Pla del Bastons"	"Pla del Bastons"						
"Rec de Claperol"	"Rec de Claperol"						
"Rec del Puig Alt"	"Rec del Puig Alt"						
"Rec de Pedrosa"	"Rec de Pedrosa"						
"Rec dels Saiols"	"Rec dels Saiols"						
"Rec de Codolós"	"Rec de Codolós"						
"Rec de la Font Fresca"	"Rec de la Font Fresca"						
"Rec de Bosquerons"	"Rec de Bosquerons"						
"Rec de les Tombes"	"Rec de les Tombes"						
"Pla de Targarona"	"Pla de Targarona"						
"Pla de la Guàrdia"	"Pla de la Guàrdia"						
"Pla de les Moles"	"Pla de les Moles"						
"Pla dels Roures"	"Pla dels Roures"						
"Pla de Morelles"	"Pla de Morelles"						
"Pla de la Riera"	"Pla de la Riera"						
"Pla del Puig"	"Pla del Puig"						
"Pla de Puiggrony"	"Pla de Puiggrony"						
"Pla de Durà"	"Pla de Durà"						
"Pla d'en Salvi"	"Pla d'en Salvi"						
"Rec de Vallverd"	"Rec de Vallverd"						
"Rec de Torrent Generós"	"Rec de Torrent Generós"						
"Rec de la Sala"	"Rec de la Sala"						
"Rec del Bac del Coll"	"Rec del Bac del Coll"						
"Pla de Gibrella"	"Pla de Gibrella"						
"Pla Verdeguer"	"Pla Verdeguer"						
"Pla de Coll Joell"	"Pla de Coll Joell"						
"Rec de cab Tòfol"	"Rec de cab Tòfol"						
"Rec de les Clotes"	"Rec de les Clotes"						
"Rec de Serradell"	"Rec de Serradell"						
"Rec del Bertran"	"Rec del Bertran"						
"Rec de l'Aulet"	"Rec de l'Aulet"						
"Pla dels Pins de la Calàndria"	"Pla dels Pins de la Calàndria"						
"Pla de Sucs"	"Pla de Sucs"						
"Pla de les Torres"	"Pla de les Torres"						
"Pla de Raïmat"	"Pla de Raïmat"						
"Pla de les Casetes"	"Pla de les Casetes"						
"Pla del Baltasar"	"Pla del Baltasar"						
"Pla de Lleida"	"Pla de Lleida"						
"Pla d'Urgell"	"Pla d'Urgell"						
"Pla de Canelles"	"Pla de Canelles"						
"Pla del Davant"	"Pla del Davant"						
"Pla de l'Alzina del Consell"	"Pla de l'Alzina del Consell"						
"Pla dels Estudis"	"Pla dels Estudis"						
"Pla de la Casanova"	"Pla de la Casanova"						
"Pla del Pujol"	"Pla del Pujol"						
"Pla de la Batllia"	"Pla de la Batllia"						
"Pla de Davant"	"Pla de Davant"						
"Pla de Cal Ranci"	"Pla de Cal Ranci"						
"Pla dels Lladres"	"Pla dels Lladres"						
"Rec de Cerdanyola"	"Rec de Cerdanyola"						
"Rec de Passavant"	"Rec de Passavant"						
"Rec de les Cases"	"Rec de les Cases"						
"Rec de Bonaire"	"Rec de Bonaire"						
"Pla de Riba"	"Pla de Riba"						
"Pla del Mas d'en Soler"	"Pla del Mas d'en Soler"						
"Pla del Mas d'en Comte"	"Pla del Mas d'en Comte"						
"Pla de la Murtera"	"Pla de la Murtera"						
"Pla del curro"	"Pla del curro"						
"Pla de les Picades"	"Pla de les Picades"						
"Pla de l'Estadella"	"Pla de l'Estadella"						
"Pla de la Font Vella"	"Pla de la Font Vella"						
"Pla Pallarès"	"Pla Pallarès"						
"Pla d'en Bielet"	"Pla d'en Bielet"						
"Pla des Pou"	"Pla des Pou"						
"Pla des Vicari"	"Pla des Vicari"						
"Pla de Son Colomar"	"Pla de Son Colomar"						
"Pla des Pins"	"Pla des Pins"						
"Pla de ses Gatoves"	"Pla de ses Gatoves"						
"Pla de s'Aljub Gros"	"Pla de s'Aljub Gros"						
"Platja de La Romana"	"Platja de La Romana"	"platja dels Morts"	"platja dels Morts"	"platja de la Romana, platja dels Morts"		"white sand beach"	"Q107264672"
"Pla de Can Vera"	"Pla de Can Vera"						
"Rec de la Gallinera"	"Rec de la Gallinera"						
"Rec Madral"	"Rec Madral"						
"Rec d'en Bordes"	"Rec d'en Bordes"						
"Rec dels Salins"	"Rec dels Salins"						
"Llac de Sant Maurici"	"Llac de Sant Maurici"						
"Rec del Mig"	"Rec del Mig"						
"Estany del Tec"	"Estany del Tec"						
"Estany d'en Garrigoles"	"Estany d'en Garrigoles"						
"Pla de Sant Miquel"	"Pla de Sant Miquel"						
"Pla de Can Codina"	"Pla de Can Codina"						
"Pla del Sitjar"	"Pla del Sitjar"						
"Agulla de la Tuta"	"Agulla de la Tuta"						
"Pla de Rostoll"	"Pla de Rostoll"						
"Pla de Caselles"	"Pla de Caselles"						
"Pla del Prat"	"Pla del Prat"						
"Pla dels Sauris"	"Pla dels Sauris"						
"Veïnat de França"	"Veïnat de França"						
"Pla Jugar"	"Pla Jugar"						
"Pla de la Pomera"	"Pla de la Pomera"						
"Pla dels Pous"	"Pla dels Pous"						
"Pla de Formentor"	"Pla de Formentor"						
"Pla dels Ginebrons"	"Pla dels Ginebrons"						
"Pla de l'Espinal"	"Pla de l'Espinal"						
"Estany d'en Viada"	"Estany d'en Viada"						
"Pla de la Riba"	"Pla de la Riba"						
"Pla de Cartellà"	"Pla de Cartellà"						
"Pla d'en Carrió"	"Pla d'en Carrió"						
"Veïnat de l'Argelaguet"	"Veïnat de l'Argelaguet"						
"Veïnat de les Cases Noves"	"Veïnat de les Cases Noves"						
"Veïnat del Raval"	"Veïnat del Raval"						
"Veïnat Can Planes"	"Veïnat Can Planes"						
"Rec de Can Murtra"	"Rec de Can Murtra"						
"Veïnat de la Bruguera"	"Veïnat de la Bruguera"						
"Pla del Milà"	"Pla del Milà"						
"Còrrec de Coma Llobera"	"Còrrec de Coma Llobera"						
"Còrrec de la Calella"	"Còrrec de la Calella"						
"Còrrec del Falaguer"	"Còrrec del Falaguer"						
"Còrrec de la Cala Pedrosa"	"Còrrec de la Cala Pedrosa"						
"Còrrec de la Cala Ferriol"	"Còrrec de la Cala Ferriol"						
"Còrrec de les Tres Coves"	"Còrrec de les Tres Coves"						
"Còrrec Llarg"	"Còrrec Llarg"						
"Còrrec de la Caleta"	"Còrrec de la Caleta"						
"Pla del mas de Racó"	"Pla del mas de Racó"						
"Pla d'Amunt"	"Pla d'Amunt"						
"Pla de Vistabella"	"Pla de Vistabella"						
"Pla d'Avall"	"Pla d'Avall"						
"Pla de la Creu"	"Pla de la Creu"						
"Pla de les Batalles"	"Pla de les Batalles"						
"Pla del Ginestar"	"Pla del Ginestar"						
"Pla del Llamp"	"Pla del Llamp"						
"Pla de l'Estany"	"Pla de l'Estany"						
"Pla de l'Ase Mort"	"Pla de l'Ase Mort"						
"Pla de Sant Martí"	"Pla de Sant Martí"						
"Pla de la Castanyera"	"Pla de la Castanyera"						
"Pla de Cent Sous"	"Pla de Cent Sous"						
"Pla de la Selva"	"Pla de la Selva"						
"Pla de Llaguna"	"Pla de Llaguna"						
"Pla d'Arcalís"	"Pla d'Arcalís"						
"Pla de Baiau"	"Pla de Baiau"						
"Pla de Boet"	"Pla de Boet"						
"Estany de Baiau"	"Estany de Baiau"						
"Estany de Port de Boet"	"Estany de Port de Boet"						
"Pla del Sord"	"Pla del Sord"						
"Pla de Rascanya"	"Pla de Rascanya"						
"Pla de Torres"	"Pla de Torres"						
"Pla de Soca"	"Pla de Soca"						
"Pla de Morro"	"Pla de Morro"						
"Pla del Rullo"	"Pla del Rullo"						
"Pla de Ferrer"	"Pla de Ferrer"						
"Pla de Blai"	"Pla de Blai"						
"Pla de les Avenes"	"Pla de les Avenes"						
"Pla de les Avencs"	"Pla de les Avencs"						
"Pla del Sui"	"Pla del Sui"						
"Pla Aturat"	"Pla Aturat"						
"Pla Soliva de Dalt"	"Pla Soliva de Dalt"						
"Pla de la Roureda"	"Pla de la Roureda"						
"Pla  del Parany"	"Pla  del Parany"						
"Pla dels Évols"	"Pla dels Évols"						
"Pla de les Puces"	"Pla de les Puces"						
"Pla d'en Llops"	"Pla d'en Llops"						
"Pla de la Tronca"	"Pla de la Tronca"						
"Pla de la Font del Calvari"	"Pla de la Font del Calvari"						
"Pla d'en Mont"	"Pla d'en Mont"						
"Pla de Sant Andreu"	"Pla de Sant Andreu"						
"Pla de Dalt"	"Pla de Dalt"						
"Pla de Baix"	"Pla de Baix"						
"Pla de la Civadera"	"Pla de la Civadera"						
"Pla de Pendís"	"Pla de Pendís"						
"Pla de Fàbregues"	"Pla de Fàbregues"						
"Pla de la Palomera"	"Pla de la Palomera"						
"Pla de Corriol"	"Pla de Corriol"						
"Pla del Bellonc"	"Pla del Bellonc"						
"Pla dels Alemanys"	"Pla dels Alemanys"						
"Estany del Coll"	"Estany del Coll"						
"Pla de Miralpeix"	"Pla de Miralpeix"						
"Pla del Xup"	"Pla del Xup"						
"Pla de les Basses"	"Pla de les Basses"						
"Pla de les Llenties"	"Pla de les Llenties"						
"Pla dels Senyals"	"Pla dels Senyals"						
"Pla dels Vinyals"	"Pla dels Vinyals"						
"Pla de les Basses Roges"	"Pla de les Basses Roges"						
"Pla d'en Pitxot"	"Pla d'en Pitxot"						
"Avinguda de les Cases del Sord"	"Avinguda de les Cases del Sord"						
"Camí de la Creu de Ribes"	"Camí de la Creu de Ribes"						
"Pla de Lloses"	"Pla de Lloses"						
"Pla de la Castanyeda"	"Pla de la Castanyeda"						
"Pla de la Gavarrera"	"Pla de la Gavarrera"						
"Pla del Ginebre"	"Pla del Ginebre"						
"Pla del Barral"	"Pla del Barral"						
"Pla de Can Bosc"	"Pla de Can Bosc"						
"Pla Somera"	"Pla Somera"						
"Pla de Montfalcó"	"Pla de Montfalcó"						
"Pla Castellar"	"Pla Castellar"						
"Pla del Mas de Soses"	"Pla del Mas de Soses"						
"Pla de la Granja"	"Pla de la Granja"						
"Pla dels Conills"	"Pla dels Conills"						
"Pla dels Ametllers"	"Pla dels Ametllers"						
"Pla de la Cremada"	"Pla de la Cremada"						
"Pla de l'Argelaga"	"Pla de l'Argelaga"						
"Pla d'Argelaga"	"Pla d'Argelaga"						
"Pla de l'Alzina"	"Pla de l'Alzina"						
"Pla del Sifó"	"Pla del Sifó"						
"Pla del Puça"	"Pla del Puça"						
"Pla de Cúber"	"Pla de Cúber"						
"pla des Torrent"	"pla des Torrent"						
"Pla d'Almallutx"	"Pla d'Almallutx"						
"Agulla des Frare"	"Agulla des Frare"						
"pla des Clot de sa Neu"	"pla des Clot de sa Neu"						
"Pla de sa Creu"	"Pla de sa Creu"						
"Pla de sa Neu"	"Pla de sa Neu"						
"Pla des Verro"	"Pla des Verro"						
"Pla des Cards"	"Pla des Cards"						
"Pla de sa Font"	"Pla de sa Font"						
"Pla Negre"	"Pla Negre"						
"Pla de l'Àlber"	"Pla de l'Àlber"						
"Pla del Cucut"	"Pla del Cucut"						
"Pla del Vedellar"	"Pla del Vedellar"						
"Pla de la Corona"	"Pla de la Corona"						
"Pla de la Bassa"	"Pla de la Bassa"						
"Rec de la Font de les Enrocades"	"Rec de la Font de les Enrocades"						
"Rec de Muntanyola"	"Rec de Muntanyola"						
"Pla de la Ribera"	"Pla de la Ribera"						
"Pla de la Vaca"	"Pla de la Vaca"						
"Pla dels Verges"	"Pla dels Verges"						
"Pla dels Egües"	"Pla dels Egües"						
"Pla del Bou"	"Pla del Bou"						
"Pla dels Mates Velles"	"Pla dels Mates Velles"						
"pla de la Mata"	"pla de la Mata"						
"Pla de Coves Blanques"	"Pla de Coves Blanques"						
