"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='la Ribera Baixa'][admin_level=7], filters=nwr[name~'^[Pp]arque'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"722177518"	"Parque Infantil ""Zona verda Joan Fuster"""	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque Infantil ""Zona verda Joan Fuster""'}"
"way"	"55846840"	"Parque de San Antonio"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parque de San Antonio', 'source': 'PNOA'}"
"way"	"349657629"	"Parque de Bomberos - Cullera"	""	""	""	""	""	""	""	"{'amenity': 'fire_station', 'barrier': 'fence', 'name': 'Parque de Bomberos - Cullera'}"
