"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Plaza de Elche"	"Plaça d’Elx"						"way"	"142927319"		"{'highway': 'residential', 'lanes': '1', 'name': 'Plaza de Elche', 'oneway': 'yes', 'sidewalk': 'both'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	"366894762"		"{'highway': 'residential', 'historic': 'yes', 'lit': 'yes', 'maxspeed': '20', 'maxspeed:type': 'ES:zone20', 'name': 'Plaza de la Iglesia', 'sidewalk': 'both', 'surface': 'paving_stones'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	"366894733"		"{'highway': 'residential', 'historic': 'yes', 'lit': 'yes', 'maxspeed': '20', 'maxspeed:type': 'ES:zone20', 'name': 'Plaza de la Iglesia', 'surface': 'paving_stones'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	"714887661"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza de la Iglesia'}"
"Plaza del Ayuntamiento"	"Plaça de l’Ajuntament"						"way"	"391409728"		"{'amenity': 'fountain', 'name': 'Plaza del Ayuntamiento'}"
"Plaza Dos de Mayo"	"Plaça Dos de Maig"						"way"	"366894731"		"{'highway': 'residential', 'name': 'Plaza Dos de Mayo', 'oneway': 'yes'}"
"Plaza Dos de Mayo"	"Plaça Dos de Maig"						"way"	"366894766"		"{'highway': 'residential', 'name': 'Plaza Dos de Mayo', 'oneway': 'yes'}"
"Plaza Miramar"	"Plaça Miramar"						"way"	"366894750"		"{'highway': 'residential', 'name': 'Plaza Miramar'}"
"Plaza Virgen de los Desamparados"	"Plaça Mare de Déu dels Desemparats"						"way"	"366894717"		"{'highway': 'residential', 'name': 'Plaza Virgen de los Desamparados'}"
"Plaza Virgen de los Desamparados"	"Plaça Mare de Déu dels Desemparats"						"way"	"366894757"		"{'highway': 'residential', 'name': 'Plaza Virgen de los Desamparados'}"
"Plaza Virgen de los Desamparados"	"Plaça Mare de Déu dels Desemparats"						"way"	"366894763"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza Virgen de los Desamparados'}"
"Plaza Virgen de los Desamparados"	"Plaça Mare de Déu dels Desemparats"						"way"	"366894761"		"{'highway': 'residential', 'name': 'Plaza Virgen de los Desamparados'}"
