"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Plaza Coscoll"	"Plaça Coscoll"						"way"	"606992092"		"{'area:highway': 'residential', 'name': 'Plaza Coscoll'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	"606611903"		"{'name': 'Plaza de la Iglesia', 'place': 'square'}"
"Plaza del Hospital"	"Plaça de l’Hospital"						"way"	"584297986"		"{'highway': 'living_street', 'name': 'Plaza del Hospital', 'surface': 'sett'}"
"Plaza del Portal"	"Plaça del Portal"						"way"	"366845362"		"{'highway': 'residential', 'name': 'Plaza del Portal'}"
"Plaza del Portal"	"Plaça del Portal"						"way"	"366845370"		"{'highway': 'residential', 'lit': 'yes', 'name': 'Plaza del Portal', 'sidewalk': 'no', 'surface': 'sett'}"
"Plaza del Portal"	"Plaça del Portal"						"way"	"584297951"		"{'cycleway:both': 'no', 'highway': 'unclassified', 'lane_markings': 'no', 'name': 'Plaza del Portal', 'surface': 'sett', 'vehicle': 'destination'}"
"Plaza La Iglesia"	"Plaça l’Església"						"way"	"988356957"		"{'name': 'Plaza La Iglesia', 'place': 'square'}"
"Plaza Mayor"	"Plaça Major"						"way"	"606611917"		"{'name': 'Plaza Mayor', 'place': 'square'}"
"Plaza Mayor"	"Plaça Major"						"way"	" 26263405"		"{'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza Mayor"	"Plaça Major"						"way"	"366845364"		"{'highway': 'living_street', 'lit': 'yes', 'name': 'Plaza Mayor', 'surface': 'sett'}"
"Plaza Mayor"	"Plaça Major"						"way"	"215536776"		"{'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza Mayor"	"Plaça Major"						"way"	"574781284"		"{'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza Mayor"	"Plaça Major"						"way"	"584297991"		"{'highway': 'residential', 'lit': 'yes', 'name': 'Plaza Mayor', 'sidewalk': 'no', 'surface': 'sett'}"
"Plaza Mayor"	"Plaça Major"						"way"	"988356958"		"{'highway': 'residential', 'name': 'Plaza Mayor', 'place': 'square'}"
