"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	" 875264423"		"{'highway': 'residential', 'name': 'Plaza de la Iglesia'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"way"	" 875257294"		"{'highway': 'residential', 'name': 'Plaza de la Iglesia'}"
"Plaza de la Iglesia"	"Plaça de l’Església"						"node"	"3718435069"		"{'name': 'Plaza de la Iglesia'}"
"Plaza del Ayuntamiento"	"Plaça de l’Ajuntament"						"way"	" 875257327"		"{'highway': 'residential', 'name': 'Plaza del Ayuntamiento'}"
"Plaza del Pilar"	"Plaça del Pilar"						"way"	" 875257306"		"{'highway': 'residential', 'name': 'Plaza del Pilar'}"
"Plaza del Pilar"	"Plaça del Pilar"						"way"	" 875257307"		"{'highway': 'residential', 'name': 'Plaza del Pilar'}"
"Plaza del Pilar"	"Plaça del Pilar"						"way"	" 875257305"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza del Pilar', 'place': 'square'}"
"Plaza del Rosario"	"Plaça del Rosari"						"node"	"3310532167"		"{'leisure': 'common', 'name': 'Plaza del Rosario'}"
"Plaza Depósito"	"Plaça Dipòsit"						"way"	" 793486287"		"{'highway': 'residential', 'name': 'Plaza Depósito'}"
"Plaza Depósito"	"Plaça Dipòsit"						"way"	" 793486288"		"{'highway': 'residential', 'name': 'Plaza Depósito'}"
"Plaza Depósito"	"Plaça Dipòsit"						"way"	" 793486296"		"{'highway': 'residential', 'name': 'Plaza Depósito'}"
"Plaza Mayor"	"Plaça Major"						"way"	" 875264422"		"{'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza Mayor"	"Plaça Major"						"way"	" 511468878"		"{'name': 'Plaza Mayor', 'place': 'square'}"
