"# EDITED with R"	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Plaza de la Concordia"	"Plaça de la Concòrdia"						"way"	"587310643"		"{'leisure': 'park', 'name': 'Plaza de la Concordia'}"
"Plaza de la Trinidad"	"Plaça de la Trinitat"						"way"	"566733282"		"{'leisure': 'park', 'name': 'Plaza de la Trinidad'}"
"Plaza Jacinto Benavente"	"Plaça Jacinto Benavente"						"way"	"455081845"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza Jacinto Benavente'}"
"Plaza Jacinto Benavente"	"Plaça Jacinto Benavente"						"way"	"455081844"		"{'highway': 'footway', 'name': 'Plaza Jacinto Benavente'}"
"Plaza Manuel Azaña"	"Plaça Manuel Azaña"						"way"	"438028190"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza Manuel Azaña'}"
"Plaza Mayor"	"Plaça Major"						"way"	"342742771"		"{'highway': 'residential', 'name': 'Plaza Mayor'}"
"Plaza Mayor"	"Plaça Major"						"way"	"419846567"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza Mayor'}"
"Plaza San José"	"Plaça Sant Josep"						"way"	"587310645"		"{'leisure': 'park', 'name': 'Plaza San José'}"
"Plaza Vicente Aleixandre"	"Plaça Vicente Aleixandre"						"way"	"448567369"		"{'area': 'yes', 'highway': 'pedestrian', 'name': 'Plaza Vicente Aleixandre'}"
